match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_aerialLost,stat_totalClearance,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceCreated,stat_goalAssist,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock
10389776,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,26.0,19.0,12.0,5.0,16.0,18.0,3.0,8.0,1.0,9.0,1.0,90.0,35.0,6.4,7.0,0.0,0.0,0.00215351,0,-0.9609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389776,home,Lille,Timothy Weah,,,weah-timothy,T. Weah,M,22,185,11671,M,855810,EUR,951177600,D,22,22,False,39.0,31.0,1.0,,15.0,18.0,18.0,24.0,5.0,3.0,,82.0,58.0,7.2,11.0,0.0572,0.0331,0.0789147,2,,timothyweah,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389776,home,Lille,José Fonte,,,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,72.0,70.0,3.0,2.0,49.0,50.0,21.0,22.0,,5.0,,90.0,74.0,6.7,2.0,0.0,0.0,0.0118706,0,,,,,,1.0,,,,,,,,,,True,1.0,1.0,,,,,,,,,,,,,,
10389776,home,Lille,Alexsandro Ribeiro,Alexsandro Ribeiro,,alexsandro-ribeiro,A. Ribeiro,D,4,192,4572,M,1049775,EUR,934156800,D,4,4,False,85.0,81.0,6.0,4.0,52.0,54.0,29.0,31.0,9.0,5.0,,90.0,104.0,7.4,6.0,0.077,0.0,0.0180418,1,,,,,1.0,3.0,,1.0,,2.0,3.0,1.0,1.0,,,,1.0,4.0,1.0,4.0,4.0,2.0,1.0,,,,,,,,,
10389776,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,D,5,5,False,42.0,35.0,4.0,1.0,15.0,19.0,21.0,30.0,1.0,6.0,,90.0,67.0,6.6,18.0,0.0339,0.0,0.73336,1,,,7.0,1.0,,8.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,3.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,
10389776,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,89.0,77.0,9.0,6.0,39.0,40.0,38.0,49.0,7.0,15.0,,90.0,106.0,7.3,13.0,0.0,0.0,0.0909243,0,,,,,2.0,7.0,1.0,,,3.0,5.0,4.0,2.0,,1.0,,,,4.0,,,,,,,,,,,,,
10389776,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,20,20,False,74.0,69.0,2.0,,34.0,35.0,35.0,40.0,2.0,4.0,,90.0,84.0,8.0,7.0,0.1843,0.2732,0.189231,3,,,1.0,,,3.0,,1.0,1.0,1.0,2.0,,2.0,,2.0,,1.0,,,,,1.0,,,2.0,1.0,,,,,,
10389776,home,Lille,Adam Ounas,,,adam-ounas,A. Ounas,M,10,172,8650,M,818440,EUR,847670400,M,11,11,False,11.0,8.0,3.0,2.0,3.0,4.0,5.0,7.0,2.0,3.0,,30.0,21.0,6.7,5.0,0.0791,0.0,0.00864859,2,,ounas_11,,,,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,
10389776,home,Lille,Rémy Cabella,,,remy-cabella,R. Cabella,M,20,171,1177,M,72998,EUR,636854400,M,10,10,False,42.0,31.0,,,11.0,11.0,22.0,38.0,9.0,4.0,,75.0,68.0,8.4,20.0,0.7885,0.8783,0.349047,5,,,7.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,,3.0,,,,1.0,3.0,2.0,1.0,2.0,,,2.0,1.0,,,,,
10389776,home,Lille,Jonathan Bamba,,,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,M,7,7,False,53.0,48.0,2.0,2.0,18.0,18.0,31.0,36.0,5.0,7.0,,90.0,73.0,6.9,12.0,0.5235,0.2342,0.19027,3,,,1.0,1.0,1.0,4.0,3.0,2.0,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,4.0,2.0,,,,,1.0,,,,
