match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,player_sofascoreId,stat_dispossessed,stat_totalOffside,player_firstName,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_wonContest,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,player_lastName,stat_totalKeeperSweeper,stat_ownGoals,stat_clearanceOffLine
14572793,home,Celta Vigo,Javier Rueda,javier-rueda,J. Rueda,D,17,176,397,M,1008259,EUR,1020816000,D,17,17,True,20.0,20.0,,0.0,1.0,1.0,19.0,2.0,2.0,,,,,24.0,30.0,6.8,4.0,0.0495898,,1,,0.02,-0.28,0.18,,,19.0,2.0,,,1.0,1.0,1.0,,,,,,,1.0,0.0123,2.0,0.02,,,,,,2.0,,,,1.0,,,,,,,,,,
14572793,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3796,M,859773,EUR,926553600,D,3,3,True,18.0,17.0,1.0,0.0,,,18.0,1.0,,,,,,18.0,24.0,7.1,2.0,0.371479,,1,,0.33,0.06,0.19,,1.0,17.0,1.0,,,,1.0,,,,,,,,1.0,0.0188,1.0,-0.02,,,,,,,,,,1.0,,,1.0,,,,,,,
14572793,home,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180,625,M,1120669,EUR,1071792000,M,22,22,True,22.0,22.0,1.0,0.0,3.0,3.0,19.0,1.0,2.0,,,,,18.0,33.0,7.4,1.0,0.0461229,,2,,0.17,0.4,0.26,,1.0,19.0,,,,,,3.0,,2.0,,,1.0,1.0,,0.1114,,-0.25,1.0,,,,Hugo Sotelo,1.0,,,,2.0,,2.0,,,,,,,,
14572793,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1015,M,557008,EUR,769910400,M,11,11,True,3.0,3.0,,0.0,1.0,1.0,2.0,,,,,,,12.0,7.0,6.8,2.0,0.0013633,,0,,-0.05,0.01,0.23,,,2.0,2.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14572793,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,224,M,848980,EUR,868406400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,home,Celta Vigo,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180,595,M,363774,EUR,815097600,D,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,212,M,1069703,EUR,981849600,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,599,M,1526627,EUR,1056585600,D,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,home,Celta Vigo,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6553,M,962890,EUR,1042934400,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,ilaixmk,,,,,,,,,,,,,,,,,,
14572793,home,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180,275,M,1216080,EUR,1047859200,M,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,home,Celta Vigo,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175,3728,M,949962,EUR,917827200,F,9,9,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,away,Nice,Yehvann Diouf,yehvann-diouf,Y. Diouf,G,80,188,2978,M,845183,EUR,942710400,G,80,80,False,40.0,30.0,22.0,0.0,22.0,22.0,18.0,1.0,10.0,1.0,3.0,4.0,1.0,90.0,51.0,7.0,10.0,0.00134432,0.245,0,-1.5374,0.14,0.0,-0.14,0.27,12.0,8.0,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
14572793,away,Nice,Kojo Peprah Oppong,peprah-oppong-kojo,K. P. Oppong,D,37,185,1405,M,1473092,EUR,1086307200,D,37,37,False,43.0,39.0,2.0,0.0,22.0,23.0,20.0,7.0,2.0,,,,,90.0,57.0,6.1,4.0,0.00705532,,1,,-0.03,0.05,-0.53,,1.0,17.0,,,1.0,,2.0,3.0,,,,1.0,1.0,,1.0,0.1239,,-0.07,1.0,,,,,,2.0,,,1.0,,,,,,,,,1.0,
14572793,away,Nice,Abdulay Juma Bah,abdulay-juma-bah,A. J. Bah,D,28,195,5967,M,1606792,EUR,1144713600,D,28,28,False,40.0,39.0,1.0,0.0,28.0,29.0,11.0,10.0,4.0,,,,,90.0,58.0,6.6,2.0,0.00349335,,1,,0.07,0.04,-0.02,,,11.0,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,,0.0652,,-0.11,3.0,,1.0,,,,1.0,1.0,0.2617,,,,,,,,,,,
14572793,away,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,510,M,906075,EUR,973468800,D,26,26,False,47.0,34.0,13.0,0.0,27.0,30.0,17.0,3.0,2.0,,,,,90.0,68.0,6.7,17.0,0.0126814,,1,,0.18,0.02,-0.18,,4.0,7.0,1.0,,,,5.0,8.0,2.0,2.0,,,,,2.0,0.0105,,-0.03,2.0,,,,,,7.0,,,1.0,,1.0,,,,,,,,
14572793,away,Nice,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,821728,EUR,717379200,M,92,92,False,16.0,13.0,1.0,0.0,4.0,4.0,12.0,,4.0,,,,,38.0,22.0,5.8,4.0,0.385822,,0,,0.47,0.06,-0.12,,,9.0,3.0,2.0,,,3.0,1.0,1.0,1.0,,,,,2.0,,2.0,,,,,,,,,,,,True,1.0,1.0,,,,,,,
14572793,away,Nice,Tom Louchet,tom-louchet,T. Louchet,M,20,176,404,M,1127313,EUR,1052006400,M,20,20,False,27.0,21.0,2.0,0.0,8.0,11.0,16.0,1.0,1.0,,,,,81.0,44.0,7.2,11.0,0.15496,,0,,0.27,0.17,-0.08,,,13.0,3.0,1.0,,3.0,,7.0,,,,2.0,4.0,2.0,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,
14572793,away,Nice,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2024,M,993455,EUR,954028800,M,99,99,False,33.0,31.0,2.0,1.0,15.0,17.0,16.0,3.0,,,,,,90.0,46.0,6.8,7.0,0.229821,,0,,0.14,0.06,-0.03,,1.0,16.0,1.0,,,,5.0,3.0,1.0,1.0,,,2.0,1.0,1.0,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
14572793,away,Nice,Ali Abdi,ali-abdi,A. Abdi,M,2,183,4221,M,919027,EUR,756345600,M,2,2,False,22.0,16.0,,0.0,8.0,9.0,13.0,,8.0,,,,,70.0,44.0,7.7,10.0,0.00659743,,4,,-0.09,0.15,0.15,,,8.0,,,,2.0,4.0,7.0,1.0,4.0,1.0,2.0,1.0,,,0.7589,,-0.52,1.0,,,,,,3.0,1.0,0.358,2.0,,1.0,,,2.0,,,,,1.0
14572793,away,Nice,Mohamed-Ali Cho,mohamed-ali-cho,M. Cho,F,25,182,1762,M,1063235,EUR,1074470400,F,25,25,False,6.0,6.0,,0.0,2.0,2.0,4.0,1.0,1.0,,,,,45.0,18.0,7.7,5.0,0.00166643,,1,,-0.05,0.0,0.15,,,4.0,,,,,3.0,3.0,,3.0,,,1.0,1.0,,0.0874,,0.53,,,2.0,,,2.0,,1.0,0.4165,,,2.0,,1.0,,,,,,
14572793,away,Nice,Kevin Carlos Omoruyi,kevin-omoruyi,K. Carlos,F,90,188,484,M,1035619,EUR,986860800,F,90,90,False,16.0,11.0,,0.0,7.0,8.0,8.0,2.0,,,,,,81.0,29.0,6.7,9.0,0.00431021,,1,,-0.08,0.1,0.21,,,4.0,,,4.0,1.0,4.0,4.0,,,1.0,,1.0,,,0.1338,1.0,-0.2,,,,,Kevin,4.0,2.0,,,,,,,,,,,,,
14572793,away,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,502,M,250133,EUR,777168000,F,8,8,False,18.0,13.0,1.0,0.0,5.0,7.0,11.0,1.0,,,,,,70.0,33.0,6.9,11.0,0.00183887,,0,,-0.08,0.03,0.2,,,8.0,,,,1.0,3.0,6.0,1.0,,,,3.0,1.0,,,,,,,2.0,,,4.0,2.0,,,,,,,,,,,,,
14572793,away,Nice,Antoine Mendy,mendy-antoine,A. Mendy,D,33,186,6264,M,1120615,EUR,1085529600,D,33,33,True,3.0,,,0.0,,,3.0,3.0,1.0,,,,,45.0,13.0,6.2,5.0,2.443e-05,,0,,-0.15,-0.04,-0.13,,,,1.0,,,,2.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
14572793,away,Nice,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,633,M,928033,EUR,905904000,M,24,24,True,7.0,6.0,,0.0,4.0,5.0,2.0,2.0,,,,,,20.0,16.0,6.6,3.0,0.0570218,,0,,-0.02,0.01,0.22,,,2.0,3.0,2.0,,,,1.0,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,
14572793,away,Nice,Tiago Gouveia,tiago-gouveia,T. Gouveia,F,47,176,1490,M,976410,EUR,992822400,F,47,47,True,4.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,,,,,20.0,7.0,6.6,2.0,0.00996084,,0,,-0.01,-0.19,0.18,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
14572793,away,Nice,Jérémie Boga,jeremie-boga,J. Boga,F,13,172,4976,M,367056,EUR,852249600,F,7,7,True,2.0,1.0,,0.0,,,2.0,,,,,,,9.0,5.0,6.6,2.0,0.0166704,,0,,-0.01,0.16,0.0,,,1.0,,,,,1.0,1.0,,2.0,,,,,,,,,,jeremieboga,,,,,,,,,,1.0,,,,,,,,
14572793,away,Nice,Bernard Nguene,bernard-nguene,B. Nguene,F,26,180,224,M,2017474,EUR,1154649600,F,49,49,True,,,,0.0,,,,1.0,,,,,,9.0,3.0,6.4,1.0,,,0,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,Bernard Nguene,1.0,,,,,,,,,,,,,,
14572793,away,Nice,Bartosz Żelazowski,bartosz-zelazowski,B. Żelazowski,G,30,195,90,M,1511924,EUR,1114387200,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartosz,,,,,,,,,,,,Żelazowski,,,
14572793,away,Nice,Maxime Dupé,maxime-dupe,M. Dupé,G,31,186,173,M,96542,EUR,731203200,G,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,away,Nice,Laurenzo Monteiro Alvarenga,laurenzo-monteiro-alvarenga,L. M. Alvarenga,D,48,185,26,M,1551016,EUR,1085702400,D,48,48,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,away,Nice,Sofiane Diop,sofiane-diop,S. Diop,M,10,175,3863,M,944164,EUR,960508800,M,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,away,Nice,Tanguy Ndombélé,tanguy-ndombele,T. Ndombélé,M,22,181,2703,M,845486,EUR,851731200,M,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572793,away,Nice,Djibril Coulibaly,djibril-coulibaly,D. Coulibaly,M,39,173,167,M,2020789,EUR,1226966400,M,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djibril Coulibaly,,,,,,,,,,,,,,,
14572793,away,Nice,Isak Jansson,isak-jansson,I. Jansson,F,21,176,322,M,962064,EUR,1012435200,F,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
