match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_wasFouled,player_firstName,player_lastName,stat_goalAssist,stat_shotOffTarget,stat_dispossessed,stat_errorLeadToAShot,stat_hitWoodwork,stat_goals,stat_totalOffside
11368595,home,Barcelona,Marc-André Ter Stegen,marc-andre-ter-stegen,M. ter Stegen,G,22,187,119658,M,terStegen,88625,EUR,704592000,G,1,1,False,True,17.0,14.0,6.0,3.0,12.0,13.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,90.0,24.0,7.1,3.0,0.0,0.0,0.0004107,0,0.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368595,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,,60.0,54.0,2.0,2.0,10.0,14.0,46.0,49.0,4.0,5.0,2.0,4.0,,,,,90.0,79.0,7.9,7.0,0.7756,0.5278,0.228179,3,,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11368595,home,Barcelona,Andreas Christensen,andreas-christensen,A. Christensen,D,15,188,56340,M,andreaschristensen3,186795,EUR,829094400,D,15,15,False,,30.0,28.0,1.0,,13.0,15.0,15.0,15.0,2.0,2.0,1.0,4.0,,,,,79.0,34.0,6.7,3.0,0.0,0.0,0.024472,0,,,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
11368595,home,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180,192664,M,Frenkie,795222,EUR,863395200,D,21,21,False,,112.0,109.0,4.0,2.0,33.0,33.0,76.0,80.0,2.0,6.0,1.0,9.0,,,,,90.0,120.0,8.0,5.0,0.0,0.0,0.325519,0,,1.0,,2.0,3.0,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
11368595,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,Lamiyamal,1402912,EUR,1184284800,M,27,27,False,,40.0,34.0,,,2.0,3.0,33.0,41.0,,4.0,1.0,2.0,,,,,85.0,58.0,7.5,13.0,0.3258,0.7671,0.233376,2,,4.0,1.0,,4.0,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,,,,,,,,,,
11368595,home,Barcelona,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,oriolromeu,69416,EUR,685670400,M,18,18,False,,67.0,64.0,1.0,,20.0,20.0,44.0,47.0,1.0,3.0,2.0,6.0,,,,,79.0,76.0,7.2,3.0,0.3504,0.0,0.0683002,2,,,,4.0,4.0,,,2.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,
11368595,home,Barcelona,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,22,22,False,,96.0,89.0,3.0,1.0,18.0,19.0,74.0,87.0,1.0,5.0,,2.0,,,,,90.0,114.0,8.8,14.0,0.0874,0.0,0.922295,2,,10.0,3.0,1.0,1.0,,,1.0,,,,,6.0,,1.0,,,,1.0,5.0,,,1.0,1.0,,,,,
11368595,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,M,28,28,False,,36.0,33.0,,,3.0,4.0,31.0,35.0,,4.0,1.0,3.0,,,,,68.0,51.0,6.8,9.0,0.0,0.0,0.097526,0,,3.0,1.0,2.0,3.0,,,,,,,,1.0,,,2.0,2.0,2.0,,2.0,,,,,1.0,1.0,,,
11368595,home,Barcelona,Pablo Gavi,gavi,Gavi,M,6,173,250088,M,Gavi,1103693,EUR,1091664000,F,6,6,False,,21.0,19.0,,,2.0,2.0,17.0,20.0,1.0,6.0,,3.0,,,,,68.0,32.0,7.1,5.0,0.0107,0.0,0.0224463,1,,1.0,,1.0,5.0,,,,,1.0,,3.0,,,1.0,1.0,1.0,1.0,,3.0,,,,1.0,1.0,,1.0,,
11368595,home,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,Pedri,992587,EUR,1038182400,F,8,8,False,,66.0,59.0,8.0,6.0,16.0,17.0,44.0,51.0,,7.0,,4.0,,,,,90.0,89.0,8.4,16.0,0.8836,0.7966,0.331109,3,,2.0,1.0,,4.0,1.0,2.0,1.0,,3.0,2.0,1.0,4.0,,,5.0,3.0,2.0,1.0,2.0,,,,,2.0,,,1.0,
