match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_outfielderBlock,stat_aerialWon,stat_shotOffTarget,stat_keyPass,stat_challengeLost,captain,stat_bigChanceMissed,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14053584,home,PEC Zwolle,Tom de Graaff,Tom,de Graaff,tom-de-graaff,T. d. Graaff,G,16,193.0,174,M,1145525,EUR,1102636800,G,16,16,False,29.0,17.0,19.0,7.0,0.0,13.0,17.0,4.0,12.0,1.0,8.0,3.0,3.0,4.0,1.0,90.0,45.0,8.0,13.0,0.00073141,0.6877,0,0.8203,0.05,0.0,0.36,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053584,home,PEC Zwolle,Olivier Aertssen,,,olivier-aertssen,O. Aertssen,D,3,185.0,170,M,1049446,EUR,1091836800,D,3,3,False,36.0,21.0,11.0,4.0,0.0,13.0,19.0,8.0,17.0,3.0,9.0,,,,,90.0,75.0,7.0,24.0,0.0543521,,1,,0.04,-1.0,0.38,,2.0,1.0,3.0,5.0,9.0,2.0,1.0,1.0,3.0,7.0,5.0,3.0,1.0,1.0,0.0285,-0.12,,,,,,,,,,,,,,,,
14053584,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191.0,124,M,927155,EUR,922060800,D,28,28,False,57.0,42.0,8.0,1.0,0.0,25.0,29.0,17.0,28.0,6.0,6.0,,,,,90.0,69.0,7.4,15.0,0.0168872,,0,,0.25,0.24,0.64,,,,2.0,3.0,3.0,1.0,1.0,,1.0,1.0,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,
14053584,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187.0,275,M,1005693,EUR,1045612800,D,4,4,False,38.0,29.0,12.0,7.0,0.0,16.0,18.0,13.0,20.0,11.0,1.0,,,,,90.0,56.0,7.7,9.0,0.0113104,,1,,0.16,0.09,0.62,,,,1.0,1.0,3.0,,,,3.0,1.0,1.0,,,,0.0241,-0.04,1.0,2.0,1.0,1.0,,,,,,,,,,,,
14053584,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181.0,187,M,803021,EUR,903830400,D,2,2,False,30.0,21.0,3.0,1.0,0.0,13.0,14.0,8.0,16.0,1.0,7.0,,,,,78.0,47.0,6.5,12.0,0.00637456,,0,,-0.04,0.05,-0.1,,1.0,,,4.0,2.0,,,,2.0,2.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,
14053584,home,PEC Zwolle,Ryan Thomas,Ryan,Thomas,ryan-thomas,R. Thomas,M,30,174.0,136,M,333571,EUR,787881600,M,30,30,False,29.0,24.0,3.0,2.0,0.0,12.0,13.0,12.0,16.0,3.0,6.0,,,,,90.0,47.0,7.1,8.0,0.0147242,,0,,0.04,0.13,0.16,,,,1.0,2.0,4.0,1.0,1.0,,3.0,2.0,1.0,3.0,1.0,,,,1.0,,,,1.0,True,,,,,,,,,,
14053584,home,PEC Zwolle,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175.0,305,M,815080,EUR,754444800,M,35,35,False,28.0,24.0,2.0,2.0,0.0,14.0,15.0,10.0,13.0,,7.0,,,,,78.0,47.0,7.6,10.0,0.267011,,1,,0.49,0.26,-0.02,,4.0,1.0,,3.0,7.0,1.0,,,1.0,4.0,,2.0,3.0,1.0,0.5884,-0.56,,,1.0,1.0,1.0,,1.0,,,,,,,,,
14053584,home,PEC Zwolle,Dylan Mbayo,Dylan,Mbayo,dylan-mbayo,D. Mbayo,M,15,175.0,263,M,923968,EUR,1002758400,M,11,11,False,21.0,19.0,,,1.0,7.0,8.0,12.0,13.0,,2.0,,,,,68.0,42.0,6.4,14.0,0.0382213,,0,,-0.16,0.21,-0.04,,,,,10.0,3.0,5.0,1.0,,,,,5.0,2.0,3.0,,,,,,1.0,1.0,,,2.0,,,,,,,,
14053584,home,PEC Zwolle,Thijs Oosting,,,thijs-oosting,T. Oosting,M,25,176.0,134,M,876233,EUR,957225600,M,25,25,False,23.0,16.0,3.0,1.0,0.0,3.0,5.0,13.0,18.0,1.0,2.0,,,,,85.0,31.0,7.8,10.0,0.147647,,1,,0.26,0.18,0.0,,2.0,1.0,2.0,5.0,,,,,,,,2.0,,2.0,0.0404,0.57,1.0,,,1.0,1.0,,,,1.0,1.0,0.277,,,,,
14053584,home,PEC Zwolle,Kaj de Rooij,Kaj,de Rooij,kaj-de-rooij,K. d. Rooij,F,22,184.0,125,M,927605,EUR,975110400,M,22,22,False,19.0,12.0,1.0,,0.0,7.0,11.0,5.0,8.0,1.0,4.0,,,,,85.0,35.0,7.5,8.0,0.417463,,1,,0.4,0.18,0.19,,1.0,,3.0,3.0,9.0,,,1.0,2.0,2.0,,,5.0,,0.1127,-0.52,,3.0,,1.0,,,1.0,,,,,1.0,1.0,,,
