match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceCreated,stat_challengeLost,stat_wonTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_goodHighClaim
14025215,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,60790,M,EmiMartínez,158263,EUR,715392000,G,23,23,False,25.0,17.0,10.0,2.0,0.0,15.0,17.0,2.0,8.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,90.0,33.0,7.3,9.0,0.00126852,61.648960186652,8.0,7.1110408089105,0.0,0.73,0,0.1031,-0.02,0.04,-0.07,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025215,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9362,M,mattycash622,833956,EUR,870912000,D,2,2,False,54.0,48.0,3.0,1.0,0.0,17.0,18.0,31.0,36.0,6.0,3.0,3.0,1.0,,,,87.0,85.0,7.6,12.0,0.119962,191.46907768931,20.0,88.287914048198,2.0,,1,,0.67,0.18,-0.12,,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0142,26.701069972463,51.54031901176,1.0,-0.08,,,,,,,,,,,,,,,,
14025215,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3199,M,,827679,EUR,877564800,D,4,4,False,59.0,54.0,4.0,2.0,0.0,24.0,25.0,30.0,34.0,7.0,4.0,4.0,1.0,,,,90.0,75.0,7.5,5.0,0.00988127,297.44225624246,23.0,187.14315113758,5.0,,1,,0.26,0.16,0.22,,,,,4.0,,,,,3.0,2.0,,,0.1466,27.304682905813,148.702099519,,-0.16,,,True,1.0,1.0,,,,,,,,,,,
14025215,home,Aston Villa,Tyrone Mings,tyrone-mings,T. Mings,D,5,195,1989,M,,303638,EUR,731980800,D,5,5,False,69.0,62.0,7.0,2.0,0.0,42.0,45.0,20.0,24.0,2.0,6.0,1.0,,,,,90.0,87.0,6.7,9.0,0.241778,224.30110654984,28.0,76.75817558307,2.0,,1,,0.39,0.16,-0.09,,1.0,,4.0,2.0,7.0,1.0,,,1.0,,,2.0,0.1005,13.855125233071,35.834775738866,2.0,-0.24,,,,1.0,1.0,1.0,,,,,,,,,,
14025215,home,Aston Villa,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,maatsen_,976263,EUR,1015718400,D,22,22,False,41.0,34.0,1.0,1.0,0.0,16.0,18.0,18.0,23.0,6.0,2.0,3.0,2.0,,,,90.0,66.0,6.5,17.0,0.0218339,172.24922671974,19.0,70.293933551554,3.0,,0,,0.08,0.12,-0.24,,3.0,,,1.0,6.0,5.0,1.0,,,2.0,3.0,1.0,,24.830525172491,66.095835350604,,,,,,,,,1.0,1.0,,,,,,,,
14025215,home,Aston Villa,Amadou Onana,amadou-onana,A. Onana,M,24,195,7169,M,its_onana,923973,EUR,997920000,M,24,24,False,33.0,28.0,4.0,2.0,0.0,15.0,15.0,13.0,18.0,3.0,,2.0,2.0,,,,61.0,40.0,6.7,5.0,0.0128883,77.803626445808,11.0,51.660543524229,1.0,,1,,0.12,0.15,0.13,,,,1.0,,1.0,,,,,1.0,,,0.2843,21.436270483502,23.444052572028,,-0.57,,,,,1.0,,,,1.0,1.0,0.2711,,,,,
14025215,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11812,M,Douglas_Luiz,867887,EUR,894672000,M,21,21,False,61.0,55.0,4.0,4.0,0.0,23.0,25.0,32.0,36.0,6.0,1.0,5.0,1.0,,,,87.0,80.0,7.6,15.0,0.189483,175.15238479575,22.0,48.815023662014,0.0,,0,,0.49,0.06,-0.03,,9.0,2.0,1.0,1.0,3.0,,,,,4.0,1.0,,,,,2.0,,,,,,,,1.0,3.0,,,,1.0,,,,
14025215,home,Aston Villa,Leon Bailey,leon-bailey,L. Bailey,M,31,178,7654,M,leonbailey,808590,EUR,871084800,M,31,31,False,20.0,15.0,,,0.0,6.0,7.0,9.0,13.0,4.0,,9.0,,,,,61.0,41.0,6.1,17.0,0.0685186,164.01576781378,13.0,10.075152689856,2.0,,1,,0.08,-0.2,-0.11,,5.0,2.0,1.0,2.0,10.0,6.0,2.0,,,,2.0,1.0,0.0376,18.609555492197,26.565227112511,1.0,-0.13,,,,,,,1.0,,,1.0,0.0748,3.0,1.0,,,
14025215,home,Aston Villa,Morgan Rogers,morgan-rogers,M. Rogers,M,27,187,13680,M,mrogers,948261,EUR,1027641600,M,27,27,False,39.0,33.0,2.0,2.0,0.0,5.0,6.0,28.0,33.0,5.0,2.0,4.0,1.0,,,,90.0,61.0,7.1,16.0,0.195378,155.56815098724,12.0,96.618442103666,6.0,,2,,0.48,0.33,-0.07,,2.0,1.0,2.0,2.0,8.0,3.0,1.0,1.0,,1.0,4.0,,0.0704,16.374983292447,115.69656704475,1.0,-0.14,,,,1.0,,,1.0,1.0,,,,3.0,,,,
14025215,home,Aston Villa,Emiliano Buendía,emiliano-buendia,E. Buendía,M,10,170,7662,M,EM10Buendia,783126,EUR,851472000,M,10,10,False,26.0,22.0,,,0.0,6.0,7.0,16.0,19.0,2.0,,3.0,2.0,,,,75.0,45.0,6.3,10.0,0.0260584,91.774821225491,11.0,21.298734560548,0.0,,3,,-0.07,0.24,-0.08,,,,,,4.0,1.0,,3.0,,,2.0,2.0,0.1409,,,,-0.32,,,,,,,,,,,,1.0,,1.0,,
