match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalClearance,stat_errorLeadToAShot,stat_challengeLost,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_errorLeadToAGoal,stat_outfielderBlock
12763949,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183.0,26212,M,d_raya1,581310,EUR,811123200,G,22,22,False,40.0,27.0,16.0,4.0,0.0,26.0,33.0,1.0,7.0,10.0,2.0,1.0,2.0,90.0,50.0,7.0,13.0,0.00146785,0,0.0887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763949,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185.0,42257,M,TPartey5,316148,EUR,739929600,D,5,5,False,62.0,53.0,1.0,,0.0,30.0,31.0,24.0,32.0,6.0,,,,90.0,75.0,7.0,13.0,0.0815755,0,,,,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12763949,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193.0,43611,M,WSaliba4,941168,EUR,985392000,D,2,2,False,72.0,69.0,2.0,2.0,0.0,51.0,53.0,18.0,19.0,8.0,,,,90.0,81.0,7.1,4.0,0.0098541,0,,,,,,1.0,2.0,2.0,5.0,1.0,,,2.0,1.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,,
12763949,home,Arsenal,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189.0,15126,M,j_kiwior,976037,EUR,950572800,D,15,15,False,62.0,56.0,6.0,4.0,0.0,37.0,40.0,19.0,22.0,4.0,,,,90.0,70.0,7.3,7.0,0.381351,0,,,,,,,3.0,3.0,7.0,1.0,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12763949,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178.0,16221,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,False,46.0,44.0,,,0.0,25.0,26.0,19.0,20.0,1.0,,,,64.0,53.0,7.0,2.0,0.0927716,0,,Myles Lewis-Skelly,,,,1.0,,2.0,5.0,,3.0,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
12763949,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178.0,78475,M,Ødegaard,547410,EUR,913852800,M,8,8,False,28.0,25.0,2.0,2.0,0.0,7.0,7.0,19.0,22.0,3.0,,,,79.0,41.0,7.1,6.0,0.114727,3,,,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,True,1.0,3.0,2.0,0.4623,,,,,,,
12763949,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188.0,64677,M,DeclanRice,856714,EUR,916272000,M,41,41,False,57.0,54.0,4.0,4.0,0.0,33.0,33.0,21.0,25.0,8.0,,,,64.0,68.0,7.0,7.0,0.0200498,0,,,,1.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,
12763949,home,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188.0,29360,M,mikelmerino,592010,EUR,835401600,M,23,23,False,48.0,41.0,3.0,1.0,0.0,21.0,21.0,20.0,28.0,3.0,,,,90.0,65.0,7.0,12.0,0.047362,1,,,,1.0,,2.0,1.0,6.0,6.0,2.0,3.0,3.0,2.0,,2.0,,2.0,,,,,,,,,2.0,0.0236,1.0,,,,,,
12763949,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178.0,182020,M,BSaka7,934235,EUR,999648000,F,7,7,False,30.0,26.0,1.0,1.0,1.0,2.0,4.0,24.0,26.0,7.0,,,,90.0,47.0,9.4,9.0,0.0651992,3,,,,,,,,2.0,4.0,,1.0,,3.0,1.0,4.0,1.0,,3.0,,,1.0,1.0,,,,3.0,0.4144,1.0,2.0,2.0,1.078,,,
12763949,home,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175.0,74055,M,GabrielJesus,794839,EUR,860025600,F,9,9,False,10.0,8.0,,,1.0,4.0,4.0,4.0,6.0,2.0,,,,73.0,23.0,6.8,5.0,0.338339,3,,,,,,,1.0,7.0,4.0,1.0,1.0,,3.0,2.0,1.0,,2.0,2.0,1.0,,3.0,1.0,,2.0,,1.0,0.8067,,3.0,,0.5849,1.0,,
