match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,length,playerName,rescinded,reason,from
14035971,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
14035971,,,,,90,2.0,,1,,,substitution,125279369.0,False,True,regular,,,,,,,
14035971,,2.0,1.0,,90,,,1,,,goal,332892143.0,,True,regular,1144096.0,Adedire Mebude,,,,,
14035971,,,,,90,0.0,,1,,,injuryTime,,,,,,,4.0,,,,
14035971,,1.0,1.0,,88,,,3,,,goal,332891707.0,,False,regular,1890424.0,Pape Moussa Fall,,,,,
14035971,,,,,81,,,10,,,substitution,125279305.0,True,True,injury,,,,,,,
14035971,,,,,78,,,13,,,substitution,125279292.0,False,False,regular,,,,,,,
14035971,,,,,78,,,13,,,substitution,125279284.0,False,False,regular,,,,,,,
14035971,,,,,77,,,14,,,card,124461401.0,,True,yellow,846087.0,Doğucan Haspolat,,Doğucan Haspolat,False,,
14035971,,,,,77,,,14,,,card,124459807.0,,True,yellow,1126245.0,Isa Sakamoto,,Isa Sakamoto,False,Argument,
14035971,,,,,69,,,22,,,substitution,125279201.0,False,True,regular,,,,,,,
14035971,,,,,67,,,24,,,substitution,125279190.0,False,False,regular,,,,,,,
14035971,,,,,46,,,45,,,substitution,125279034.0,False,False,regular,,,,,,,
14035971,,,,,46,,,45,,,substitution,125279033.0,False,False,regular,,,,,,,
14035971,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
14035971,,,,,45,0.0,,1,,,injuryTime,,,,,,,1.0,,,,
14035971,,1.0,0.0,,5,,,41,,,goal,332868948.0,,True,ownGoal,1396487.0,Maxence Maisonneuve,,,,,owngoal
