match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_gender,stat_totalCross,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,player_jerseyNumber,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_totalOffside,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goalAssist
10664214,home,VfB Lübeck,Florian Kirschke,florian-kirschke,F. Kirschke,G,187.0,1,115474,EUR,706665600,G,19,19,False,31.0,27.0,8.0,5.0,26.0,28.0,1.0,3.0,1.0,1.0,3.0,10.0,5.0,7.0,1.0,90.0,47.0,7.5,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10664214,home,VfB Lübeck,Robin Kolle,robin-kolle,R. Kolle,D,174.0,1,934296,EUR,982368000,D,2,2,False,36.0,26.0,4.0,,19.0,20.0,7.0,17.0,,4.0,1.0,5.0,,,,81.0,57.0,6.3,17.0,1,M,1.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10664214,home,VfB Lübeck,Niklas Kastenhofer,kastenhofer-niklas,N. Kastenhofer,D,185.0,3,930359,EUR,915753600,D,33,33,False,41.0,31.0,11.0,5.0,26.0,31.0,5.0,10.0,,4.0,6.0,6.0,,,,90.0,61.0,7.0,10.0,1,M,,7.0,,,,6.0,3.0,2.0,2.0,Niklas,Kastenhofer,3,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
10664214,home,VfB Lübeck,Jannik Löhden,jannik-lohden,J. Löhden,D,201.0,2,109156,EUR,616550400,D,30,30,False,24.0,17.0,4.0,1.0,15.0,19.0,2.0,5.0,1.0,3.0,5.0,7.0,,,,59.0,36.0,6.4,8.0,1,M,,2.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,2.0,1.0,,,,,,,,,,
10664214,home,VfB Lübeck,Morten Rüdiger,morten-rudiger,M. Rüdiger,D,176.0,1,379382,EUR,803001600,D,24,24,False,27.0,17.0,3.0,1.0,10.0,18.0,8.0,12.0,1.0,2.0,4.0,4.0,,,,73.0,58.0,7.2,18.0,0,M,3.0,7.0,,1.0,,4.0,5.0,2.0,1.0,,,,1.0,,,1.0,,3.0,1.0,,,,,,,,,
10664214,home,VfB Lübeck,Florian Egerer,florian-egerer,F. Egerer,M,177.0,8,877134,EUR,887673600,M,8,8,False,37.0,25.0,2.0,2.0,16.0,21.0,10.0,18.0,1.0,5.0,1.0,7.0,,,,90.0,53.0,6.6,13.0,2,M,2.0,3.0,,,1.0,2.0,1.0,1.0,,,,28,2.0,3.0,1.0,,1.0,,1.0,1.0,,,,,,,,
10664214,home,VfB Lübeck,Tommy Grupe,tommy-grupe,T. Grupe,D,192.0,1,126662,EUR,701827200,M,17,17,False,50.0,41.0,4.0,3.0,33.0,38.0,8.0,12.0,4.0,10.0,2.0,5.0,,,,90.0,65.0,6.8,10.0,0,M,,5.0,1.0,,,2.0,3.0,2.0,1.0,,,,1.0,1.0,,2.0,4.0,,,,True,,,,,,,
10664214,home,VfB Lübeck,Mirko Boland,mirko-boland,M. Boland,M,174.0,7,33828,EUR,546134400,M,31,31,False,43.0,23.0,15.0,5.0,8.0,12.0,15.0,32.0,,4.0,,10.0,,,,90.0,60.0,6.5,26.0,1,M,1.0,7.0,,,,,,,5.0,,,,2.0,1.0,,,3.0,5.0,,2.0,,1.0,,,,,,
10664214,home,VfB Lübeck,Marius Hauptmann,marius-hauptmann,M. Hauptmann,M,177.0,4,939856,EUR,937267200,F,7,7,False,13.0,10.0,2.0,,3.0,3.0,7.0,13.0,,6.0,1.0,5.0,,,,81.0,27.0,6.4,9.0,1,M,3.0,3.0,1.0,2.0,,1.0,1.0,,2.0,,,23,,2.0,1.0,,1.0,,,,,,,,,,,
10664214,home,VfB Lübeck,Felix Drinkuth,felix-drinkuth,F. Drinkuth,F,185.0,3,169205,EUR,782611200,F,11,11,False,21.0,13.0,2.0,2.0,7.0,8.0,6.0,15.0,6.0,11.0,,3.0,,,,90.0,30.0,6.7,13.0,1,M,2.0,3.0,,,,,2.0,1.0,,,,37,1.0,2.0,,,3.0,3.0,,,,1.0,1.0,,,,,
10664214,home,VfB Lübeck,Manuel Farrona-Pulido,manuel-farrona-pulido,M. Farrona-Pulido,M,175.0,90,126552,EUR,736214400,F,10,10,False,13.0,5.0,1.0,,2.0,6.0,4.0,8.0,1.0,2.0,,6.0,,,,59.0,28.0,7.0,13.0,2,M,1.0,4.0,,,,1.0,1.0,,2.0,,,10,1.0,1.0,2.0,,,4.0,1.0,2.0,,,,,,,,
