match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_outfielderBlock,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated,stat_goals
11067448,home,Corinthians,Róger Guedes,roger-guedes,R. Guedes,F,10,182,5793,M,guedes10,777341,EUR,844214400,F,10,10,False,,23.0,17.0,1.0,1.0,6.0,6.0,11.0,18.0,1.0,5.0,,2.0,,,,90.0,35.0,6.8,11.0,0.0875,0.0,0.0395384,1,,1.0,,6.0,1.0,,,,2.0,3.0,1.0,2.0,,,,2.0,1.0,3.0,,,1.0,4.0,,,,,,
11067448,home,Corinthians,Caetano,caetano,Caetano,D,16,182,910,M,,959006,EUR,930182400,D,14,14,True,,25.0,19.0,5.0,2.0,15.0,17.0,4.0,8.0,1.0,2.0,1.0,4.0,,,,45.0,29.0,6.7,6.0,0.0,0.0,0.00331344,0,,,,2.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,
11067448,home,Corinthians,Matheus Araújo,matheus-araujo,M. Araújo,M,8,176,1134,M,,1002617,EUR,1022025600,M,30,30,True,,20.0,14.0,,,7.0,8.0,7.0,14.0,,3.0,,4.0,,,,45.0,30.0,6.3,12.0,0.0,0.0,0.00434759,0,,2.0,,6.0,,,,,2.0,3.0,2.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,,
11067448,home,Corinthians,Wesley,wesley,Wesley,F,22,180,10411,M,wesley_teixeira005,1211632,EUR,1109980800,M,36,36,True,,4.0,3.0,,,2.0,2.0,1.0,6.0,,3.0,,4.0,,,,31.0,25.0,6.0,14.0,0.0374,0.0278,0.00022092,1,,4.0,,7.0,6.0,,,,2.0,2.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,
11067448,home,Corinthians,Roni,roni,Roni,M,70,174,491,M,,1046440,EUR,924134400,M,29,29,True,,14.0,11.0,3.0,1.0,8.0,9.0,3.0,5.0,,2.0,,7.0,,,,24.0,18.0,6.5,5.0,0.0,0.0,0.00194441,0,,,,4.0,,,2.0,2.0,,,2.0,,Roni,,1.0,1.0,,,,,,,,,,,,
11067448,home,Corinthians,Felipe Augusto,felipe-augusto,F. Augusto,F,99,187,1396,M,,1106681,EUR,1077062400,F,41,41,True,,6.0,4.0,,,1.0,1.0,3.0,5.0,1.0,1.0,,1.0,,,,24.0,8.0,6.6,3.0,0.0302,0.0,0.00596341,1,,,,3.0,,,,,1.0,,2.0,,Felipe Augusto,,,,,1.0,1.0,,,1.0,,,,,,
11067448,home,Corinthians,Carlos Miguel,carlos-miguel,C. Miguel,G,1,204,5473,M,,973738,EUR,907891200,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,home,Corinthians,Matheus Donelli,matheus-donelli,M. Donelli,G,32,187,3371,M,,1002609,EUR,1021593600,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,home,Corinthians,Renato Santos,renato-santos,R. Santos,D,13,188,828,M,,1411159,EUR,1097452800,D,46,46,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,home,Corinthians,Rafael Ramos,rafael-ramos,Rafael Ramos,D,2,171,559,M,,788195,EUR,789609600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,home,Corinthians,Giuliano,giuliano,Giuliano,M,,172,929,M,,90862,EUR,644112000,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,home,Corinthians,Ryan Gustavo,ryan-gustavo,Ryan,M,37,170,2855,M,,1170779,EUR,1058227200,M,49,49,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,home,Corinthians,Giovane,giovane,Giovane,F,23,184,4963,M,,1170773,EUR,1069632000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,away,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,,844576,EUR,871948800,G,1,1,False,True,33.0,17.0,26.0,10.0,9.0,9.0,8.0,24.0,,,1.0,15.0,1.0,4.0,1.0,90.0,45.0,7.7,16.0,0.0,0.0,0.00258526,0,0.5578,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11067448,away,Red Bull Bragantino,Aderlan,aderlan,Aderlan,D,13,180,379,M,,584432,EUR,650937600,D,13,13,False,,63.0,54.0,2.0,,28.0,30.0,27.0,35.0,2.0,9.0,,10.0,,,,90.0,94.0,7.5,16.0,0.0,0.0,0.0716954,0,,2.0,1.0,6.0,1.0,3.0,6.0,4.0,3.0,1.0,3.0,,,,1.0,,,1.0,,,,,,,,,,
11067448,away,Red Bull Bragantino,Luan Patrick,luan-patrick,Luan Patrick,D,30,190,250,M,,1002565,EUR,1011484800,D,30,30,False,,58.0,46.0,7.0,2.0,38.0,41.0,8.0,17.0,,1.0,2.0,7.0,,,,90.0,66.0,6.8,12.0,0.0,0.0,0.00185083,0,,,,4.0,,4.0,,,,1.0,2.0,,,,1.0,,,1.0,,,,,,1.0,1.0,,,
11067448,away,Red Bull Bragantino,Eduardo Santos,eduardo-santos,Eduardo,D,3,196,161,M,,925189,EUR,880675200,D,26,26,False,,56.0,52.0,4.0,2.0,44.0,46.0,8.0,10.0,1.0,5.0,3.0,11.0,,,,90.0,66.0,7.4,4.0,0.0,0.0,0.00323765,0,,,,2.0,,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,,1.0,,,,
11067448,away,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,,870556,EUR,868147200,D,29,29,False,,78.0,63.0,6.0,3.0,29.0,31.0,34.0,49.0,,6.0,2.0,8.0,,,,90.0,103.0,7.5,22.0,0.0204,0.0,0.189542,1,,2.0,,4.0,2.0,2.0,2.0,,,3.0,,2.0,,,,,1.0,3.0,1.0,,,1.0,,,,,,
11067448,away,Red Bull Bragantino,Jadsom,jadsom,Jadsom,M,25,176,193,M,,964127,EUR,990316800,M,5,5,False,,61.0,49.0,7.0,3.0,18.0,20.0,31.0,43.0,3.0,9.0,4.0,9.0,,,,90.0,84.0,6.9,20.0,0.0,0.0,0.0243675,0,,2.0,,5.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,
11067448,away,Red Bull Bragantino,Matheus Fernandes,matheus-fernandes,M. Fernandes,M,35,183,759,M,,840150,EUR,899164800,M,35,35,False,,35.0,29.0,1.0,,11.0,13.0,18.0,22.0,1.0,4.0,,3.0,,,,45.0,42.0,6.8,7.0,0.0229,0.0,0.0393728,1,,,,5.0,,,3.0,2.0,1.0,,1.0,2.0,,,4.0,,,,1.0,,,,,,,,,
11067448,away,Red Bull Bragantino,Eric Ramires,eric-ramires,E. Ramires,M,7,172,386,M,,950545,EUR,965865600,M,7,7,False,,52.0,51.0,1.0,1.0,23.0,23.0,28.0,30.0,,2.0,,4.0,,,,72.0,65.0,6.8,10.0,0.0,0.0,0.528014,0,,1.0,,5.0,4.0,,,,4.0,,,1.0,,,2.0,1.0,2.0,,,,,,,,,1.0,1.0,
11067448,away,Red Bull Bragantino,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,,331397,EUR,799718400,M,8,8,False,,48.0,43.0,,,8.0,9.0,36.0,43.0,5.0,11.0,1.0,5.0,,,,90.0,71.0,7.0,15.0,0.1132,0.0,0.299329,2,,4.0,1.0,9.0,5.0,,,,2.0,3.0,1.0,2.0,,,,2.0,3.0,4.0,2.0,,,,,,,,,
11067448,away,Red Bull Bragantino,Eduardo Sasha,eduardo-sasha,E. Sasha,F,8,173,1446,M,,143846,EUR,698889600,F,19,19,False,,21.0,17.0,1.0,,4.0,4.0,13.0,18.0,,4.0,,1.0,,,,59.0,33.0,7.7,7.0,0.4624,0.9658,0.0568901,2,,1.0,,4.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,,,,2.0,2.0,,2.0,,,,1.0,,,,1.0
11067448,away,Red Bull Bragantino,Thiago Borbas,thiago-borbas,T. Borbas,F,17,186,801,M,,1018547,EUR,1018137600,F,18,18,False,,5.0,4.0,,,,,4.0,6.0,1.0,3.0,,2.0,,,,45.0,17.0,7.1,6.0,0.2197,0.3855,0.118265,3,,1.0,,2.0,2.0,,1.0,1.0,3.0,,1.0,1.0,,,,,1.0,,1.0,2.0,,,,,,,,
11067448,away,Red Bull Bragantino,Guilherme Lopes,guilherme-lopes,G. Lopes,D,31,178,87,M,,1097858,EUR,1013644800,D,31,31,True,,13.0,12.0,,,3.0,3.0,9.0,12.0,,2.0,1.0,2.0,,,,44.0,23.0,6.9,5.0,0.0279,0.0432,0.00306305,1,,2.0,,2.0,,1.0,2.0,2.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,
11067448,away,Red Bull Bragantino,Sorriso,sorriso,Sorriso,M,7,175,553,M,,1105595,EUR,982886400,F,27,27,True,,10.0,6.0,1.0,,2.0,3.0,5.0,10.0,1.0,4.0,,3.0,,,,45.0,24.0,6.3,14.0,0.0,0.0,0.00530873,0,,3.0,1.0,7.0,1.0,,2.0,2.0,3.0,1.0,2.0,,Sorriso,,1.0,1.0,,2.0,,,,,,,,,,
11067448,away,Red Bull Bragantino,Alerrandro,alerrandro,Alerrandro,F,9,180,1551,M,,923948,EUR,947635200,F,9,9,True,,7.0,5.0,,,2.0,3.0,3.0,4.0,,1.0,1.0,,,,,31.0,9.0,6.6,2.0,0.0,0.0,0.00116567,0,,,,3.0,,,1.0,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,
11067448,away,Red Bull Bragantino,Gustavo Neves,gustavo-neves,G. Neves,M,22,176,308,M,,1463904,EUR,1082678400,F,22,22,True,,5.0,5.0,,,2.0,2.0,3.0,3.0,,3.0,1.0,3.0,,,,18.0,16.0,6.6,5.0,0.0,0.0,0.00085815,0,,,,3.0,2.0,,1.0,,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,
11067448,away,Red Bull Bragantino,Luan Cândido,luan-candido,L. Cândido,D,36,187,716,M,,905459,EUR,981072000,D,36,36,True,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,0.0,0.0,0.0,0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
11067448,away,Red Bull Bragantino,Fabrício,fabricio,Fabrício,G,37,190,53,M,,1047208,EUR,961027200,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,away,Red Bull Bragantino,Maycon Cleiton,maycon-cleiton,Maycon Cleiton,G,26,191,86,M,,1017233,EUR,910483200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,away,Red Bull Bragantino,José Andrés Hurtado,andres-hurtado,J. A. Hurtado,D,34,178,537,M,,987589,EUR,1009065600,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,away,Red Bull Bragantino,Gustavo Henrique,henrique-gustavo,G. Henrique,D,46,198,19,M,,1494452,EUR,1129593600,D,46,46,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,away,Red Bull Bragantino,Nathan Camargo,nathan-camargo,Nathan Camargo,M,48,177,101,M,,1199453,EUR,1122249600,M,48,48,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,away,Red Bull Bragantino,Bruno Praxedes,bruno-praxedes,B. Praxedes,M,25,186,445,M,,1018093,EUR,1013126400,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067448,away,Red Bull Bragantino,Bruno Goncalves De Jesus,goncalves-de-jesus-bruno,Bruninho,F,17,174,254,M,,1868441,EUR,1047600000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
