match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalOffside,stat_possessionLostCtrl,stat_shotOffTarget,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,captain,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_goalAssist
11368604,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,10.0,10.0,1.0,1.0,10.0,10.0,1.0,1.0,3.0,1.0,90.0,11.0,6.2,0.0,0.0,3.383e-05,0,-0.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368604,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,12,12,False,40.0,32.0,6.0,4.0,16.0,21.0,4.0,8.0,6.0,,90.0,64.0,6.4,0.0,0.0,0.0818698,0,,16.0,23.0,4.0,1.0,8.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,
11368604,home,Valencia,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5224,M,,124737,EUR,659577600,D,5,5,False,54.0,47.0,8.0,4.0,26.0,28.0,1.0,3.0,6.0,,75.0,68.0,6.7,0.0133,0.0,0.0221205,1,,21.0,26.0,,2.0,3.0,1.0,,2.0,1.0,,,,,1.0,1.0,,8.0,1.0,,,,,,,,,,,,,,,,,,,,
11368604,home,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,,953097,EUR,970790400,D,15,15,False,66.0,56.0,11.0,2.0,29.0,33.0,3.0,5.0,5.0,,90.0,76.0,6.3,0.0,0.0,0.0175557,0,,27.0,34.0,1.0,1.0,2.0,,,5.0,1.0,1.0,1.0,,,,,,12.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
11368604,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,47.0,37.0,8.0,4.0,9.0,12.0,1.0,2.0,6.0,,90.0,86.0,8.0,0.041,0.0,0.236996,1,,29.0,43.0,8.0,2.0,10.0,2.0,2.0,3.0,1.0,5.0,3.0,1.0,,1.0,1.0,,19.0,1.0,,,,,True,1.0,1.0,4.0,,,,,,,,,,,,
11368604,home,Valencia,Fran Pérez,fran-perez,F. Pérez,M,21,176,466,M,,966637,EUR,1031529600,M,23,23,False,19.0,15.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,,58.0,33.0,6.9,0.0289,0.0,0.0167996,1,,12.0,17.0,3.0,,5.0,4.0,3.0,,,1.0,,1.0,,1.0,,,9.0,,,,,,,,,,1.0,,,,,,,,,,,
11368604,home,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,,826948,EUR,902793600,M,18,18,False,74.0,66.0,3.0,2.0,26.0,30.0,1.0,5.0,6.0,,90.0,96.0,7.6,0.029,0.0,0.241711,1,,42.0,50.0,6.0,3.0,8.0,3.0,1.0,2.0,2.0,3.0,3.0,,,1.0,1.0,,16.0,1.0,,,1.0,,,2.0,,4.0,,,,,,,,,,,,
11368604,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,mouctar_dkh,797306,EUR,850953600,M,4,4,False,29.0,25.0,1.0,1.0,10.0,11.0,1.0,4.0,7.0,,45.0,38.0,6.6,0.0323,0.0,0.0159209,2,,15.0,18.0,,2.0,2.0,1.0,,,1.0,,,3.0,,,2.0,,9.0,2.0,,,,,,,,,,1.0,,,,,,,,,,
11368604,home,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,,998950,EUR,1021248000,M,16,16,False,36.0,22.0,,,5.0,10.0,1.0,5.0,4.0,,75.0,53.0,6.8,0.0,0.0,0.0214364,0,,17.0,30.0,4.0,1.0,3.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,,,22.0,,,,1.0,,,,,,,,,,,,,,,,,
11368604,home,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,,1122610,EUR,1052784000,F,8,8,False,34.0,26.0,8.0,2.0,11.0,12.0,1.0,4.0,4.0,,90.0,47.0,7.0,0.2367,0.3177,0.274395,2,,15.0,23.0,1.0,2.0,4.0,2.0,1.0,,,,,5.0,,1.0,1.0,,17.0,,,,,1.0,,,,2.0,,,1.0,2.0,,,,,,,,
11368604,home,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,,909119,EUR,942192000,F,9,9,False,14.0,12.0,,,5.0,6.0,3.0,7.0,4.0,,90.0,29.0,7.0,1.1699,0.6858,0.0140506,5,,7.0,8.0,,2.0,5.0,,,,,,,3.0,,3.0,4.0,1.0,5.0,4.0,,,1.0,,,,,1.0,,1.0,2.0,1.0,1.0,,,,,,,
11368604,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,M,10,10,True,32.0,30.0,1.0,1.0,6.0,7.0,,2.0,3.0,,45.0,44.0,7.0,0.0206,0.0398,0.105983,1,,25.0,30.0,5.0,,2.0,,,,,1.0,1.0,2.0,,1.0,1.0,,9.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,
11368604,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,True,26.0,22.0,2.0,,13.0,14.0,,,4.0,,32.0,35.0,6.8,0.0,0.0,0.153356,0,,9.0,12.0,,,2.0,1.0,1.0,,1.0,,,,,1.0,,1.0,4.0,,,,,,,,1.0,1.0,,,,,,,,,,,,
11368604,home,Valencia,Cristhian Mosquera,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,,1144630,EUR,1088294400,D,3,3,True,24.0,24.0,1.0,1.0,18.0,18.0,,,5.0,,15.0,25.0,6.4,0.0,0.0,0.00190794,0,,6.0,6.0,,,,,,,1.0,,,,,,,,,,Cristhian Mosquera,,,,,,,,,,,,,,,,,,,
11368604,home,Valencia,Sergi Canós,sergi-canos,S. Canós,M,7,173,366,M,,790833,EUR,854841600,M,7,7,True,5.0,4.0,,,1.0,1.0,,,1.0,,15.0,8.0,6.5,0.1225,0.0,0.00361986,2,,3.0,4.0,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
11368604,home,Valencia,Cristian Rivero,cristian-rivero,C. Rivero,G,13,188,101,M,,914744,EUR,890438400,G,13,13,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368604,home,Valencia,Jaume Doménech,jaume-domenech,J. Doménech,G,,186,177,M,,235386,EUR,657763200,G,1,1,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368604,home,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,,996929,EUR,1041465600,D,21,21,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
