match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceCreated,player_sofascoreId
14053743,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192.0,151,M,146871,EUR,757296000,G,31,31,False,25.0,11.0,20.0,6.0,0.0,5.0,7.0,6.0,18.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,90.0,31.0,6.8,15.0,0.00655415,0.3012,0,0.2639,0.07,-0.03,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053743,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184.0,111,M,78730,EUR,631670400,D,12,12,False,52.0,39.0,10.0,4.0,0.0,9.0,10.0,30.0,42.0,2.0,4.0,,,,,,81.0,84.0,7.6,26.0,0.121473,,0,,0.57,0.15,-0.02,,True,6.0,2.0,2.0,8.0,6.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
14053743,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183.0,156,M,989586,EUR,962236800,D,4,4,False,9.0,9.0,1.0,1.0,0.0,7.0,7.0,2.0,2.0,,1.0,,,,,,14.0,10.0,6.9,,0.0013221,,0,,0.06,0.01,0.19,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
14053743,home,Fortuna Sittard,Iván Márquez,ivan-marquez,I. Márquez,D,44,191.0,78,M,862479,EUR,771120000,D,44,44,False,42.0,37.0,5.0,1.0,0.0,25.0,26.0,12.0,16.0,6.0,,,,,,,90.0,53.0,7.0,6.0,0.00521693,,1,,0.17,0.17,0.23,,,,,1.0,2.0,2.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.0321,-0.02,,,,,,,,,,
14053743,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176.0,33,M,1048758,EUR,1006819200,D,8,8,False,36.0,32.0,2.0,,0.0,23.0,23.0,9.0,13.0,2.0,6.0,,,,,,90.0,64.0,7.3,9.0,0.00376263,,1,,0.0,0.31,0.29,,,3.0,,1.0,2.0,4.0,,,,,2.0,,,,,3.0,,2.0,,4.0,0.0444,-0.38,1.0,1.0,,,,,,,,
14053743,home,Fortuna Sittard,Justin Lonwijk,justin-lonwijk,J. Lonwijk,M,17,189.0,258,M,875673,EUR,945734400,M,17,17,False,27.0,17.0,2.0,,0.0,7.0,10.0,10.0,17.0,,1.0,,,,,,81.0,41.0,7.6,11.0,0.0449836,,3,,-0.07,0.32,0.13,,,,,1.0,1.0,3.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,0.5331,0.44,1.0,,1.0,1.0,1.0,0.8127,,,,
14053743,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183.0,187,M,1142147,EUR,1024272000,M,80,80,False,50.0,47.0,3.0,1.0,0.0,29.0,29.0,18.0,21.0,,10.0,,,,,,90.0,58.0,7.4,5.0,0.0459988,,0,,0.3,0.15,0.29,,,,,1.0,3.0,4.0,,2.0,,,,,,,,3.0,1.0,1.0,,1.0,,,,1.0,,,,,Ryan,Fosso,,
14053743,home,Fortuna Sittard,Philip Brittijn,philip-brittijn,P. Brittijn,M,23,182.0,100,M,1132766,EUR,1081468800,M,23,23,False,37.0,32.0,1.0,,0.0,19.0,20.0,13.0,17.0,1.0,6.0,,,,,,90.0,54.0,7.0,7.0,0.00605855,,0,,-0.02,-0.03,0.18,,,,,1.0,6.0,10.0,,,2.0,1.0,1.0,1.0,4.0,,,7.0,4.0,1.0,,1.0,,,,,,,,,Philip Brittijn,,,
14053743,home,Fortuna Sittard,Dimitris Limnios,dimitris-limnios,D. Limnios,M,18,178.0,427,M,591044,EUR,896227200,F,18,18,False,44.0,34.0,1.0,1.0,1.0,6.0,6.0,28.0,38.0,,4.0,,,,,,90.0,65.0,8.4,17.0,0.674053,,0,,0.87,0.35,0.13,,,6.0,2.0,,5.0,8.0,,3.0,1.0,1.0,,4.0,2.0,,5.0,3.0,1.0,,,,,,,,,,,,,,,
14053743,home,Fortuna Sittard,Kaj Sierhuis,kaj-sierhuis,K. Sierhuis,F,9,180.0,490,M,855847,EUR,893635200,F,9,9,False,8.0,4.0,,,0.0,,,4.0,8.0,,,,,,,,62.0,24.0,6.3,8.0,0.239239,,4,,0.33,-0.27,-0.02,,,1.0,1.0,,6.0,2.0,,1.0,3.0,2.0,2.0,,2.0,,2.0,,,2.0,2.0,,0.3951,-0.52,1.0,,,1.0,,0.1263,,,1.0,
14053743,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180.0,132,M,366942,EUR,785980800,F,7,7,False,12.0,9.0,,,0.0,4.0,5.0,5.0,7.0,,2.0,,,,,,63.0,32.0,6.2,11.0,0.0108817,,4,,-0.01,0.3,-0.04,,,1.0,,,6.0,4.0,1.0,2.0,5.0,2.0,2.0,1.0,,,,1.0,,,,1.0,0.3551,-0.67,4.0,,,,,,,,,
