match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAShot,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wonTackle,stat_totalOffside,stat_expectedGoals,stat_blockedScoringAttempt,stat_keyPass,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork
12437549,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191.0,79229,M,ALunin,857574,EUR,918691200,G,13,13,False,34.0,31.0,8.0,5.0,0.0,30.0,31.0,1.0,3.0,1.0,1.0,2.0,11.0,1.0,3.0,5.0,1.0,2.0,2.0,90.0,49.0,7.7,3.0,0.00018347,0,-0.5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437549,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173.0,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,49.0,43.0,4.0,1.0,0.0,24.0,24.0,19.0,25.0,,3.0,,3.0,,,,,,,90.0,63.0,6.6,10.0,0.0229109,0,,,,3.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
12437549,home,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184.0,117937,M,asencio,1156645,EUR,1045094400,D,35,35,False,34.0,30.0,4.0,1.0,0.0,24.0,27.0,6.0,7.0,,1.0,1.0,3.0,,,,,,,90.0,40.0,6.5,4.0,0.00133884,0,,,,1.0,,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12437549,home,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180.0,93395,M,DAlaba,66492,EUR,709344000,D,4,4,False,62.0,55.0,8.0,3.0,0.0,47.0,47.0,8.0,16.0,1.0,2.0,1.0,5.0,,,,,,,90.0,69.0,7.1,8.0,0.00610066,0,,,,,,1.0,1.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,
12437549,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170.0,66463,M,frangarci11,851271,EUR,934588800,D,20,20,False,46.0,38.0,4.0,1.0,0.0,21.0,25.0,17.0,21.0,,6.0,2.0,3.0,,,,,,,90.0,67.0,7.3,9.0,0.00915903,1,,,,2.0,,4.0,3.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,0.0216,,,,,,,,,,
12437549,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174.0,699716,M,Rodrygo,910536,EUR,978998400,M,11,11,False,24.0,22.0,1.0,,0.0,6.0,6.0,16.0,18.0,1.0,5.0,,2.0,,,,,,,68.0,37.0,6.8,6.0,0.0412469,1,,,,4.0,1.0,,2.0,,1.0,,,,,,1.0,3.0,1.0,,1.0,,0.0672,1.0,1.0,,,,,,,,
12437549,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188.0,145918,M,ATchouaméni,859025,EUR,948931200,M,14,14,False,52.0,48.0,2.0,2.0,0.0,26.0,27.0,22.0,25.0,2.0,6.0,2.0,8.0,,,,,,,90.0,65.0,7.1,5.0,0.0259901,0,,,,4.0,,4.0,1.0,,2.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12437549,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173.0,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,70.0,63.0,11.0,10.0,1.0,28.0,30.0,36.0,42.0,1.0,9.0,,5.0,,,,,,,90.0,86.0,8.1,9.0,0.228387,0,,,,4.0,,2.0,4.0,1.0,3.0,1.0,,1.0,,2.0,3.0,1.0,1.0,,,,,,4.0,True,1.0,1.0,,,,,
12437549,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188.0,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,29.0,26.0,2.0,2.0,0.0,10.0,11.0,16.0,18.0,,14.0,1.0,3.0,,,,,,,86.0,55.0,7.1,11.0,0.019218,0,,,,7.0,3.0,1.0,8.0,4.0,4.0,2.0,,,,,1.0,3.0,2.0,,4.0,,,,,,,,,,,,
12437549,home,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178.0,1731608,M,KMbappé,826643,EUR,914112000,F,9,9,False,21.0,18.0,,,0.0,4.0,4.0,14.0,18.0,,3.0,,2.0,,,,,,,79.0,41.0,7.3,13.0,0.0220185,4,,,,7.0,3.0,,,4.0,,1.0,,,,1.0,1.0,5.0,3.0,1.0,,,0.8706,,,,,,1.0,3.0,1.0,1.2956,
