match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_keyPass,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_wasFouled,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_bigChanceCreated,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalOffside
12448326,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196,132,M,945955,EUR,878256000,G,1,1,False,25.0,7.0,24.0,6.0,0.0,1.0,2.0,6.0,23.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,5.0,9.0,6.0,90.0,44.0,8.0,18.0,0.00260293,0,-0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448326,home,Almere City FC,Hamdi Akujobi,hamdi-akujobi,H. Akujobi,D,,175,76,M,983662,EUR,948326400,D,20,20,False,25.0,15.0,5.0,,0.0,4.0,4.0,12.0,22.0,,,1.0,1.0,4.0,6.0,,,,,,90.0,40.0,6.3,16.0,0.164682,0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12448326,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183,24,M,930838,EUR,955324800,D,3,3,False,11.0,8.0,5.0,3.0,0.0,5.0,5.0,3.0,6.0,,2.0,3.0,3.0,3.0,2.0,,,,,,46.0,23.0,6.0,5.0,0.0711709,1,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.1858,,,,,,,,,,,,,,,,,,,
12448326,home,Almere City FC,Theo Barbet,theo-barbet,T. Barbet,D,22,184,56,M,911846,EUR,983836800,D,22,22,False,28.0,22.0,4.0,1.0,0.0,15.0,15.0,7.0,13.0,6.0,3.0,6.0,5.0,8.0,3.0,,,,,,90.0,48.0,6.9,6.0,0.00292152,0,,,,,3.0,1.0,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12448326,home,Almere City FC,Vasilios Zagaritis,vassilis-zagaritis,V. Zagaritis,D,19,178,227,M,1064426,EUR,988934400,D,14,14,False,30.0,20.0,4.0,,0.0,8.0,11.0,13.0,25.0,,1.0,2.0,6.0,6.0,5.0,,,,,,90.0,64.0,6.5,21.0,0.200049,1,,6.0,1.0,2.0,,1.0,1.0,,3.0,,1.0,,,0.0309,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
12448326,home,Almere City FC,Thom Haye,thom-haye,T. Haye,M,33,187,10984,M,149666,EUR,792288000,M,19,19,False,17.0,14.0,4.0,4.0,0.0,5.0,6.0,9.0,15.0,2.0,1.0,4.0,2.0,2.0,4.0,,,,,,62.0,29.0,6.9,8.0,0.011197,2,,4.0,,,,1.0,1.0,,1.0,2.0,,1.0,1.0,0.0648,,,,,,,thomhaye,,,,,,,,,,,,
12448326,home,Almere City FC,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177,175,M,1157777,EUR,1067731200,M,5,5,False,24.0,21.0,1.0,1.0,0.0,8.0,8.0,13.0,16.0,,,2.0,3.0,3.0,5.0,,,,,,78.0,36.0,6.9,3.0,0.0095739,0,,,,,1.0,1.0,1.0,2.0,,,1.0,,,,Jochem van de Kamp,,2.0,,,,,,,,,,,,,,,,
12448326,home,Almere City FC,Kornelius Normann,kornelius-hansen,K. Hansen,M,11,175,64,M,989864,EUR,989107200,M,17,17,False,10.0,9.0,,,0.0,3.0,3.0,8.0,10.0,1.0,1.0,4.0,5.0,2.0,3.0,,,,,,79.0,32.0,6.8,11.0,0.102814,2,,3.0,2.0,1.0,,2.0,2.0,1.0,1.0,,,,,0.1529,,,2.0,,1.0,7.0,,1.0,0.1129,,,,,,,,,,
12448326,home,Almere City FC,Thomas Robinet,thomas-robinet,T. Robinet,M,9,180,359,M,790802,EUR,840326400,M,9,9,False,29.0,19.0,,,0.0,7.0,10.0,12.0,20.0,6.0,3.0,11.0,7.0,2.0,5.0,,,,,,90.0,48.0,6.4,15.0,0.0837758,1,,1.0,,2.0,,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0553,,,,1.0,,1.0,,,,True,,,,,,,,,
12448326,home,Almere City FC,Junior Kadile,kadile-junior,J. Kadile,M,11,182,132,M,999033,EUR,1039996800,M,11,11,False,12.0,7.0,,,0.0,3.0,4.0,4.0,8.0,,1.0,9.0,7.0,1.0,4.0,,,,,,78.0,38.0,7.2,16.0,0.00832879,4,,,,2.0,1.0,4.0,,2.0,6.0,2.0,,1.0,1.0,0.8223,,,,2.0,,4.0,,2.0,1.1006,,1.0,,,,,,,,
