match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_wasFouled,stat_goalAssist,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_goals,stat_totalOffside,stat_bigChanceMissed
11407338,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,30.0,28.0,10.0,8.0,25.0,27.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,90.0,39.0,7.3,2.0,0.0,0.0,0.00048171,0,0.2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407338,home,Inter,Matteo Darmian,matteo-darmian,M. Darmian,M,36,182,3779,M,,19352,EUR,628560000,D,36,36,False,56.0,49.0,10.0,7.0,25.0,27.0,24.0,29.0,1.0,4.0,,,,84.0,60.0,7.2,7.0,0.0,0.0,0.041191,0,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11407338,home,Inter,Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,188,5674,M,Stefandevrij,91046,EUR,697248000,D,6,6,False,29.0,29.0,,,20.0,20.0,9.0,9.0,4.0,4.0,,,,90.0,40.0,7.2,1.0,0.0185,0.0,0.00442038,1,,,,3.0,,,,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
11407338,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,67.0,62.0,13.0,11.0,29.0,30.0,33.0,38.0,,5.0,,,,90.0,77.0,7.9,6.0,0.0,0.0,0.0197717,0,,,,7.0,5.0,5.0,,,,2.0,,1.0,,,2.0,1.0,2.0,,,,,,,,,,,,,
11407338,home,Inter,Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,189,15021,M,ddumfries2,759520,EUR,829785600,M,2,2,False,21.0,15.0,1.0,,3.0,5.0,14.0,20.0,1.0,2.0,,,,67.0,38.0,7.7,10.0,0.0,0.0,0.201852,0,,,,5.0,2.0,2.0,3.0,,1.0,2.0,,1.0,,,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,
11407338,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,77.0,67.0,6.0,4.0,25.0,25.0,43.0,54.0,,3.0,,,,90.0,86.0,7.5,12.0,0.0703,0.0,0.109467,2,,,,4.0,2.0,,3.0,,1.0,2.0,,,,,,2.0,1.0,,1.0,1.0,,1.0,,,2.0,,,,,
11407338,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,44.0,41.0,4.0,3.0,22.0,22.0,24.0,28.0,,5.0,,,,90.0,60.0,7.8,6.0,0.1907,0.0,0.395157,3,,,,3.0,2.0,2.0,2.0,,1.0,,2.0,1.0,1.0,2.0,,6.0,,,5.0,,,,,,1.0,,,,,
11407338,home,Inter,Henrikh Mkhitaryan,henrikh-mkhitaryan,H. Mkhitaryan,M,22,178,8680,M,micki_taryan,37151,EUR,601344000,M,22,22,False,54.0,49.0,2.0,1.0,13.0,16.0,36.0,39.0,1.0,5.0,,,,90.0,66.0,7.5,9.0,0.1738,0.0,0.284512,2,,,,2.0,,,2.0,,,4.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,1.0,,2.0,,,,,
11407338,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,M,32,32,False,34.0,32.0,3.0,1.0,10.0,10.0,25.0,30.0,1.0,5.0,,,,67.0,57.0,8.0,6.0,0.2699,0.0494,0.177461,5,,,,4.0,3.0,3.0,4.0,1.0,,5.0,,,1.0,,1.0,6.0,,,3.0,2.0,,2.0,1.0,,4.0,1.0,,,,
11407338,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25521,M,m_thuram,791702,EUR,870825600,F,9,9,False,11.0,10.0,1.0,1.0,,,10.0,11.0,1.0,2.0,,,,67.0,27.0,7.0,4.0,0.1665,0.0,0.00822082,2,,,,7.0,1.0,,,2.0,1.0,5.0,2.0,,,,,,3.0,,,,2.0,3.0,2.0,,,,,,,
