match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,reason,rescinded,id,isHome,incidentClass,player_id,player_name,confirmed,length,injury,description
10385700,FT,0.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10385700,,,,,90,5.0,,1,,,card,Gabriel Magalhães,Off the ball foul,False,120506762.0,False,yellow,869792.0,Gabriel Magalhães,,,,
10385700,,,,,90,3.0,,1,,,varDecision,,,,13846.0,False,redCardGiven,869792.0,Gabriel Magalhães,False,,,
10385700,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,6.0,,
10385700,,,,,89,,,2,,,substitution,,,,121384467.0,True,regular,,,,,False,
10385700,,,,,84,,,7,,,substitution,,,,121384399.0,True,regular,,,,,False,
10385700,,,,,82,,,9,,,substitution,,,,121384374.0,False,regular,,,,,False,
10385700,,,,,82,,,9,,,substitution,,,,121384373.0,False,regular,,,,,False,
10385700,,,,,76,,,15,,,substitution,,,,121384322.0,False,regular,,,,,False,
10385700,,,,,75,,,16,,,substitution,,,,121384321.0,True,regular,,,,,False,
10385700,,,,,73,,,18,,,substitution,,,,121384297.0,False,regular,,,,,False,
10385700,,,,,64,,,27,,,inGamePenalty,,offTarget,,118408540.0,True,missed,204336.0,Patrick Bamford,,,,Off target
10385700,,,,,62,,,29,,,card,William Saliba,Handball,False,120506622.0,False,yellow,941168.0,William Saliba,,,,
10385700,,,,,61,,,30,,,varDecision,,,,13843.0,True,penaltyNotAwarded,847128.0,Marc Roca,False,,,
10385700,,,,,46,,,45,,,substitution,,,,121384079.0,True,regular,,,,,False,
10385700,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10385700,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,1.0,,
10385700,,0.0,1.0,,35,,,11,,,goal,,,,166763666.0,False,regular,934235.0,Bukayo Saka,,,,
