match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_dispossessed,stat_errorLeadToAShot,stat_penaltyConceded,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceMissed,stat_punches,stat_goals,stat_totalOffside,player_sofascoreId,stat_penaltyWon
10437999,home,Estoril Praia,Daniel Figueira,,,daniel-figueira,D. Figueira,G,99,189,80,M,862060,EUR,900892800,G,99,99,False,35.0,32.0,13.0,10.0,28.0,28.0,4.0,7.0,1.0,6.0,1.0,2.0,2.0,3.0,90.0,44.0,6.4,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437999,home,Estoril Praia,Tiago Santos,,,tiago-santos,T. Santos,D,22,175,1632,M,1087364,EUR,1027382400,D,62,62,False,36.0,32.0,1.0,1.0,17.0,18.0,15.0,25.0,1.0,4.0,,,,,90.0,69.0,6.3,17.0,0,7.0,1.0,3.0,8.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10437999,home,Estoril Praia,Edson Mexer,Edson,Mexer,edson-mexer,E. Mexer,D,23,188,625,M,581328,EUR,589680000,D,34,34,False,44.0,38.0,8.0,5.0,29.0,31.0,9.0,13.0,3.0,,,,,,90.0,51.0,6.7,6.0,1,,1.0,,2.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10437999,home,Estoril Praia,Pedro Álvaro,,,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,60.0,52.0,6.0,1.0,39.0,43.0,13.0,17.0,3.0,2.0,,,,,90.0,67.0,5.8,9.0,0,,1.0,3.0,2.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10437999,home,Estoril Praia,Joãozinho,,,joaozinho,Joãozinho,D,31,185,30,M,156319,EUR,615340800,D,31,31,False,35.0,26.0,5.0,1.0,15.0,17.0,12.0,21.0,3.0,5.0,,,,,69.0,60.0,5.7,15.0,0,3.0,,4.0,4.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,2.0,,1.0,,1.0,True,1.0,,,,,,,,,,
10437999,home,Estoril Praia,João Gamboa,,,joao-gamboa,J. Gamboa,M,5,187,92,M,794318,EUR,841449600,M,5,5,False,23.0,21.0,2.0,2.0,8.0,9.0,13.0,14.0,,5.0,,,,,62.0,31.0,7.0,2.0,1,,,2.0,2.0,,,,1.0,,,1.0,2.0,,2.0,1.0,,,,,,,1.0,,,,,,,,,
10437999,home,Estoril Praia,João Carvalho,,,joao-carvalho,J. Carvalho,F,12,170,372,M,548044,EUR,857865600,M,20,20,False,34.0,29.0,2.0,2.0,13.0,13.0,16.0,24.0,,6.0,,,,,90.0,53.0,6.6,13.0,3,3.0,,5.0,2.0,1.0,3.0,2.0,,,2.0,,1.0,1.0,,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,
10437999,home,Estoril Praia,Carlos Eduardo,,,carlos-eduardo,Carlos Eduardo,F,96,173,359,M,795295,EUR,844905600,M,28,28,False,14.0,9.0,,,4.0,5.0,5.0,9.0,1.0,2.0,,,,,62.0,33.0,6.6,11.0,2,,1.0,6.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,
10437999,home,Estoril Praia,Rafik Guitane,,,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,M,27,27,False,27.0,23.0,2.0,2.0,8.0,8.0,16.0,20.0,,6.0,,,,,72.0,36.0,6.7,6.0,0,1.0,,4.0,3.0,1.0,5.0,3.0,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,,
10437999,home,Estoril Praia,Tiago Gouveia,,,tiago-gouveia,T. Gouveia,F,47,176,1493,M,976410,EUR,992822400,M,21,21,False,21.0,19.0,3.0,3.0,7.0,7.0,12.0,14.0,,3.0,,,,,82.0,38.0,6.5,10.0,1,,,6.0,7.0,,7.0,3.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,1.0,,,,,,,
