match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,captain,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_keyPass,stat_goals,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_errorLeadToAShot
10411546,home,Salernitana,Federico Bonazzoli,federico-bonazzoli,F. Bonazzoli,F,182,985,M,284363,EUR,864172800,F,9,9,False,21.0,16.0,4.0,4.0,3.0,4.0,13.0,17.0,,1.0,,,,,,,84.0,36.0,6.7,13.0,0.117,0.0,0.0333687,3,,90,,4.0,,,,2.0,1.0,,,,,,1.0,,,1.0,,5.0,,,2.0,,,,,2.0,,,,,
10411546,home,Salernitana,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,178,1470,M,897594,EUR,944784000,D,3,3,True,13.0,12.0,,,3.0,3.0,10.0,12.0,,2.0,,,,,,,25.0,23.0,6.9,3.0,0.0,0.0,0.16966,0,,12,,1.0,1.0,,,,,,,2.0,,,,,,2.0,,,,,,1.0,,2.0,1.0,2.0,,,,,
10411546,home,Salernitana,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,183,13210,M,558738,EUR,804556800,F,99,99,True,11.0,8.0,,,1.0,3.0,7.0,8.0,,2.0,,,,,,,25.0,23.0,6.4,8.0,0.6077,0.7203,0.0214423,3,,9,1.0,3.0,2.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,2.0,,,3.0,,,,,1.0,,,pjona_9,,
10411546,home,Salernitana,Emil Bohinen,emil-bohinen,E. Bohinen,M,185,230,M,824584,EUR,921196800,M,8,8,True,4.0,1.0,,,,,1.0,4.0,,,,,,,,,17.0,6.0,6.4,3.0,0.0335,0.0,0.00145653,1,,37,,2.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,
10411546,home,Salernitana,Erik Botheim,erik-botheim,E. Botheim,F,187,1101,M,844292,EUR,947462400,F,11,11,True,4.0,2.0,,,,,3.0,5.0,,,,,,,,,17.0,9.0,7.1,4.0,0.0,0.0,0.188606,0,,20,,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,1.0,,2.0,,,,1.0,,1.0,1.0,2.0,,,,1.0,
10411546,home,Salernitana,Dylan Bronn,dylan-bronn,D. Bronn,D,186,1740,M,845271,EUR,803520000,D,2,2,True,2.0,1.0,1.0,,1.0,1.0,,1.0,,2.0,,,,,,,10.0,2.0,6.5,1.0,0.0,0.0,1.129e-05,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,home,Salernitana,Vincenzo Fiorillo,vincenzo-fiorillo,V. Fiorillo,G,190,54,M,28378,EUR,632188800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,home,Salernitana,Alessandro Micai,alessandro-micai,A. Micai,G,186,58,M,267703,EUR,743472000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,home,Salernitana,Matteo Lovato,lovato-matteo,M. Lovato,D,188,274,M,982601,EUR,950486400,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,home,Salernitana,Lorenzo Pirola,lorenzo-pirola,L. Pirola,D,185,996,M,965014,EUR,1014163200,D,98,98,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,home,Salernitana,Junior Sambia,junior-sambia,J. Sambia,M,185,154,M,603738,EUR,842054400,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,home,Salernitana,Leonardo Capezzi,leonardo-capezzi,L. Capezzi,M,178,27,M,800373,EUR,796348800,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,home,Salernitana,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,179,526,M,791566,EUR,886118400,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Bartłomiej Drągowski,bartlomiej-dragowski,B. Drągowski,G,191,2915,M,329519,EUR,871948800,G,69,69,False,27.0,17.0,15.0,5.0,15.0,17.0,2.0,10.0,1.0,9.0,,3.0,3.0,1.0,1.0,1.0,90.0,37.0,6.9,10.0,0.0,0.0,0.00084094,0,0.6014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Ethan Ampadu,ethan-ampadu,E. Ampadu,D,182,2540,M,847097,EUR,968889600,D,4,4,False,45.0,35.0,7.0,1.0,22.0,24.0,14.0,23.0,2.0,8.0,,,,,,,75.0,61.0,6.9,13.0,0.1132,0.0,0.0389525,2,,4,3.0,3.0,6.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,
10411546,away,Spezia,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,189,15163,M,976037,EUR,950572800,D,14,14,False,62.0,58.0,4.0,3.0,45.0,46.0,13.0,18.0,2.0,6.0,,,,,,,90.0,76.0,6.6,7.0,0.0363,0.0,0.0700749,1,,4,1.0,7.0,1.0,1.0,,1.0,,,2.0,2.0,,,1.0,,,1.0,,,,4.0,,,,2.0,,,,,j_kiwior,,1.0
10411546,away,Spezia,Dimitrios Nikolaou,dimitris-nikolaou,D. Nikolaou,D,188,244,M,788185,EUR,902966400,D,43,43,False,49.0,41.0,8.0,3.0,27.0,30.0,14.0,20.0,1.0,3.0,,,,,,,90.0,61.0,7.0,9.0,0.0218,0.0,0.00809348,1,,43,,,2.0,,,1.0,,,2.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,
10411546,away,Spezia,Kelvin Amian,kelvin-amian,K. Amian,D,179,199,M,802143,EUR,886896000,M,27,27,False,31.0,24.0,7.0,2.0,5.0,6.0,19.0,25.0,,3.0,,,,,,,65.0,44.0,6.8,11.0,0.0269,0.0,0.0492434,1,,98,,,2.0,,,1.0,,,,1.0,2.0,2.0,,,,,,2.0,,,,,,,,1.0,,,,,
10411546,away,Spezia,Albin Ekdal,albin-ekdal,A. Ekdal,M,186,177,M,21992,EUR,617587200,M,8,8,False,19.0,14.0,,,6.0,6.0,8.0,14.0,,3.0,,,,,,,74.0,31.0,6.5,9.0,0.0,0.0,0.0048528,0,,8,,2.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,2.0,,,1.0,,1.0,1.0,,,,,,,
10411546,away,Spezia,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,183,404,M,98003,EUR,681523200,M,6,6,False,57.0,52.0,3.0,2.0,22.0,24.0,33.0,41.0,,14.0,,,,,,,90.0,74.0,7.9,12.0,0.0,0.0,0.169145,0,,,1.0,1.0,6.0,,,,,,1.0,,4.0,2.0,,,,1.0,,1.0,,,,,1.0,8.0,3.0,4.0,,,,,
10411546,away,Spezia,Kevin Agudelo,kevin-agudelo,K. Agudelo,M,178,358,M,931290,EUR,911001600,M,33,33,False,28.0,20.0,1.0,,5.0,5.0,15.0,23.0,,8.0,,,,,,,90.0,50.0,6.7,15.0,0.2218,0.1683,0.025318,2,,20,,10.0,6.0,1.0,,,,,,1.0,3.0,2.0,,,,2.0,2.0,1.0,,4.0,4.0,1.0,2.0,,,1.0,,,,,
10411546,away,Spezia,Emil Holm,emil-holm,E. Holm,D,191,1648,M,965264,EUR,958176000,M,2,2,False,25.0,15.0,5.0,,6.0,10.0,9.0,18.0,3.0,5.0,,,,,,,90.0,42.0,6.4,18.0,0.0232,0.0,0.0656115,1,,2,2.0,8.0,5.0,,,1.0,,,,1.0,2.0,2.0,3.0,,,3.0,,2.0,,2.0,1.0,1.0,,3.0,,1.0,,1.0,,,
10411546,away,Spezia,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,182,716,M,541578,EUR,758246400,F,11,11,False,17.0,15.0,,,4.0,4.0,11.0,13.0,1.0,,,,,,,,64.0,28.0,6.4,6.0,0.2524,0.0,0.0179371,3,,11,,10.0,2.0,2.0,,1.0,2.0,,,,,,,,,1.0,,,True,4.0,4.0,1.0,1.0,,,,,,,,
10411546,away,Spezia,M'Bala Nzola,mbala-nzola,M. Nzola,F,185,2430,M,788061,EUR,840326400,F,18,18,False,18.0,17.0,,,3.0,3.0,14.0,15.0,2.0,2.0,,,,,,,90.0,31.0,6.5,8.0,0.1496,0.0,0.107573,2,,8,1.0,7.0,1.0,1.0,,2.0,,,,,,,2.0,,,,,3.0,,1.0,4.0,,,,,1.0,,1.0,,,
10411546,away,Spezia,Daniele Verde,daniele-verde,D. Verde,F,168,327,M,605580,EUR,835228800,F,10,10,True,7.0,4.0,,,,,4.0,8.0,,,,,,,,,26.0,13.0,6.8,4.0,0.1029,0.0,0.0604228,1,,7,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,
10411546,away,Spezia,Arkadiusz Reca,arkadiusz-reca,A. Reca,M,187,1086,M,580638,EUR,803347200,M,13,13,True,14.0,8.0,2.0,,4.0,6.0,4.0,9.0,,2.0,,,,,,,25.0,29.0,6.3,11.0,0.0,0.0,0.00731299,0,,13,,3.0,2.0,,,,,,,,1.0,,,,,3.0,,,,,1.0,1.0,,1.0,,,,,,,
10411546,away,Spezia,Daniel Maldini,daniel-maldini,D. Maldini,F,187,4629,M,970928,EUR,1002758400,F,30,30,True,5.0,3.0,,,1.0,2.0,2.0,4.0,1.0,1.0,,,,,,,16.0,14.0,6.7,5.0,0.0,0.0,0.00146235,0,,27,,2.0,4.0,,,,,,,,1.0,,,,,1.0,,,,,1.0,,3.0,1.0,,,,,dani.malda,,
10411546,away,Spezia,David Strelec,david-strelec,D. Strelec,F,185,2212,M,918482,EUR,986342400,F,44,44,True,5.0,4.0,,,,,4.0,5.0,,,,,,,,,15.0,8.0,6.5,2.0,0.0,0.0,0.0774272,0,,13,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,
10411546,away,Spezia,Jeroen Zoet,jeroen-zoet,J. Zoet,G,186,195,M,40963,EUR,663120000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Petar Zovko,petar-zovko,P. Zovko,G,192,84,M,1067207,EUR,1017014400,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Petko Hristov,hristov-petko,P. Hristov,D,191,334,M,832076,EUR,920246400,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Salvador Ferrer,salvador-ferrer,S. Ferrer,D,184,60,M,958521,EUR,885340800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Mattia Caldara,mattia-caldara,M. Caldara,D,187,516,M,362222,EUR,768096000,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,182,433,M,933203,EUR,1015804800,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Aimar Sher,aimar-sher,A. Sher,M,180,890,M,981574,EUR,1040342400,M,31,31,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Jacopo Sala,jacopo-sala,J. Sala,M,183,12,M,100568,EUR,691891200,D,7,7,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411546,away,Spezia,Julius Beck,julius-beck,J. Beck,M,178,163,M,1098541,EUR,1114560000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,22,,,,,,,,,,,,,,Julius,Beck,,,,,,,,,,,,,,,,
10411546,away,Spezia,Aurélien Nguiamba,aurelien-nguiamba,A. Nguiamba,M,179,91,M,826206,EUR,916531200,M,39,39,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,10,,,,,,,,,,,,,,Aurélien,Nguiamba,,,,,,,,,,,,,,,,
