match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_fouls,stat_keyPass,captain,stat_bigChanceMissed,stat_accurateCross,stat_dispossessed,player_firstName,player_lastName,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_goalkeeperValueNormalized
14572798,home,Bologna,Santiago Castro,santiago-castro,S. Castro,F,9,178,6549,M,,1116577,EUR,1095465600,F,9,9,False,15.0,12.0,,,0.0,4.0,6.0,8.0,9.0,1.0,,,,82.0,23.0,6.4,8.0,0.0321446,,2,0.15,0.07,-0.06,,1.0,2.0,6.0,2.0,2.0,,,1.0,,,,,3.0,,0.221,-0.06,,,1.0,,0.1724,1.0,2.0,,,,2.0,Santiago Castro,,,,,,,,
14572798,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2211,M,,855829,EUR,948240000,D,33,33,True,48.0,41.0,7.0,4.0,0.0,8.0,10.0,33.0,38.0,3.0,1.0,,,61.0,87.0,7.4,23.0,0.150013,,0,0.29,0.04,0.16,14.0,,1.0,2.0,4.0,1.0,2.0,2.0,,,,1.0,,2.0,,,,,,,,,,3.0,,,4.0,1.0,,,,,,,,,
14572798,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5797,M,,793645,EUR,854064000,F,7,7,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,15.0,4.0,6.7,,0.0842022,,0,0.15,0.13,0.13,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,,,1.0,,,1.0,,,,1.0,,,,,,
14572798,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1837,M,,826064,EUR,922838400,F,21,21,True,7.0,5.0,1.0,,0.0,1.0,1.0,4.0,6.0,,1.0,,,15.0,18.0,6.5,7.0,0.00392646,,2,0.0,0.05,0.13,2.0,,,2.0,1.0,,1.0,1.0,,,,,,1.0,,0.2634,0.01,2.0,,,,,,,,,,2.0,,,,,,,,,
14572798,home,Bologna,Tommaso Pobega,tommaso-pobega,T. Pobega,M,4,188,1344,M,,928796,EUR,931996800,M,4,4,True,7.0,7.0,,,0.0,2.0,2.0,5.0,5.0,,,,,8.0,7.0,6.6,,0.00553291,,0,-0.01,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572798,home,Bologna,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190,2369,M,,905381,EUR,965260800,F,24,24,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,1.0,,,8.0,6.0,6.6,,0.0172745,,0,-0.02,0.05,0.15,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
14572798,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,578,M,,850952,EUR,942278400,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572798,home,Bologna,Massimo Pessina,massimo-pessina,M. Pessina,G,25,186,397,M,,1530540,EUR,1198540800,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572798,home,Bologna,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,,862697,EUR,887414400,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572798,home,Bologna,Martin Vitík,martin-vitik,M. Vitík,D,41,192,1085,M,,1085913,EUR,1043107200,D,41,41,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Vitík,,,,,,,,
14572798,home,Bologna,Nadir Zortea,zortea-nadir,N. Zortea,M,20,187,1110,M,,928104,EUR,929750400,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572798,home,Bologna,Jonathan Rowe,jonathan-rowe,J. Rowe,F,11,173,2333,M,,1065261,EUR,1051660800,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jon Rowe,,,,,,,,
14572798,away,SK Brann,Matias Dyngeland,matias-dyngeland,M. Dyngeland,G,1,184,157,M,,242497,EUR,813024000,G,1,1,False,47.0,35.0,16.0,4.0,0.0,31.0,31.0,4.0,16.0,1.0,9.0,2.0,1.0,90.0,59.0,8.2,14.0,0.0015939,1.0316,0,0.14,0.02,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,0.8558,0.73
14572798,away,SK Brann,Denzel De Roeve,denzel-de-roeve,D. D. Roeve,D,21,175,149,M,,1104255,EUR,1092096000,D,21,21,False,34.0,25.0,5.0,2.0,0.0,14.0,17.0,11.0,17.0,4.0,3.0,,,75.0,52.0,6.9,13.0,0.0146596,,0,-0.16,0.17,0.33,1.0,1.0,3.0,4.0,4.0,1.0,,,,1.0,2.0,1.0,,2.0,,,,,,,2.0,,2.0,,,,,,,,,,,,,,
14572798,away,SK Brann,Eivind Helland,eivind-helland,E. Helland,D,5,196,627,M,,1486808,EUR,1114387200,D,26,26,False,58.0,51.0,4.0,2.0,0.0,40.0,45.0,11.0,13.0,11.0,9.0,,,90.0,76.0,7.7,8.0,0.00842667,,0,0.21,0.04,0.57,,1.0,2.0,1.0,4.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,Eivind Helland,,,,,,,,
14572798,away,SK Brann,Japhet Sery Larsen,japhet-sery-larsen,J. Sery Larsen,D,5,185,97,M,,976378,EUR,955324800,D,6,6,False,53.0,52.0,1.0,1.0,0.0,43.0,44.0,9.0,9.0,6.0,2.0,,,90.0,65.0,7.2,4.0,0.00338121,,0,0.16,0.32,0.39,,1.0,,2.0,3.0,,1.0,1.0,,,,2.0,1.0,2.0,,,,,,,,,,,True,,,1.0,,,,,,,,,
14572798,away,SK Brann,Vetle Winger Dragsnes,vetle-winger-dragsnes,V. W. Dragsnes,D,20,187,53,M,,548640,EUR,760492800,D,20,20,False,32.0,25.0,2.0,1.0,0.0,13.0,16.0,12.0,16.0,4.0,3.0,,,90.0,54.0,7.1,12.0,0.0550006,,1,-0.05,0.12,0.58,1.0,1.0,,5.0,4.0,2.0,2.0,1.0,1.0,1.0,,3.0,2.0,3.0,,0.0515,-0.22,,,,,,1.0,,,,,,,,,,,,,,
14572798,away,SK Brann,Ulrik Mathisen,ulrik-mathisen,U. Mathisen,M,14,177,38,M,,936340,EUR,916617600,M,14,14,False,9.0,6.0,,,0.0,1.0,1.0,5.0,8.0,,,,,61.0,12.0,6.3,5.0,0.00658826,,1,-0.06,0.15,-0.05,,1.0,1.0,5.0,1.0,1.0,,,1.0,,,,,1.0,,0.067,-0.02,,,,,,2.0,,,,,1.0,,,,,,,,,
14572798,away,SK Brann,Emil Kornvig,emil-kornvig,E. Kornvig,M,8,185,319,M,,996685,EUR,956880000,M,10,10,False,27.0,21.0,2.0,1.0,0.0,7.0,9.0,14.0,18.0,5.0,2.0,,,90.0,49.0,6.9,12.0,0.0313663,,1,-0.03,0.12,0.27,1.0,,1.0,6.0,6.0,1.0,3.0,2.0,,,,1.0,,3.0,3.0,0.0301,-0.07,1.0,,,,,4.0,1.0,,,,,,,,,,,,,
14572798,away,SK Brann,Jacob Lungi Sørensen,jacob-lungi-sorensen,J. L. Sørensen,M,18,184,189,M,,837846,EUR,888883200,M,18,18,False,58.0,54.0,3.0,1.0,0.0,31.0,33.0,23.0,25.0,4.0,5.0,,,90.0,72.0,7.4,5.0,0.0279538,,1,0.24,0.15,0.42,,3.0,1.0,3.0,4.0,,,,1.0,2.0,1.0,3.0,3.0,1.0,,0.0197,-0.03,,,,,,,1.0,,,,,,,,,,,,,
14572798,away,SK Brann,Eggert Aron Guðmundsson,eggert-aron-gudmundsson,Eggert Aron Guðmundsson,M,19,175,233,M,,1025990,EUR,1076198400,M,19,19,False,23.0,17.0,1.0,,0.0,8.0,11.0,9.0,12.0,1.0,7.0,,,90.0,43.0,6.4,12.0,0.027981,,2,-0.14,0.32,-0.11,1.0,,,3.0,2.0,,,,1.0,,1.0,2.0,,1.0,,0.1192,-0.32,1.0,1.0,,,,,,,,,3.0,,,,,,,,,
14572798,away,SK Brann,Bård Finne,bard-finne,B. Finne,F,11,172,450,M,,181893,EUR,792633600,F,11,11,False,7.0,4.0,1.0,,0.0,1.0,1.0,3.0,6.0,1.0,3.0,,,61.0,15.0,6.4,7.0,0.00302888,,1,-0.2,0.29,-0.04,3.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,1.0,,0.0393,-0.14,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
14572798,away,SK Brann,Markus Haaland,markus-haaland,M. Haaland,F,32,178,207,M,,1126486,EUR,1110240000,F,32,32,False,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,,,,75.0,18.0,6.6,4.0,0.0175916,,1,-0.02,0.12,-0.1,1.0,,,5.0,4.0,2.0,4.0,2.0,,,,2.0,1.0,,,0.0206,-0.01,1.0,,,1.0,,1.0,2.0,,,,,Markus Haaland,,,,,,,,
14572798,away,SK Brann,Mads Hansen,mads-hansen,M. K. Hansen,F,7,188,205,M,,976386,EUR,1027814400,F,7,7,True,12.0,9.0,3.0,1.0,0.0,2.0,3.0,7.0,9.0,1.0,5.0,,,29.0,18.0,6.7,6.0,0.0544492,,0,0.08,-0.22,0.18,1.0,1.0,,1.0,2.0,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14572798,away,SK Brann,Niklas Castro,niklas-castro,N. Castro,F,9,173,484,M,,823726,EUR,821059200,F,9,9,True,12.0,11.0,,,0.0,2.0,2.0,9.0,10.0,1.0,,,,29.0,18.0,6.2,3.0,0.101616,,0,-0.27,-0.04,-0.03,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,1.0,,,,,,
14572798,away,SK Brann,Thore Baardsen Pedersen,thore-baardsen-pedersen,T. B. Pedersen,D,23,180,31,M,,325905,EUR,839721600,D,23,23,True,6.0,3.0,1.0,,0.0,1.0,2.0,2.0,4.0,4.0,1.0,,,15.0,22.0,7.1,5.0,0.00020543,,0,-0.02,0.0,0.42,1.0,,,2.0,2.0,1.0,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
14572798,away,SK Brann,Julian Lægreid,julian-laegreid,J. Lægreid,F,39,183,31,M,,1931534,EUR,1173312000,F,39,39,True,3.0,2.0,,,0.0,2.0,3.0,,,,1.0,,,15.0,7.0,6.3,2.0,7.46e-06,,1,-0.02,0.02,0.13,,1.0,,2.0,,,,,1.0,,,,,1.0,,0.0662,-0.22,,,,,,1.0,,,1.0,,,Julian Lægreid,,,,,,,,
14572798,away,SK Brann,Tom Bramel,bramel-tom,T. Bramel,G,26,196,72,M,,1533788,EUR,1122163200,G,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Bramel,,,,,,,,
14572798,away,SK Brann,Fredrik Pallesen Knudsen,fredrik-knudsen,F. Pallesen Knudsen,D,3,190,44,M,,779064,EUR,841363200,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572798,away,SK Brann,Nana Kwame Boakye,nana-kwame-boakye,N. K. Boakye,D,4,187,320,M,,1890014,EUR,1133740800,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572798,away,SK Brann,Joachim Soltvedt,joachim-soltvedt,J. Soltvedt,D,17,187,73,M,,563908,EUR,810604800,D,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572798,away,SK Brann,Lars Remmem,lars-remmem,L. Remmem,M,41,174,44,M,,1605339,EUR,1140220800,M,41,41,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Remmem,,,,,,,,
14572798,away,SK Brann,Mads Berg Sande,mads-berg-sande,M. B. Sande,F,27,185,36,M,,796821,EUR,890524800,M,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
