match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_errorLeadToAShot,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,captain,stat_goals,stat_goodHighClaim,stat_bigChanceMissed
14109764,home,Kocaelispor,Aleksandar Jovanović,,,aleksandar-jovanovic,A. Jovanović,G,1,191.0,617,M,800971,EUR,723600000,G,1,1,False,14.0,10.0,9.0,5.0,0.0,7.0,9.0,3.0,5.0,1.0,1.0,1.0,45.0,15.0,6.9,4.0,0.0004217,24.689763389554,4.0,1.47,3.465,0.399,0,0.0277,0.02,-0.02,-0.11,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109764,home,Kocaelispor,Ahmet Oğuz,,,ahmet-oguz,A. Oğuz,D,22,175.0,120,M,603902,EUR,727142400,D,22,22,False,47.0,35.0,9.0,2.0,0.0,23.0,24.0,12.0,23.0,9.0,,,90.0,75.0,6.6,24.0,0.0771421,103.34544277386,11.0,31.395,28.56,,0,,0.31,0.01,-0.31,,8.0,1.0,1.0,5.0,7.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,28.602791751855,1.0,2.0,,,,,,,,,,,,,,,,,,,
14109764,home,Kocaelispor,Anfernee Dijksteel,,,anfernee-dijksteel,A. Dijksteel,D,2,183.0,244,M,869199,EUR,846374400,D,2,2,False,40.0,36.0,3.0,2.0,0.0,27.0,29.0,9.0,11.0,6.0,,,90.0,48.0,6.4,4.0,0.00591677,144.44408553675,14.0,59.745,24.78,,0,,0.03,0.14,-0.45,,,,1.0,,4.0,,,3.0,2.0,3.0,,,,46.795870990149,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14109764,home,Kocaelispor,Hrvoje Smolčić,,,hrvoje-smolcic,H. Smolčić,D,6,181.0,720,M,974582,EUR,966470400,D,6,6,False,26.0,22.0,2.0,1.0,0.0,20.0,23.0,2.0,3.0,3.0,,,57.0,35.0,6.9,4.0,0.0012322,109.04700981722,12.0,70.56,18.165,,0,,0.01,0.16,-0.05,,,,3.0,2.0,5.0,,,3.0,3.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
14109764,home,Kocaelispor,Massadio Haïdara,,,massadio-haidara,M. Haïdara,D,21,179.0,604,M,143344,EUR,723254400,D,21,21,False,25.0,24.0,,,0.0,9.0,9.0,15.0,16.0,2.0,,,90.0,59.0,6.2,8.0,0.0211143,106.9927188009,9.0,77.07,24.675,,2,,0.06,0.08,-0.3,,3.0,1.0,,3.0,3.0,,1.0,2.0,2.0,,,2.0,,69.452862703975,3.0,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0809,0.0267,-0.11,,,,,,,,
14109764,home,Kocaelispor,Tayfur Bingöl,,,tayfur-bingol,T. Bingöl,M,75,180.0,459,M,255957,EUR,726710400,M,75,75,False,36.0,29.0,3.0,1.0,1.0,14.0,17.0,15.0,19.0,4.0,,,90.0,47.0,6.3,11.0,0.193367,92.555619579549,13.0,49.245,13.44,,4,,0.33,0.05,-0.23,,1.0,1.0,,8.0,,2.0,2.0,,,,,,5.0,,,2.0,,,,,1.0,2.0,,2.0,0.3412,0.3096,-0.01,1.0,1.0,2.0,,,,,
14109764,home,Kocaelispor,Karol Linetty,,,karol-linetty,K. Linetty,M,10,176.0,2100,M,189135,EUR,791683200,M,10,10,False,31.0,22.0,2.0,,0.0,9.0,12.0,13.0,19.0,4.0,,,89.0,55.0,6.0,21.0,0.0443838,112.21572290771,10.0,64.155,25.095,,3,,0.2,0.3,-0.17,,4.0,,,10.0,4.0,1.0,4.0,,,3.0,2.0,,4.0,58.829673852339,4.0,1.0,,,2.0,1.0,1.0,,,3.0,0.3589,,-0.28,,2.0,,,,,,
14109764,home,Kocaelispor,Daniel Agyei,,,daniel-agyei,D. Agyei,F,7,183.0,368,M,793227,EUR,865123200,M,7,7,False,17.0,10.0,1.0,,0.0,3.0,5.0,7.0,12.0,3.0,,,79.0,38.0,6.1,18.0,0.0180452,184.07409576199,14.0,126.735,33.495,,2,,0.03,0.31,-0.07,,1.0,,1.0,10.0,4.0,,7.0,,,1.0,,1.0,,90.536262368534,4.0,,,,4.0,1.0,,1.0,,,0.1899,0.0475,-0.26,,1.0,,,,,,
14109764,home,Kocaelispor,Darko Churlinov,,,darko-churlinov,D. Churlinov,M,17,180.0,491,M,876345,EUR,963273600,M,17,17,False,7.0,2.0,,,0.0,,,2.0,7.0,1.0,,,45.0,17.0,6.3,8.0,0.0105928,15.887020755937,3.0,11.655,5.88,,0,,-0.13,0.07,-0.09,,,,,6.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,
14109764,home,Kocaelispor,Rigoberto Rivas,,,rigoberto-rivas,R. Rivas,M,99,178.0,347,M,837742,EUR,901843200,M,99,99,False,33.0,27.0,1.0,1.0,0.0,10.0,12.0,17.0,21.0,8.0,,,90.0,53.0,6.2,15.0,0.188388,115.99114075833,16.0,75.915,12.705,,1,,0.41,0.13,-0.13,,2.0,,1.0,8.0,2.0,1.0,4.0,,3.0,,,,2.0,,,2.0,,1.0,1.0,1.0,1.0,,,3.0,0.0542,,-0.27,,,,,,,,
