match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_keyPass,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalAssist
10406985,home,KV Oostende,Thierry Ambrose,thierry-ambrose,T. Ambrose,F,68,178,423,M,356024,EUR,859507200,F,68,68,False,22.0,18.0,2.0,2.0,,,18.0,23.0,5.0,,90.0,59.0,6.3,22.0,6,2.0,10.0,7.0,3.0,1.0,,12.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,,,1.0,1.0,,,,,,,1.0,2.0,,1.0,3.0,,,
10406985,home,KV Oostende,Indy Boonen,indy-boonen,I. Boonen,M,25,173,47,M,839637,EUR,915408000,M,11,11,True,10.0,6.0,,,3.0,3.0,4.0,9.0,3.0,,23.0,18.0,6.7,7.0,0,,,2.0,,,,2.0,1.0,,2.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,
10406985,home,KV Oostende,Robbie D'Haese,robbie-dhaese,R. D'Haese,M,,180,34,M,889388,EUR,919900800,M,29,29,True,9.0,7.0,,,1.0,1.0,6.0,8.0,2.0,,16.0,18.0,5.6,3.0,0,,2.0,2.0,2.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,Robbie,D'Haese,,,,,,,,,,,
10406985,home,KV Oostende,Sieben Dewaele,dewaele-sieben,S. Dewaele,M,18,180,73,M,901895,EUR,917913600,M,16,16,True,6.0,3.0,1.0,,,2.0,4.0,5.0,2.0,,11.0,10.0,6.7,4.0,0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,2.0,,,,,,
10406985,home,KV Oostende,Adedapo Awokoya-Mebude,awokoya-mebude-adedapo,A. Awokoya-Mebude,F,62,189,47,M,984860,EUR,996364800,F,14,14,True,2.0,1.0,,,,,1.0,2.0,,,8.0,2.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406985,home,KV Oostende,Brecht Capon,brecht-capon,B. Capon,D,,179,7,,42106,EUR,577670400,D,27,27,True,4.0,1.0,,,1.0,1.0,,3.0,1.0,,11.0,7.0,6.1,3.0,1,,5.0,1.0,,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,
10406985,home,KV Oostende,Guillaume Hubert,guillaume-hubert,G. Hubert,G,28,198,51,M,149794,EUR,758246400,G,28,28,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406985,home,KV Oostende,Zech Medley,zech-medley,Z. Medley,D,3,195,93,M,960257,EUR,963100800,D,3,3,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406985,away,RFC Seraing,Timothy Martin,timothy-martin,T. Martin,G,,190,29,M,1123609,EUR,985651200,G,16,16,False,25.0,10.0,21.0,6.0,5.0,7.0,5.0,18.0,8.0,,90.0,30.0,6.6,16.0,0,,,,,,,,,,,,,,,,,,,,Timothy Martin,,,,,,,,,,2.0,2.0,
10406985,away,RFC Seraing,Daniel Opare,daniel-opare,D. Opare,D,,172,62,,121251,EUR,656208000,D,40,40,False,28.0,18.0,4.0,2.0,11.0,15.0,7.0,13.0,12.0,,90.0,59.0,6.7,21.0,0,,4.0,4.0,3.0,1.0,2.0,,,1.0,,1.0,1.0,,,4.0,,3.0,3.0,,,,,,1.0,,1.0,,,,,,
10406985,away,RFC Seraing,Marvin Tshibuabua,marvin-tshibuabua,M. Tshibuabua,D,,190,40,M,966923,EUR,1010448000,D,4,4,False,20.0,10.0,10.0,3.0,5.0,9.0,5.0,11.0,3.0,,90.0,31.0,7.1,10.0,0,1.0,1.0,2.0,,,2.0,,1.0,,,1.0,,,,3.0,3.0,,,,,,,,,,,,,,,,
10406985,away,RFC Seraing,Moustapha Mbow,moustapha-mbow,M. Mbow,D,5,187,1696,M,982319,EUR,952473600,D,99,99,False,35.0,24.0,9.0,4.0,18.0,22.0,6.0,13.0,7.0,,90.0,52.0,7.4,11.0,0,1.0,,4.0,,,3.0,,,,,,,,,9.0,1.0,3.0,1.0,,,,,,,,,,,,,,
10406985,away,RFC Seraing,Sandro Trémoulet,sandro-tremoulet,S. Trémoulet,D,18,190,152,M,1388249,EUR,942883200,D,17,17,False,12.0,10.0,1.0,1.0,2.0,4.0,8.0,9.0,1.0,,45.0,25.0,6.6,6.0,0,,4.0,2.0,,,,1.0,,2.0,1.0,1.0,,,,2.0,,2.0,1.0,,,,,1.0,,,,,,,,,
10406985,away,RFC Seraing,Steve Mvoué,mvoue-steve,S. Mvoué,M,10,185,158,M,985969,EUR,1012608000,M,5,5,False,23.0,15.0,2.0,1.0,6.0,11.0,9.0,12.0,4.0,,90.0,35.0,6.8,12.0,1,1.0,5.0,2.0,,,1.0,1.0,,,,1.0,3.0,,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,,
10406985,away,RFC Seraing,Christophe Lepoint,christophe-lepoint,C. Lepoint,D,,188,10,M,45907,EUR,467424000,M,23,23,False,24.0,20.0,,,12.0,14.0,8.0,10.0,2.0,,90.0,44.0,6.9,9.0,0,1.0,8.0,5.0,,,4.0,4.0,1.0,4.0,,1.0,1.0,,,2.0,2.0,3.0,1.0,True,,,,2.0,,,,,,,,,
10406985,away,RFC Seraing,Junior Marsoni Sambu Mansoni​,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185,79,M,874855,EUR,833760000,M,21,21,False,24.0,16.0,,,9.0,12.0,7.0,13.0,6.0,,90.0,57.0,7.0,18.0,0,1.0,7.0,12.0,5.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,,,3.0,2.0,4.0,3.0,,,,,1.0,,,,,,,,,
10406985,away,RFC Seraing,Sami Lahssaini,sami-lahssaini,S. Lahssaini,M,15,177,233,M,957895,EUR,906076800,M,15,15,False,35.0,19.0,11.0,6.0,8.0,14.0,11.0,21.0,11.0,,90.0,54.0,6.6,22.0,1,,5.0,7.0,5.0,2.0,2.0,1.0,4.0,2.0,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,
10406985,away,RFC Seraing,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170,106,M,834261,EUR,873849600,M,12,12,False,14.0,10.0,,,2.0,3.0,8.0,11.0,5.0,,78.0,26.0,6.5,7.0,0,,8.0,4.0,,,,1.0,3.0,4.0,,3.0,,,,2.0,,1.0,,,,,,2.0,,,1.0,,,,,,1.0
10406985,away,RFC Seraing,Vagner Dias,vagner-dias,V. Dias,F,,168,117,M,913191,EUR,821232000,F,7,7,False,18.0,11.0,1.0,1.0,7.0,9.0,4.0,12.0,4.0,,90.0,44.0,7.0,22.0,2,1.0,6.0,7.0,2.0,,,9.0,4.0,4.0,3.0,2.0,1.0,1.0,,,,2.0,2.0,,,,,,,1.0,2.0,1.0,1.0,4.0,,,1.0
10406985,away,RFC Seraing,Morgan Poaty,morgan-poaty,M. Poaty,D,18,175,121,M,850895,EUR,868924800,D,18,18,True,11.0,7.0,1.0,,2.0,4.0,5.0,12.0,4.0,,45.0,36.0,6.6,13.0,0,1.0,4.0,3.0,,,1.0,1.0,1.0,2.0,5.0,,1.0,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,,
10406985,away,RFC Seraing,Sambou Sissoko,sambou-sissoko,S. Sissoko,M,6,186,53,M,893030,EUR,925171200,M,27,27,True,5.0,1.0,1.0,,,3.0,1.0,2.0,2.0,,12.0,7.0,6.7,4.0,0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10406985,away,RFC Seraing,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184,77,M,986770,EUR,987465600,G,30,30,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406985,away,RFC Seraing,Abdoulaye Sylla,abdoulaye-sylla,A. Sylla,D,2,181,345,M,1102501,EUR,955324800,D,2,2,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Abdoulaye Sylla,,,,,,,,,,,,
10406985,away,RFC Seraing,Mathieu Cachbach,mathieu-cachbach,M. Cachbach,M,17,180,36,M,1127196,EUR,990576000,M,6,6,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Mathieu Cachbach,,,,,,,,,,,,
10406985,away,RFC Seraing,Valentin Guillaume,valentin-guillaume,V. Guillaume,M,14,183,14,M,1134596,EUR,987465600,M,14,14,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406985,away,RFC Seraing,Sérgio Conceição,sergio-conceicao,S. Conceição,M,35,180,141,M,1010877,EUR,847756800,D,35,35,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
