match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_totalOffside,stat_errorLeadToAGoal,stat_blockedScoringAttempt
11067555,home,Botafogo,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3423,M,871290,EUR,881712000,G,12,12,False,13.0,5.0,11.0,3.0,4.0,7.0,1.0,6.0,1.0,1.0,17.0,1.0,5.0,8.0,90.0,36.0,8.7,10.0,0.0,0.0,0.00087042,0,1.5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067555,home,Botafogo,Leonel Di Plácido,,,leonel-di-placido,L. Di Plácido,D,24,173,273,M,546338,EUR,759715200,D,24,24,False,30.0,23.0,4.0,1.0,8.0,10.0,15.0,21.0,1.0,8.0,5.0,,,,90.0,58.0,7.8,12.0,0.0303,0.3594,0.00761951,1,,1.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11067555,home,Botafogo,Adryelson,,,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,25.0,13.0,5.0,3.0,11.0,19.0,2.0,6.0,2.0,2.0,6.0,,,,90.0,39.0,7.2,13.0,0.0,0.0,0.00049585,0,,,,2.0,,,,,,8.0,,4.0,,,,2.0,1.0,,,,,,,,,,,,,
11067555,home,Botafogo,Víctor Cuesta,,,victor-cuesta,Víctor Cuesta,D,31,187,553,M,587148,EUR,595900800,D,15,15,False,27.0,17.0,7.0,1.0,14.0,20.0,3.0,7.0,4.0,7.0,8.0,,,,90.0,41.0,7.1,12.0,0.0,0.0,0.00600327,0,,,1.0,6.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,
11067555,home,Botafogo,Marçal,,,marcal,Marçal,D,21,178,1062,M,143593,EUR,603849600,D,21,21,False,41.0,29.0,9.0,4.0,15.0,22.0,14.0,22.0,4.0,6.0,1.0,,,,90.0,70.0,7.5,19.0,0.041,0.0576,0.00754966,1,,3.0,1.0,2.0,,1.0,,1.0,,5.0,1.0,1.0,2.0,2.0,,,,True,,,,,,,,,,,,
11067555,home,Botafogo,Marlon Freitas,,,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,49.0,37.0,10.0,6.0,21.0,26.0,16.0,23.0,2.0,4.0,11.0,,,,90.0,59.0,7.0,12.0,0.0,0.0,0.0270018,0,,,1.0,3.0,1.0,,,,,1.0,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,,
11067555,home,Botafogo,Tchê Tchê,,,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,23.0,15.0,3.0,1.0,6.0,9.0,9.0,14.0,,2.0,3.0,,,,72.0,38.0,6.7,14.0,0.0202,0.0,0.343479,1,,,,4.0,,2.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,3.0,1.0,1.0,1.0,,,,,,,
11067555,home,Botafogo,Luís Henrique,,,luis-henrique,L. Henrique,M,11,181,6186,M,977679,EUR,1008288000,M,11,11,False,24.0,18.0,2.0,1.0,8.0,9.0,10.0,15.0,1.0,5.0,7.0,,,,72.0,35.0,6.8,10.0,0.1967,0.0,0.100353,1,,,,3.0,,3.0,3.0,,,,,1.0,,,1.0,,1.0,,,3.0,,1.0,1.0,,,,,,,
11067555,home,Botafogo,Eduardo,,,eduardo,Eduardo,M,21,184,1737,M,76507,EUR,624585600,M,33,33,False,15.0,11.0,4.0,3.0,3.0,4.0,10.0,13.0,,3.0,1.0,,,,84.0,30.0,7.5,8.0,0.6228,0.6798,0.0320889,3,,2.0,,5.0,,3.0,2.0,1.0,1.0,1.0,,,,,1.0,3.0,2.0,,,1.0,,2.0,3.0,2.0,1.0,1.0,,,,
11067555,home,Botafogo,Júnior Santos,,,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,M,37,37,False,14.0,7.0,1.0,,1.0,3.0,6.0,13.0,2.0,5.0,1.0,,,,45.0,30.0,6.8,13.0,0.0391,0.0,0.00452356,2,,2.0,2.0,4.0,,3.0,1.0,,,1.0,,,2.0,2.0,,,2.0,,,,,2.0,1.0,,,,,,,
