match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,player_firstName,stat_outfielderBlock,stat_accurateCross,stat_challengeLost,stat_totalOffside,stat_keyPass,player_lastName,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_expectedGoals,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_blockedScoringAttempt
12450186,home,Angers,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194.0,3568,M,yahia.fofana_,877977,EUR,966816000,G,30,30,False,31.0,15.0,18.0,2.0,0.0,14.0,15.0,1.0,16.0,1.0,2.0,10.0,1.0,1.0,2.0,3.0,90.0,40.0,6.8,16.0,0.00010804,0,-0.8657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450186,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180.0,5908,M,,794373,EUR,835920000,D,2,2,False,19.0,18.0,1.0,1.0,0.0,13.0,13.0,5.0,7.0,5.0,3.0,3.0,2.0,,,,90.0,35.0,6.6,4.0,0.00446856,0,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12450186,home,Angers,Ousmane Camara,ousmane-camara,O. Camara,D,4,197.0,1730,M,,1049538,EUR,1046908800,D,29,29,False,29.0,27.0,3.0,1.0,0.0,25.0,26.0,2.0,3.0,3.0,7.0,1.0,,,,,90.0,39.0,6.8,4.0,0.00057243,0,,,,2.0,,,,1.0,1.0,,1.0,,Ousmane Camara,,,,,,,,,,,,,,,,,,,,
12450186,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184.0,183,M,,363042,EUR,741225600,D,21,21,False,48.0,34.0,16.0,3.0,0.0,30.0,34.0,4.0,14.0,,1.0,,,,,,90.0,56.0,6.5,15.0,0.00337444,0,,,,,1.0,,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,
12450186,home,Angers,Florent Hanin,florent-hanin,F. Hanin,D,26,177.0,69,M,,170129,EUR,634089600,D,26,26,False,28.0,22.0,5.0,1.0,0.0,13.0,16.0,10.0,17.0,10.0,2.0,4.0,2.0,,,,90.0,59.0,7.1,11.0,0.0388837,0,,5.0,,,3.0,,,8.0,5.0,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
12450186,home,Angers,Lilian Raolisoa,lilian-raolisoa,L. Raolisoa,D,27,178.0,247,M,,1462778,EUR,961113600,M,27,27,False,13.0,11.0,1.0,,1.0,3.0,3.0,9.0,15.0,,,4.0,,,,,75.0,30.0,6.8,13.0,0.282688,2,,5.0,3.0,,7.0,,1.0,,,,2.0,,Lilian Raolisoa,,1.0,,,2.0,,4.0,1.0,2.0,1.0,0.0736,,,,,,,,,
12450186,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175.0,1155,M,,1195241,EUR,1013644800,M,14,14,False,15.0,12.0,1.0,1.0,0.0,8.0,9.0,4.0,6.0,2.0,1.0,2.0,,,,,90.0,25.0,6.6,6.0,0.00346245,0,,,1.0,1.0,3.0,,1.0,1.0,,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
12450186,home,Angers,Marius Courcoul,courcoul-marius,M. Courcoul,D,5,182.0,146,M,,1506932,EUR,1167609600,M,5,5,False,25.0,23.0,2.0,1.0,0.0,20.0,20.0,3.0,5.0,1.0,3.0,3.0,,,,,75.0,30.0,6.5,3.0,0.00241822,0,,,,1.0,1.0,,1.0,,,,,,Marius Courcoul,,,,,,,1.0,,,,,,,,,,,,,
12450186,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185.0,7344,M,,945830,EUR,942796800,M,10,10,False,27.0,18.0,5.0,1.0,0.0,9.0,14.0,9.0,13.0,5.0,2.0,9.0,1.0,,,,86.0,41.0,6.5,12.0,0.0182575,1,,,2.0,1.0,10.0,1.0,2.0,2.0,,,1.0,3.0,,,,3.0,1.0,,,2.0,,1.0,,0.1314,True,1.0,,,,,,,
12450186,home,Angers,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172.0,920,M,,988632,EUR,793843200,M,18,18,False,11.0,8.0,,,0.0,4.0,4.0,5.0,9.0,3.0,,6.0,,,,,76.0,25.0,6.4,8.0,0.0086107,0,,2.0,4.0,,9.0,2.0,1.0,2.0,1.0,,,1.0,,,1.0,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,
