match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_outfielderBlock,player_sofascoreId,stat_totalCross,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_wonContest,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12504641,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,19.0,13.0,16.0,10.0,0.0,6.0,6.0,7.0,13.0,2.0,2.0,1.0,10.0,2.0,2.0,1.0,4.0,1.0,90.0,31.0,7.7,6.0,0.00264793,0,0.2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504641,home,Lecce,Frédéric Guilbert,,,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,D,12,12,False,15.0,12.0,2.0,,0.0,5.0,5.0,7.0,10.0,,5.0,,1.0,,,,,,46.0,30.0,5.8,3.0,0.008862,0,,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12504641,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,28.0,24.0,6.0,3.0,0.0,16.0,18.0,8.0,10.0,,,4.0,1.0,,,,,,90.0,36.0,6.4,4.0,0.00549059,0,,1.0,,1.0,,,,,,True,1.0,,,,,,,,,,,,,,,,,,,,,,
12504641,home,Lecce,Gaby Jean,Gaby Jean,,gaby-jean,G. Jean,D,18,191,121,M,1392819,EUR,950918400,D,19,19,False,44.0,39.0,3.0,1.0,0.0,31.0,34.0,8.0,10.0,,1.0,5.0,4.0,,,,,,89.0,56.0,6.5,5.0,0.00206733,0,,4.0,1.0,1.0,1.0,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12504641,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,D,13,13,False,31.0,20.0,3.0,1.0,0.0,7.0,9.0,13.0,24.0,1.0,6.0,3.0,5.0,,,,,,90.0,70.0,6.3,24.0,0.0227435,1,,9.0,1.0,,3.0,3.0,,2.0,1.0,,2.0,,Odogwu,2.0,3.0,2.0,1.0,5.0,0.0265,,,,,,,,,,,,,,
12504641,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,37.0,31.0,3.0,1.0,0.0,20.0,23.0,11.0,14.0,,4.0,1.0,6.0,,,,,,90.0,49.0,6.5,8.0,0.00492293,0,,8.0,2.0,,3.0,2.0,,1.0,5.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,
12504641,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,5,5,False,49.0,45.0,8.0,6.0,0.0,26.0,27.0,19.0,23.0,,2.0,,3.0,,,,,,79.0,64.0,6.6,9.0,0.0111624,1,,6.0,1.0,2.0,1.0,1.0,,,2.0,,,,,1.0,,4.0,1.0,1.0,0.0155,1.0,1.0,,,,,,,,,,,,
12504641,home,Lecce,Hamza Rafia,,,hamza-rafia,H. Rafia,M,24,178,2318,M,857772,EUR,923011200,M,8,8,False,33.0,28.0,1.0,,0.0,17.0,19.0,12.0,22.0,,4.0,4.0,2.0,,,,,,60.0,53.0,7.0,13.0,0.032809,0,,1.0,1.0,,3.0,2.0,,1.0,,,,,,8.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,
12504641,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,F,50,50,False,21.0,12.0,1.0,,0.0,7.0,9.0,5.0,14.0,2.0,6.0,4.0,6.0,,,,,,90.0,43.0,6.6,14.0,0.00422757,2,,6.0,2.0,,2.0,2.0,,,,,2.0,,,2.0,,4.0,1.0,1.0,0.3148,2.0,,,1.0,1.0,,,,,,,,,
12504641,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,16.0,7.0,,,0.0,2.0,3.0,5.0,13.0,2.0,4.0,1.0,1.0,,,,,,60.0,26.0,6.5,13.0,0.00496324,1,,7.0,1.0,,2.0,1.0,,,1.0,,3.0,,,,3.0,,1.0,1.0,0.0315,,,,,,1.0,,,,,,,,
