match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_keyPass,captain,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_errorLeadToAShot
12764355,home,AS Monaco,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1541,M,849114,EUR,942710400,G,1,1,False,26.0,13.0,19.0,6.0,0.0,11.0,12.0,2.0,14.0,1.0,1.0,1.0,14.0,3.0,4.0,5.0,1.0,90.0,45.0,8.4,13.0,0.00027495,0,1.1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764355,home,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173,6128,M,1090694,EUR,993081600,D,2,2,False,30.0,23.0,6.0,4.0,0.0,13.0,16.0,10.0,16.0,1.0,5.0,6.0,5.0,,,,,90.0,57.0,7.3,14.0,0.0103326,0,,Vanderson,,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12764355,home,AS Monaco,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12176,M,978285,EUR,977702400,D,17,17,False,32.0,27.0,5.0,3.0,0.0,22.0,23.0,5.0,9.0,2.0,5.0,19.0,8.0,,,,,90.0,57.0,8.2,5.0,0.014504,1,,,,,2.0,3.0,1.0,,,,2.0,1.0,,1.0,,stephane_singo,1.0,1.0,1.0,0.4388,0.9661,,,,,,,,,,
12764355,home,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1906,M,281277,EUR,843264000,D,5,5,False,44.0,33.0,12.0,7.0,0.0,22.0,29.0,11.0,15.0,4.0,10.0,3.0,4.0,,,,,90.0,59.0,7.8,11.0,0.00948169,1,,,,,,,,,,4.0,6.0,3.0,,,,,1.0,,,0.1768,0.1787,,,,,,,,,,
12764355,home,AS Monaco,Christian Mawissa,christian-mawissa,C. Mawissa,D,13,184,901,M,1407848,EUR,1113782400,D,13,13,False,28.0,22.0,5.0,2.0,0.0,14.0,15.0,8.0,14.0,1.0,3.0,3.0,2.0,,,,,90.0,41.0,7.0,8.0,0.00394538,0,,,,1.0,2.0,3.0,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
12764355,home,AS Monaco,Lamine Camara,camara-lamine,L. Camara,M,15,174,20386,M,1389846,EUR,1072915200,M,15,15,False,30.0,23.0,3.0,2.0,0.0,14.0,16.0,11.0,17.0,,4.0,,8.0,,,,,65.0,49.0,7.2,13.0,0.187185,0,,Lamine Camara,,3.0,,4.0,1.0,1.0,,3.0,1.0,1.0,3.0,3.0,1.0,lamine_camara_5,,,,,,2.0,1.0,2.0,,,,,,,
12764355,home,AS Monaco,Denis Zakaria,denis-zakaria,D. Zakaria,M,6,191,3240,M,770677,EUR,848448000,M,6,6,False,17.0,17.0,,,0.0,9.0,9.0,8.0,8.0,,1.0,4.0,,,,,,79.0,34.0,6.9,1.0,0.00517518,1,,,,,,2.0,1.0,,,2.0,1.0,,,,1.0,,,,,0.0164,,,,,True,1.0,1.0,,,,
12764355,home,AS Monaco,Maghnes Akliouche,maghnes-akliouche,M. Akliouche,M,11,183,5956,M,1130939,EUR,1014595200,M,11,11,False,25.0,21.0,3.0,3.0,0.0,5.0,7.0,16.0,18.0,,3.0,1.0,6.0,,,,,90.0,44.0,7.0,7.0,0.0595883,3,,,,,1.0,4.0,,,,3.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,0.434,0.3823,,2.0,,,1.0,,1.0,1.0,,
12764355,home,AS Monaco,Takumi Minamino,takumi-minamino,T. Minamino,M,18,174,8843,M,155818,EUR,790214400,M,18,18,False,17.0,12.0,,,0.0,1.0,3.0,11.0,14.0,,3.0,2.0,4.0,,,,,78.0,27.0,7.1,8.0,0.055166,1,,,,,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,Minamino,,,,0.1111,,,,1.0,,,,,1.0,1.0,
12764355,home,AS Monaco,Eliesse Ben Seghir,eliesse-ben-seghir,E. Ben Seghir,M,17,178,21522,M,1394353,EUR,1108512000,M,7,7,False,23.0,19.0,1.0,,0.0,7.0,8.0,12.0,16.0,2.0,4.0,1.0,2.0,,,,,66.0,33.0,6.8,9.0,0.225848,0,,,,1.0,1.0,5.0,1.0,2.0,,1.0,,,,2.0,1.0,benseghir44,,,,,,,,2.0,,,,,,,
