match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,player_firstName,stat_hitWoodwork,player_sofascoreId,stat_goals,captain,player_lastName,stat_wonContest,stat_totalOffside,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_penaltyWon,stat_ownGoals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
13472702,home,Botafogo,Léo Linck,leo-linck,L. Linck,G,24,194,1042,M,1119887,EUR,983577600,G,24,24,False,25.0,21.0,12.0,8.0,0.0,17.0,19.0,4.0,6.0,3.0,90.0,28.0,7.0,5.0,0.00059546,0,0.4624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472702,home,Botafogo,Vitinho,vitinho,Vitinho,D,2,175,3615,M,914477,EUR,932688000,D,2,2,False,40.0,38.0,2.0,,0.0,15.0,16.0,23.0,24.0,7.0,90.0,66.0,8.0,5.0,0.257725,3,,4.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,0.0933,0.1782,3.0,,,,,,,,,,,,,,,,,,,,,,,,
13472702,home,Botafogo,Alexander Barboza,alexander-barboza,A. Barboza,D,20,193,2577,M,801044,EUR,795312000,D,20,20,False,54.0,46.0,9.0,3.0,0.0,33.0,33.0,13.0,21.0,3.0,90.0,64.0,7.0,10.0,0.00664132,1,,,,1.0,6.0,4.0,1.0,1.0,,,,1.0,,2.0,2.0,3.0,0.0213,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
13472702,home,Botafogo,David Ricardo,david-ricardo,D. Ricardo,D,57,188,941,M,1186587,EUR,1040428800,D,57,57,False,56.0,50.0,6.0,2.0,0.0,34.0,37.0,16.0,19.0,1.0,90.0,69.0,7.9,7.0,0.00713537,1,,,,,1.0,3.0,,,1.0,1.0,,6.0,,,,1.0,0.4763,0.8353,,2.0,,,3.0,1.0,David Ricardo,1.0,,,,,,,,,,,,,,,,,
13472702,home,Botafogo,Alex Telles,alex-telles,A. Telles,D,13,181,7625,M,312110,EUR,724377600,D,13,13,False,28.0,24.0,2.0,1.0,0.0,9.0,11.0,15.0,17.0,2.0,90.0,60.0,7.9,16.0,0.190279,3,,12.0,3.0,1.0,1.0,4.0,,,,2.0,,3.0,,3.0,1.0,,0.8666,0.8511,3.0,1.0,,1.0,,,,,alextelles13,1.0,,,,,,,,,,,,,,,
13472702,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,61.0,54.0,6.0,2.0,0.0,20.0,21.0,34.0,40.0,6.0,90.0,69.0,7.2,8.0,0.0604487,2,,1.0,,,2.0,1.0,2.0,,,,2.0,1.0,,1.0,1.0,,0.1557,,1.0,,,,1.0,,,,,,True,,,,,,,,,,,,,,
13472702,home,Botafogo,Danilo,danilo,Danilo,M,8,177,5268,M,1064039,EUR,988502400,M,35,35,False,43.0,40.0,3.0,3.0,0.0,13.0,15.0,27.0,28.0,5.0,81.0,53.0,7.4,6.0,0.413219,1,,1.0,,,4.0,3.0,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,0.0491,,2.0,,1.0,,,1.0,,,Danilo,,,,1.0,1.0,,,,,,,,,,,
13472702,home,Botafogo,Santiago Rodríguez,santiago-rodriguez,S. Rodríguez,M,23,172,1846,M,975216,EUR,947289600,M,23,23,False,33.0,30.0,1.0,1.0,0.0,6.0,6.0,24.0,27.0,4.0,81.0,43.0,6.9,5.0,0.0848015,3,,2.0,1.0,,1.0,2.0,,,,1.0,2.0,,1.0,,,1.0,0.2099,0.4774,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
13472702,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169,6802,M,874739,EUR,847670400,M,10,10,False,23.0,22.0,,,1.0,5.0,5.0,17.0,18.0,,74.0,33.0,7.5,5.0,0.647057,1,,4.0,2.0,2.0,3.0,1.0,,,,1.0,,,,1.0,,,0.0345,0.1611,2.0,,1.0,,,,,,savarino10,,,,,2.0,1.0,1.0,,,,,,,,,
13472702,home,Botafogo,Joaquín Correa,joaquin-correa,J. Correa,F,30,188,5658,M,249929,EUR,776736000,M,30,30,False,36.0,33.0,2.0,1.0,0.0,9.0,10.0,24.0,26.0,2.0,64.0,46.0,8.2,5.0,0.355965,2,,1.0,,1.0,4.0,5.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,,0.17,0.3639,2.0,1.0,1.0,1.0,,3.0,,1.0,tucocorrea,,,,,,,,1.0,,,,,,,,
