match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_interceptionWon,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_challengeLost,stat_wonContest,stat_keyPass,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_punches,stat_goals
11452981,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178,8842,M,876626,EUR,858297600,F,17,17,False,25.0,19.0,2.0,2.0,2.0,3.0,17.0,22.0,4.0,1.0,,,,,,90.0,38.0,7.3,10.0,3,,1.0,5.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,3.0,,,1.0,2.0,1.0,2.0,fashionjr10,,,,,,
11452981,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170,16,M,921767,EUR,927158400,D,2,2,True,16.0,16.0,,,11.0,11.0,5.0,5.0,2.0,,1.0,1.0,,,,45.0,21.0,6.5,2.0,0,,,2.0,1.0,,,,,,,1.0,,,,,,1.0,,2.0,,,,,,,,
11452981,home,Al-Fayha,Saud Zidan,saud-zidan,S. Zidan,M,14,167,29,M,1084266,EUR,941846400,M,6,6,True,19.0,18.0,,,3.0,3.0,15.0,16.0,1.0,3.0,1.0,,,,,20.0,21.0,6.7,1.0,0,,,,,,,,,,,,Saud Zidan,,,,,,,,,,,,,,,
11452981,home,Al-Fayha,Mohammed Majrashi,mohammed-majrashi,M. Majrashi,F,20,180,7,M,160931,EUR,674697600,F,19,19,True,9.0,8.0,,,3.0,3.0,5.0,6.0,3.0,3.0,2.0,1.0,,,,20.0,12.0,6.8,1.0,0,,1.0,2.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
11452981,home,Al-Fayha,Osama Al Khalaf,osama-al-khalaf,O. A. Khalaf,D,8,178,26,M,818871,EUR,851558400,D,80,80,True,11.0,7.0,,,2.0,3.0,5.0,9.0,5.0,1.0,2.0,2.0,,,,12.0,20.0,7.3,5.0,0,1.0,,1.0,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,
11452981,home,Al-Fayha,Ali Al Jubaya,ali-al-jubaya,A. A. Jubaya,F,11,188,4,M,1521073,EUR,1053820800,F,49,49,True,,,,,,,,,1.0,,,,,,,1.0,1.0,,,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11452981,home,Al-Fayha,Ahmed Al-Kassar,ahmed-al-kassar,A. Al-Kassar,G,28,187,128,M,818749,EUR,673660800,G,28,28,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452981,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187,20,M,879649,EUR,896140800,D,98,98,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452981,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169,18,M,948046,EUR,908150400,M,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452981,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176,22,M,990187,EUR,733536000,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452981,away,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187,324,M,235686,EUR,654652800,G,18,18,False,28.0,20.0,12.0,4.0,17.0,17.0,3.0,11.0,,6.0,,,,,2.0,90.0,34.0,7.2,8.0,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
11452981,away,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176,240,M,818572,EUR,830217600,D,27,27,False,40.0,36.0,3.0,1.0,10.0,14.0,27.0,30.0,2.0,9.0,2.0,,,,,90.0,56.0,7.1,9.0,0,4.0,,1.0,,3.0,2.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,
11452981,away,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184,534,M,923040,EUR,831513600,D,88,88,False,49.0,43.0,2.0,1.0,32.0,33.0,11.0,16.0,6.0,4.0,3.0,2.0,,,,74.0,55.0,6.5,6.0,0,,,2.0,,2.0,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,
11452981,away,Al-Shabab,Romain Saïss,romain-saiss,R. Saiss,D,29,190,7929,M,187729,EUR,638409600,D,14,14,False,58.0,56.0,4.0,3.0,33.0,33.0,23.0,25.0,3.0,6.0,2.0,,,,,90.0,67.0,7.9,2.0,1,,,2.0,,3.0,,1.0,2.0,,,2.0,,,,,,,,,,romain_saiss27,,1.0,,,,1.0
11452981,away,Al-Shabab,Moteb Al-Harbi,moteb-al-harbi,M. Al-Harbi,D,24,171,848,M,1022679,EUR,950918400,D,24,24,False,3.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,9.0,5.0,6.6,2.0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11452981,away,Al-Shabab,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,6,175,1944,M,180059,EUR,719020800,M,6,6,False,74.0,68.0,5.0,4.0,33.0,36.0,35.0,38.0,6.0,8.0,4.0,3.0,,,,90.0,89.0,7.6,7.0,1,,,1.0,,,1.0,2.0,,,,4.0,,,1.0,,1.0,,,,,,,,,,,
11452981,away,Al-Shabab,Hattan Bahebri,hattan-bahebri,H. Bahbri,M,11,168,92,M,803052,EUR,711244800,M,11,11,False,17.0,15.0,2.0,1.0,4.0,4.0,11.0,15.0,4.0,1.0,1.0,1.0,,,,70.0,29.0,6.9,9.0,0,2.0,,2.0,3.0,,2.0,1.0,,,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,
11452981,away,Al-Shabab,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177,32,M,893218,EUR,787881600,M,15,15,False,58.0,51.0,6.0,5.0,22.0,22.0,29.0,36.0,4.0,5.0,1.0,,,,,90.0,72.0,7.0,11.0,1,,2.0,11.0,1.0,,1.0,2.0,4.0,,1.0,3.0,,,1.0,,3.0,,,1.0,,,,,,,,
11452981,away,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174,1194,M,31981,EUR,583545600,M,10,10,False,82.0,72.0,9.0,6.0,16.0,19.0,57.0,66.0,8.0,4.0,1.0,1.0,,,,90.0,105.0,7.2,20.0,1,3.0,,10.0,3.0,1.0,1.0,5.0,4.0,True,,,,,,,,2.0,2.0,5.0,,,1.0,,1.0,,,
11452981,away,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180,4751,M,182001,EUR,747100800,M,23,23,False,38.0,31.0,1.0,1.0,5.0,6.0,26.0,35.0,3.0,3.0,3.0,1.0,,,,90.0,57.0,6.7,19.0,1,3.0,1.0,11.0,5.0,,,,1.0,,,,,,,,2.0,,,2.0,,yannickferreiracarrasco,,,1.0,,,
11452981,away,Al-Shabab,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7474,M,802159,EUR,803433600,F,20,20,False,11.0,10.0,,,3.0,3.0,7.0,8.0,4.0,1.0,,,,,,78.0,20.0,6.9,3.0,1,,1.0,4.0,1.0,1.0,2.0,1.0,2.0,,2.0,,,,,1.0,1.0,1.0,,,1.0,habibdiallo28,,1.0,,,,
11452981,away,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168,15,M,1152012,EUR,993340800,D,16,16,True,24.0,21.0,1.0,,11.0,12.0,10.0,14.0,11.0,7.0,4.0,3.0,,,,81.0,53.0,7.9,10.0,0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,,1.0,4.0,Hussain Alsebyani,,,,1.0,2.0,,,1.0,,,,,,,
11452981,away,Al-Shabab,Fahad Al-Muwallad,fahad-al-muwallad,F. Al-Muwallad,M,,167,183,M,160909,EUR,779500800,F,8,8,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,,,,,,20.0,6.0,6.4,2.0,0,,,2.0,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,
11452981,away,Al-Shabab,Khalid Al-Asiri,khalid-al-asiri,K. Al-Asiri,D,78,185,15,M,1473395,EUR,1101513600,D,3,3,True,3.0,2.0,,,2.0,3.0,,,,1.0,,,,,,12.0,3.0,6.5,1.0,0,,,,,,,,,,,,Khalid Al-Asiri,,,,,,,,,,,,,,,
11452981,away,Al-Shabab,Fawaz Al-Qarni,fawaz-al-qarni,F. Al-Qarni,G,,185,18,M,160929,EUR,702172800,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452981,away,Al-Shabab,Hamad Al Yami,hamad-al-yami,H. A. Yami,D,88,170,585,M,981158,EUR,926899200,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Hamad,Al Yami,,,,,,,,,,,,,,
11452981,away,Al-Shabab,Nawaf Al Sadi,nawaf-alsadi,N. A. Sadi,M,18,172,64,M,1115888,EUR,972086400,M,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Nawaf Alsadi,,,,,,,,,,,,,,,
11452981,away,Al-Shabab,Carlos Junior,carlos-junior,C. Junior,M,13,176,437,M,555624,EUR,808444800,F,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452981,away,Al-Shabab,Majed Omar Kanabah,majed-omar-kanabah,M. O. Kanabah,M,12,172,36,M,828444,EUR,730771200,M,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452981,away,Al-Shabab,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185,510,M,1101759,EUR,1043107200,F,49,49,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Abdullah Radif,,,,,,,,,,,,,,,
