match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_ownGoals,stat_expectedGoals,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonTackle,stat_wasFouled,captain,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_aerialLost,player_sofascoreId,stat_goodHighClaim,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_lastManTackle,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_bigChanceCreated
12436624,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,33.0,28.0,8.0,3.0,0.0,26.0,29.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,90.0,40.0,6.9,5.0,0.00067054,0,-0.6072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436624,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,42.0,34.0,3.0,1.0,0.0,14.0,16.0,20.0,28.0,,1.0,1.0,4.0,,,,,,80.0,51.0,6.5,11.0,0.0213116,0,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12436624,home,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,5,5,False,108.0,87.0,26.0,14.0,0.0,52.0,54.0,35.0,54.0,2.0,3.0,4.0,6.0,,,,,,90.0,118.0,6.9,21.0,0.0281869,1,,,,1.0,,,,1.0,1.0,2.0,1.0,0.0294,,,,,,,,,,,,,,,,,,,,,
12436624,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,99.0,86.0,6.0,3.0,0.0,57.0,66.0,29.0,33.0,1.0,6.0,1.0,10.0,,,,,,90.0,111.0,6.6,16.0,0.0214174,0,,,3.0,3.0,2.0,,,,,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12436624,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,59.0,49.0,4.0,1.0,0.0,25.0,31.0,25.0,32.0,4.0,8.0,5.0,7.0,,,,,,90.0,96.0,6.5,20.0,0.0485341,1,,4.0,7.0,2.0,,1.0,,,,2.0,,0.0128,,,1.0,5.0,1.0,,True,1.0,2.0,2.0,1.0,,,,,,,,,,
12436624,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,20,20,False,36.0,30.0,2.0,1.0,0.0,10.0,11.0,23.0,33.0,,6.0,3.0,7.0,,,,,,90.0,60.0,7.2,14.0,0.0325652,0,,8.0,6.0,4.0,2.0,3.0,2.0,,,2.0,,,,,2.0,,3.0,2.0,,3.0,1.0,,,,,,,,,,,,
12436624,home,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,23.0,22.0,4.0,4.0,0.0,10.0,10.0,12.0,14.0,2.0,3.0,1.0,1.0,,,,,,58.0,31.0,6.4,4.0,0.012018,0,,1.0,5.0,1.0,,2.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,
12436624,home,Fulham,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,M,11,11,False,23.0,18.0,1.0,,0.0,6.0,6.0,12.0,22.0,1.0,4.0,,4.0,,,,,,90.0,43.0,6.1,17.0,0.0269514,1,,5.0,8.0,1.0,1.0,1.0,,,,,,0.0183,,,,4.0,,1.0,,,3.0,1.0,1.0,1.0,adamatrd,,,,,,,,
12436624,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,19.0,15.0,2.0,1.0,0.0,7.0,8.0,8.0,11.0,,,,3.0,,,,,,58.0,27.0,6.6,5.0,0.00990448,1,,,1.0,,1.0,,,1.0,,,,0.0127,,,1.0,,,,,,,,,,esr,,,,,,,,
12436624,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,28.0,21.0,3.0,1.0,0.0,5.0,5.0,16.0,25.0,1.0,2.0,1.0,3.0,,,,,,80.0,40.0,6.6,11.0,0.066479,1,,2.0,4.0,1.0,,,1.0,1.0,,1.0,,0.0099,,,,1.0,,,,,1.0,,,2.0,alexanderiwobi,,,,,,,,
