match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_totalOffside,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceMissed,stat_hitWoodwork,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_outfielderBlock
13981557,home,Napoli,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,51.0,36.0,21.0,6.0,0.0,35.0,37.0,1.0,14.0,7.0,1.0,1.0,1.0,90.0,55.0,6.5,15.0,0.00047042,83.720643083154,14.0,31.185,9.345,0.0829,0,-0.4997,0.06,0.03,-0.09,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981557,home,Napoli,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,898815,EUR,911260800,D,31,31,False,71.0,64.0,4.0,3.0,0.0,34.0,36.0,30.0,35.0,,,,,90.0,79.0,6.7,10.0,0.0130185,114.00080903988,17.0,70.56,20.16,,0,,0.13,0.07,-0.19,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13981557,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,73.0,70.0,4.0,3.0,0.0,42.0,42.0,28.0,31.0,7.0,,,,90.0,86.0,7.2,5.0,0.0109381,165.45142876642,27.0,22.68,18.48,,1,,0.25,0.15,-0.1,,,3.0,2.0,7.0,,2.0,2.0,,1.0,1.0,,,1.0,2.0,1.0,1.0,4.0,0.0413,-0.14,,,,,,,,,,,,,,,,
13981557,home,Napoli,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,33.0,32.0,1.0,,0.0,21.0,22.0,11.0,11.0,2.0,,,,90.0,38.0,6.2,1.0,0.0077515,38.292482113159,3.0,25.83,20.895,,0,,0.05,0.06,-0.26,,,1.0,3.0,1.0,,2.0,,,,,1.0,,,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,
13981557,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,M,22,22,False,47.0,38.0,5.0,,0.0,17.0,18.0,21.0,29.0,3.0,,,,90.0,61.0,5.9,12.0,0.0139099,84.472657128567,7.0,48.3,20.79,,1,,-0.05,-0.06,-0.1,,1.0,,5.0,,,,,,,,1.0,,2.0,1.0,,,,0.0199,-0.21,1.0,,dilorenzo22,True,1.0,0.1252,,,,,,,,,,
13981557,home,Napoli,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182,3699,M,838232,EUR,938131200,M,20,20,False,52.0,45.0,3.0,,0.0,20.0,22.0,25.0,30.0,6.0,,,,90.0,62.0,6.7,10.0,0.0154197,153.90531837782,15.0,99.225,21.735,,0,,-0.07,0.17,-0.08,,1.0,,3.0,5.0,1.0,,1.0,,1.0,1.0,1.0,,,3.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,
13981557,home,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193,25748,M,879346,EUR,850003200,M,8,8,False,46.0,41.0,1.0,,0.0,13.0,13.0,28.0,33.0,9.0,,,,90.0,64.0,6.7,9.0,0.0235046,167.99439622622,18.0,84.105,24.255,,3,,0.05,0.3,0.17,,1.0,2.0,5.0,5.0,1.0,2.0,1.0,,,2.0,,1.0,1.0,2.0,,3.0,4.0,0.4184,-0.55,1.0,,ScottMcTominay,,,,,,2.0,1.0,,,,,,
13981557,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,M,17,17,False,24.0,20.0,,,0.0,9.0,11.0,11.0,13.0,2.0,,,,70.0,38.0,6.9,5.0,0.00350195,26.043465398478,3.0,0.94499999999999,12.705,,0,,0.01,-0.07,-0.02,,,1.0,,5.0,,2.0,3.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
13981557,home,Napoli,David Neres,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,F,7,7,False,34.0,24.0,2.0,,1.0,5.0,8.0,19.0,26.0,3.0,,,,80.0,70.0,8.1,25.0,0.755522,227.66567616286,19.0,127.68,28.665,,0,,0.5,0.49,0.13,,12.0,,3.0,8.0,1.0,,1.0,,2.0,2.0,,3.0,1.0,6.0,5.0,,,,,,,davidneres,,,,,,,,2.0,2.0,,,,
13981557,home,Napoli,Rasmus Højlund,rasmus-hojlund,R. Højlund,F,19,191,70296,M,1086417,EUR,1044316800,F,19,19,False,12.0,6.0,,,0.0,1.0,1.0,5.0,11.0,1.0,,,,90.0,24.0,8.3,11.0,0.0126697,71.065641721627,7.0,34.755,30.135,,3,,-0.38,0.3,-0.02,,,,9.0,3.0,2.0,,1.0,1.0,3.0,2.0,2.0,,5.0,,,,,1.1617,0.9,,,RHøjlund,,3.0,2.1224,,,,,,,2.0,,,
