match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_fouls,captain,stat_outfielderBlock,stat_aerialLost,stat_onTargetScoringAttempt,stat_challengeLost,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyFaced,stat_hitWoodwork,stat_penaltyConceded,stat_totalOffside
11407359,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,21.0,14.0,17.0,10.0,7.0,8.0,7.0,13.0,7.0,1.0,2.0,4.0,90.0,31.0,7.9,7.0,0.0,0.0,0.00158212,0,0.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407359,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,38.0,26.0,5.0,,12.0,14.0,15.0,25.0,5.0,,,,90.0,74.0,7.3,16.0,0.067,0.0,0.0658546,1,,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11407359,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,32.0,23.0,2.0,,15.0,19.0,8.0,13.0,1.0,,,,90.0,41.0,7.0,9.0,0.0,0.0,0.0105313,0,,,,,2.0,6.0,,,,,5.0,1.0,1.0,1.0,,,,5.0,2.0,,,,,,,,,,,,,,
11407359,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,31.0,30.0,3.0,3.0,22.0,22.0,8.0,9.0,1.0,,,,90.0,39.0,7.2,2.0,0.0479,0.0,0.00352307,1,,,,,1.0,2.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,True,1.0,,,,,,,,,,,,
11407359,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,29.0,22.0,6.0,2.0,9.0,12.0,14.0,20.0,2.0,,,,77.0,52.0,7.1,13.0,0.0,0.0,0.03166,0,,,3.0,1.0,1.0,4.0,,1.0,,,3.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
11407359,home,Lecce,Mohamed Kaba,,,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,False,21.0,16.0,2.0,1.0,7.0,8.0,9.0,13.0,3.0,,,,62.0,30.0,6.8,8.0,0.0643,0.0221,0.00301715,1,,,,,5.0,7.0,,,,,,,1.0,1.0,3.0,2.0,,5.0,4.0,,,1.0,1.0,,,,,,,,,,
11407359,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,34.0,25.0,4.0,1.0,9.0,11.0,16.0,24.0,10.0,,,,90.0,53.0,7.4,11.0,0.1296,0.2557,0.00607603,5,,,1.0,,4.0,10.0,1.0,2.0,2.0,3.0,1.0,,5.0,3.0,,2.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,
11407359,home,Lecce,Hamza Rafia,,,hamza-rafia,H. Rafia,M,24,178,2318,M,857772,EUR,923011200,M,8,8,False,19.0,13.0,3.0,,5.0,5.0,8.0,15.0,3.0,,,,63.0,29.0,6.3,10.0,0.0,0.0,0.00614161,0,,,1.0,,10.0,4.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,,1.0,4.0,,,1.0,,3.0,,,,,,,,,
11407359,home,Lecce,Pontus Almqvist,,,pontus-almqvist,P. Almqvist,F,11,183,456,M,856065,EUR,931564800,F,7,7,False,13.0,12.0,,,3.0,3.0,9.0,10.0,2.0,,,,90.0,34.0,7.1,8.0,0.101,0.0603,0.0484178,2,,,,,6.0,4.0,1.0,4.0,2.0,1.0,,1.0,2.0,2.0,3.0,,2.0,,,,,1.0,1.0,2.0,,,,,,,,,
11407359,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,24.0,17.0,3.0,2.0,7.0,8.0,10.0,16.0,3.0,,,,71.0,35.0,7.8,8.0,0.3265,0.481,0.0152675,5,,,,,3.0,7.0,,1.0,,2.0,2.0,,1.0,,,1.0,2.0,5.0,1.0,,,1.0,1.0,,2.0,1.0,,,,,,,
