match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_blockedScoringAttempt,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_wonTackle,stat_keyPass,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyWon,stat_totalOffside
12528221,home,Sivasspor,Đorđe Nikolić,,,dorde-nikolic,Đ. Nikolić,G,195,79,M,797144,EUR,860889600,G,13,13,False,24.0,11.0,16.0,3.0,0.0,10.0,10.0,1.0,14.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,90.0,31.0,6.3,13.0,0.00040339,0,0.0299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528221,home,Sivasspor,Murat Paluli,,,murat-paluli,M. Paluli,D,175,36,M,893014,EUR,776390400,D,7,7,False,28.0,25.0,1.0,1.0,0.0,9.0,9.0,16.0,19.0,1.0,1.0,4.0,,,,,,,90.0,48.0,7.7,5.0,0.017488,2,,7,1.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.2659,0.2009,,,,,,,,,,,,,,,,
12528221,home,Sivasspor,Uroš Radaković,,,uros-radakovic,U. Radaković,D,194,313,M,151900,EUR,765072000,D,26,26,False,26.0,23.0,3.0,2.0,0.0,15.0,15.0,8.0,11.0,2.0,4.0,1.0,,,,,,,90.0,35.0,6.6,4.0,0.0112683,0,,26,2.0,4.0,,,,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
12528221,home,Sivasspor,Noah Sonko Sundberg,,,noah-sonko-sundberg,N. S. Sundberg,D,186,238,M,279541,EUR,834019200,D,27,27,False,35.0,30.0,5.0,4.0,0.0,19.0,22.0,11.0,13.0,,5.0,,,,,,,,90.0,43.0,6.7,6.0,0.00254287,2,,20,2.0,2.0,,,1.0,,,,1.0,,0.0786,,,,,1.0,,,,,,,,,,,,
12528221,home,Sivasspor,Uğur Çiftçi,,,ugur-ciftci,U. Çiftçi,D,180,65,M,142850,EUR,704937600,D,3,3,False,30.0,20.0,3.0,,0.0,3.0,6.0,18.0,31.0,8.0,5.0,6.0,,4.0,,,,,90.0,66.0,7.0,19.0,0.0321805,0,,58,,9.0,2.0,1.0,,,,,,1.0,,,,1.0,7.0,,True,7.0,1.0,3.0,1.0,1.0,4.0,1.0,,,,
12528221,home,Sivasspor,Samuel Moutoussamy,Samuel,Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,178,6621,M,892624,EUR,839808000,M,12,12,False,41.0,40.0,2.0,1.0,1.0,5.0,5.0,35.0,36.0,1.0,1.0,4.0,,1.0,,,,,84.0,49.0,7.3,1.0,0.0890258,1,,92,,3.0,1.0,1.0,,1.0,,,,1.0,0.0262,0.0514,,,1.0,,,,,,,1.0,1.0,2.0,,,,
12528221,home,Sivasspor,Charis Charisis,,,charis-charisis,C. Charisis,M,177,130,M,317297,EUR,789868800,M,8,8,False,46.0,41.0,6.0,5.0,0.0,18.0,18.0,23.0,28.0,4.0,1.0,6.0,,1.0,,,,,90.0,67.0,7.2,11.0,0.0675081,1,,8,1.0,10.0,3.0,2.0,,,,,4.0,1.0,0.0348,,,,6.0,1.0,,,,1.0,1.0,,4.0,,,,,
12528221,home,Sivasspor,Azizbek Turgunboev,,,azizbek-turgunboev,A. Turgunboev,M,173,1143,M,971572,EUR,780969600,M,90,90,False,21.0,10.0,2.0,,0.0,4.0,7.0,6.0,17.0,7.0,3.0,3.0,,3.0,,,,,90.0,35.0,6.2,15.0,0.0163001,2,,10,1.0,1.0,,,2.0,,,,1.0,,0.0532,,1.0,,,,,3.0,,3.0,,,,,,,,
12528221,home,Sivasspor,Alex Pritchard,,,alex-pritchard,A. Pritchard,M,171,97,M,180009,EUR,736387200,M,10,10,False,31.0,26.0,1.0,1.0,1.0,8.0,9.0,22.0,28.0,3.0,,3.0,,,,,,,76.0,46.0,7.9,10.0,0.34418,0,,,,4.0,3.0,1.0,,,,,1.0,3.0,,,,,,,,6.0,4.0,1.0,,1.0,,5.0,,,,
12528221,home,Sivasspor,Keita Baldé,,,keita-balde,K. Baldé,F,178,2085,M,317699,EUR,794620800,M,77,77,False,18.0,16.0,,,0.0,2.0,2.0,14.0,17.0,2.0,,2.0,,1.0,,,,,69.0,35.0,6.9,6.0,0.05531,3,,17,,7.0,3.0,2.0,,1.0,1.0,,2.0,5.0,0.1616,0.5128,,,,2.0,,1.0,,,,,,2.0,,,,
12528221,home,Sivasspor,Rey Manaj,,,rey-manaj,R. Manaj,F,182,2059,M,587882,EUR,856742400,F,9,9,False,8.0,7.0,,,0.0,4.0,4.0,3.0,5.0,3.0,,,,1.0,,,,,42.0,20.0,7.2,4.0,0.00432328,5,,9,2.0,4.0,,,2.0,1.0,1.0,,2.0,1.0,0.489,0.7707,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,,
12528221,home,Sivasspor,Bekir Turaç Böke,,,turac-boke,B. T. Böke,F,190,68,M,997681,EUR,929923200,F,46,46,True,2.0,1.0,,,0.0,,,1.0,2.0,6.0,,,,3.0,,,,,42.0,5.0,6.6,2.0,0.0002197,0,,14,1.0,3.0,,,,,,,1.0,,,,3.0,,2.0,,,,,,,,1.0,,,,,
12528221,home,Sivasspor,Jan Biegański,,,jan-bieganski,J. Biegański,D,183,204,M,935966,EUR,1038960000,M,15,15,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,14.0,9.0,6.8,1.0,0.00117686,0,,6,,3.0,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
12528221,home,Sivasspor,Samba Camara,,,samba-camara,S. Camara,D,190,68,M,837301,EUR,721699200,D,14,14,True,,,,,0.0,,,,,,1.0,,,,,,,,12.0,1.0,6.3,,,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528221,home,Sivasspor,Bengali-Fodé Koita,,,bengali-fode-koita,B. Koita,M,186,217,M,51407,EUR,656467200,F,55,55,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,,1.0,,,,,,,12.0,2.0,6.4,1.0,6.812e-05,0,,55,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12528221,home,Sivasspor,Ali Şaşal Vural,,,ali-sasal-vural,A. Ş. Vural,G,187,62,M,94540,EUR,647568000,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528221,home,Sivasspor,Ziya Erdal,,,ziya-erdal,Z. Erdal,D,182,28,M,138312,EUR,568339200,D,58,58,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528221,home,Sivasspor,Emirhan Başyiğit,Emirhan Basyigit,,emirhan-basyigit,E. Başyiğit,D,190,94,M,1149004,EUR,1114387200,D,53,53,True,,,,,,,,,,,,,,,,,,,,,,,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528221,home,Sivasspor,Özkan Yigiter,,,ozkan-yigiter,Ö. Yigiter,M,190,13,M,1131626,EUR,947203200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528221,home,Sivasspor,Emrah Başsan,,,emrah-bassan,E. Başsan,M,177,60,M,174141,EUR,703468800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528221,home,Sivasspor,Queensy Menig,,,queensy-menig,Q. Menig,F,174,209,M,232318,EUR,808790400,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528221,away,Gaziantep FK,Sokratis Dioudis,,,sokratis-dioudis,S. Dioudis,G,189,266,M,173933,EUR,728697600,G,1,1,False,22.0,15.0,7.0,,0.0,15.0,16.0,,6.0,,1.0,8.0,,,,,1.0,,90.0,34.0,6.1,7.0,0.00015476,0,-1.4642,13,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,
12528221,away,Gaziantep FK,Ertuğrul Ersoy,,,ertugrul-ersoy,E. Ersoy,D,185,88,M,355004,EUR,855792000,D,5,5,False,21.0,21.0,2.0,2.0,0.0,14.0,14.0,7.0,7.0,2.0,2.0,2.0,,1.0,,,,,73.0,36.0,6.4,4.0,0.0162679,0,,5,,2.0,,,,,,,2.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,
12528221,away,Gaziantep FK,Bruno Viana,,,bruno-viana,B. Viana,D,187,241,M,804703,EUR,791942400,D,36,36,False,45.0,36.0,5.0,1.0,0.0,26.0,31.0,10.0,14.0,3.0,3.0,4.0,,,,,,,90.0,57.0,6.6,9.0,0.00492032,0,,30,1.0,1.0,,,,,,2.0,,,,,2.0,3.0,,,,,,1.0,,,,,,,,
12528221,away,Gaziantep FK,Enric Saborit,,,enric-saborit,E. Saborit,D,186,78,M,253303,EUR,704332800,D,13,13,False,64.0,54.0,11.0,5.0,0.0,33.0,36.0,22.0,29.0,2.0,2.0,3.0,,,,,,,90.0,73.0,6.6,10.0,0.0269932,1,,26,2.0,4.0,,,1.0,,,,,2.0,0.037,,2.0,1.0,,,,1.0,1.0,,,,,,1.0,,,
12528221,away,Gaziantep FK,Emre Taşdemir,,,emre-tasdemir,E. Taşdemir,D,176,74,M,190191,EUR,807840000,D,3,3,False,29.0,22.0,2.0,,0.0,13.0,16.0,10.0,18.0,5.0,1.0,3.0,,1.0,,,,,90.0,48.0,6.3,12.0,0.0445273,0,,33,,3.0,,,,,,1.0,,3.0,,,2.0,,,,,5.0,1.0,1.0,1.0,,,2.0,,,,
12528221,away,Gaziantep FK,Cyril Mandouki,,,cyril-mandouki,C. Mandouki,M,180,38,M,821461,EUR,682732800,M,14,14,False,30.0,22.0,2.0,,0.0,13.0,16.0,9.0,14.0,5.0,,4.0,,3.0,,,,,85.0,34.0,6.3,9.0,0.00554313,0,,14,2.0,5.0,,,,,,,,,,,,,3.0,,,,,1.0,1.0,,2.0,,,,,
