match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,captain,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,player_firstName,player_lastName,stat_challengeLost,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_outfielderBlock,stat_bigChanceMissed
11396419,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,27.0,16.0,17.0,6.0,14.0,16.0,2.0,11.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,90.0,35.0,6.1,11.0,0.0,0.0,0.00107393,0,-1.4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396419,home,SV Werder Bremen,Nicolai Rapp,nicolai-rapp,N. Rapp,M,6,185,55,M,787931,EUR,850435200,D,23,23,False,29.0,22.0,3.0,1.0,16.0,17.0,6.0,12.0,,3.0,7.0,8.0,,,,72.0,47.0,6.6,9.0,0.0,0.0,0.00108233,0,,3.0,1.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11396419,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,73.0,60.0,7.0,7.0,46.0,55.0,14.0,18.0,8.0,9.0,1.0,10.0,,,,90.0,79.0,6.5,14.0,0.0,0.0,0.25109,0,,6.0,,1.0,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
11396419,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,54.0,48.0,6.0,1.0,32.0,33.0,17.0,22.0,,5.0,4.0,8.0,,,,83.0,68.0,6.7,7.0,0.0161,0.0,0.0293226,1,,3.0,,1.0,4.0,2.0,1.0,2.0,1.0,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11396419,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,37.0,25.0,5.0,2.0,12.0,16.0,13.0,21.0,,2.0,2.0,6.0,,,,72.0,49.0,6.6,13.0,0.0,0.0,0.0201341,0,,7.0,,5.0,1.0,1.0,,3.0,1.0,,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,
11396419,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,38.0,29.0,4.0,1.0,10.0,12.0,21.0,30.0,1.0,4.0,4.0,8.0,,,,90.0,60.0,6.9,13.0,0.1331,0.0,0.179933,1,,4.0,,,2.0,,1.0,2.0,2.0,,4.0,2.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,,
11396419,home,SV Werder Bremen,Naby Keïta,naby-keita,N. Keïta,M,5,172,16784,M,365772,EUR,792374400,M,18,18,False,26.0,18.0,2.0,1.0,10.0,12.0,8.0,14.0,,,,8.0,,,,59.0,32.0,6.3,12.0,0.0,0.0,0.0144909,0,,5.0,1.0,1.0,,,3.0,1.0,2.0,,,,,,,,,1.0,,,keitanabydeco,,,,,,,,,
11396419,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,49.0,43.0,6.0,4.0,17.0,18.0,26.0,32.0,2.0,10.0,,8.0,,,,90.0,79.0,7.8,16.0,0.4072,0.904,0.0930731,4,,9.0,4.0,,2.0,1.0,3.0,1.0,,,1.0,,5.0,3.0,2.0,,,2.0,4.0,1.0,,1.0,1.0,3.0,,,,,,
11396419,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,39.0,30.0,5.0,1.0,18.0,23.0,12.0,18.0,3.0,5.0,5.0,8.0,,,,90.0,53.0,6.6,11.0,0.0,0.0,0.00912024,0,,2.0,,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,
11396419,home,SV Werder Bremen,Justin Njinmah,justin-njinmah,J. Njinmah,F,11,185,714,M,1005343,EUR,974246400,F,17,17,False,9.0,5.0,,,2.0,3.0,3.0,6.0,,1.0,,,,,,59.0,17.0,6.4,9.0,0.0142,0.0,0.0446996,1,,4.0,,,,,2.0,,1.0,,,,2.0,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,
