match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_outfielderBlock,stat_errorLeadToAGoal,stat_expectedGoals,stat_shotValueNormalized,stat_wonTackle,captain,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_challengeLost,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_hitWoodwork,player_sofascoreId,stat_goals,stat_punches
14083116,home,Valencia,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187.0,1097,M,1014412,EUR,977788800,G,25,25,False,25.0,21.0,10.0,6.0,0.0,19.0,19.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,90.0,30.0,6.7,4.0,0.00198328,0.021,0,0.0429,0.09,-0.05,-0.08,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083116,home,Valencia,Thierry Correia,,,correia-thierry,T. Correia,D,12,176.0,798,M,851282,EUR,920937600,D,12,12,False,40.0,33.0,2.0,1.0,0.0,15.0,16.0,18.0,24.0,1.0,5.0,,,,,,90.0,65.0,6.2,14.0,0.0124083,,0,,-0.11,0.02,-0.22,,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
14083116,home,Valencia,César Tárrega,,,cesar-tarrega,C. Tárrega,D,5,193.0,816,M,996928,EUR,1014681600,D,5,5,False,55.0,47.0,2.0,,0.0,36.0,40.0,11.0,15.0,10.0,5.0,,,,,,90.0,71.0,5.9,8.0,0.00450726,,1,,0.01,0.1,-0.37,,,3.0,1.0,4.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0928,-0.33,,,,,,,,,,,,,,,
14083116,home,Valencia,José Copete,,,jose-copete,J. Copete,D,3,190.0,437,M,913695,EUR,939513600,D,3,3,False,33.0,28.0,5.0,3.0,0.0,19.0,20.0,9.0,13.0,8.0,1.0,,,,,,90.0,46.0,6.6,6.0,0.00385948,,0,,0.1,0.04,-0.08,,,2.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
14083116,home,Valencia,José Luis Gayà,,,jose-luis-gaya,J. L. Gayà,D,14,172.0,1685,M,227922,EUR,801360000,D,14,14,False,20.0,16.0,2.0,,0.0,4.0,5.0,12.0,15.0,1.0,4.0,,,,,,77.0,32.0,7.0,6.0,0.234421,,0,,0.43,0.19,-0.07,,4.0,,,1.0,3.0,,,,1.0,2.0,,1.0,1.0,,,,,,1.0,True,2.0,1.0,3.0,,,,,,,,,,
14083116,home,Valencia,Javier Guerra,,,javier-guerra,J. Guerra,M,8,187.0,1800,M,1122610,EUR,1052784000,M,8,8,False,50.0,39.0,4.0,3.0,0.0,19.0,21.0,20.0,29.0,,6.0,,,,,,90.0,68.0,6.4,19.0,0.0190664,,1,,0.09,0.16,-0.06,,2.0,,,9.0,4.0,3.0,3.0,2.0,,1.0,,1.0,4.0,1.0,,,0.0916,0.02,1.0,,,,1.0,1.0,1.0,,,,,,,,
14083116,home,Valencia,Pepelu,,,pepelu,Pepelu,M,18,185.0,1838,M,826948,EUR,902793600,M,18,18,False,53.0,50.0,4.0,2.0,0.0,28.0,30.0,22.0,23.0,2.0,5.0,,,,,,77.0,64.0,6.8,3.0,0.0146873,,0,,0.07,0.08,0.19,,,1.0,,2.0,3.0,,,,1.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
14083116,home,Valencia,Diego López,,,diego-lopez,D. López,M,16,172.0,1350,M,998950,EUR,1021248000,M,16,16,False,24.0,20.0,,,0.0,10.0,10.0,10.0,14.0,,4.0,,,,,,68.0,36.0,6.7,8.0,0.0188585,,2,,-0.13,0.1,-0.03,,,4.0,,6.0,2.0,1.0,2.0,2.0,,,1.0,,,1.0,,,0.3685,0.28,,,,,1.0,1.0,,1.0,1.0,0.9057,,,,,
14083116,home,Valencia,André Almeida,,,andre-almeida,A. Almeida,M,10,176.0,1200,M,845693,EUR,959644800,M,10,10,False,34.0,29.0,5.0,5.0,0.0,8.0,10.0,21.0,24.0,1.0,4.0,,,,,,77.0,47.0,6.8,11.0,0.0970132,,1,,0.19,0.12,0.2,,4.0,,,2.0,,1.0,,,2.0,,1.0,,1.0,1.0,,,0.0198,-0.1,,,,1.0,1.0,,,,,,,,,,
14083116,home,Valencia,Arnaut Danjuma,,,arnaut-danjuma,A. Danjuma,F,7,178.0,3536,M,827064,EUR,854668800,M,7,7,False,24.0,17.0,3.0,3.0,0.0,4.0,5.0,13.0,19.0,,5.0,,,,,,90.0,39.0,7.7,10.0,0.305694,,4,,0.36,0.66,-0.04,,,1.0,,1.0,6.0,,5.0,5.0,,1.0,1.0,,,1.0,,,0.6435,-0.61,1.0,,,,1.0,,1.0,1.0,2.0,0.5386,1.0,1.0,,,
