match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,confirmed,length,playerName,reason,rescinded,injury
10385544,FT,3.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10385544,,3.0,3.0,,90,3.0,,1,,,goal,penalty,168406593.0,True,penalty,161717.0,James Ward-Prowse,,,,,,
10385544,,,,,90,1.0,,1,,,varDecision,,16027.0,True,penaltyAwarded,352768.0,Ainsley Maitland-Niles,True,,,,,
10385544,,,,,90,0.0,,1,,,injuryTime,,,,,,,,5.0,,,,
10385544,,,,,87,,,4,,,card,,120668218.0,True,yellow,1019442.0,Kamaldeen Sulemana,,,Kamaldeen Sulemana,Argument,False,
10385544,,,,,86,,,5,,,substitution,,121633985.0,False,regular,,,,,,,,False
10385544,,,,,86,,,5,,,substitution,,121633984.0,False,regular,,,,,,,,False
10385544,,,,,85,,,6,,,card,,120668184.0,False,yellow,859901.0,Oliver Skipp,,,Oliver Skipp,Foul,False,
10385544,,2.0,3.0,,77,,,14,,,goal,,168406278.0,True,regular,10501.0,Theo Walcott,,,,,,
10385544,,1.0,3.0,,74,,,17,,,goal,,168406220.0,False,regular,38710.0,Ivan Perišić,,,,,,
10385544,,,,,70,,,21,,,substitution,,121633697.0,True,regular,,,,,,,,False
10385544,,,,,70,,,21,,,substitution,,121633696.0,True,regular,,,,,,,,False
10385544,,,,,70,,,21,,,substitution,,121633695.0,True,regular,,,,,,,,False
10385544,,1.0,2.0,,65,,,26,,,goal,,168405998.0,False,regular,108579.0,Harry Kane,,,,,,
10385544,,,,,55,,,36,,,varDecision,,16021.0,False,penaltyNotAwarded,38710.0,Ivan Perišić,True,,,,,
10385544,,1.0,1.0,,46,,,45,,,goal,,168405598.0,True,regular,773409.0,Che Adams,,,,,,
10385544,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10385544,,0.0,1.0,,45,1.0,,1,,,goal,,168405209.0,False,regular,913654.0,Pedro Porro,,,,,,
10385544,,,,,45,0.0,,1,,,injuryTime,,,,,,,,7.0,,,,
10385544,,,,,37,,,9,,,substitution,,121633083.0,False,injury,,,,,,,,True
10385544,,,,,34,,,12,,,substitution,,121633046.0,True,injury,,,,,,,,True
10385544,,,,,7,,,39,,,substitution,,121632852.0,True,injury,,,,,,,,True
10385544,,,,,5,,,41,,,substitution,,121632834.0,False,injury,,,,,,,,True
