match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_unsuccessfulTouch,stat_totalOffside,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_dispossessed,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_punches,stat_outfielderBlock,stat_goalAssist,stat_goals
11352570,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,25.0,23.0,5.0,3.0,21.0,22.0,2.0,3.0,1.0,1.0,1.0,12.0,1.0,1.0,2.0,2.0,2.0,90.0,37.0,7.0,3.0,0.0,0.0,0.00070314,0,-0.0541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352570,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,axel_disasi,827243,EUR,889574400,D,2,2,False,105.0,99.0,3.0,1.0,50.0,53.0,49.0,53.0,6.0,7.0,2.0,2.0,,,,,,90.0,116.0,7.2,7.0,0.1337,0.0,0.0583647,2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352570,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,99.0,95.0,2.0,,47.0,47.0,48.0,53.0,4.0,5.0,6.0,7.0,,,,,,90.0,109.0,7.4,5.0,0.0612,0.1504,0.0290632,1,,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11352570,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,26,26,False,50.0,41.0,6.0,3.0,19.0,21.0,22.0,30.0,4.0,5.0,1.0,8.0,,,,,,90.0,68.0,6.9,11.0,0.0,0.0,0.0361254,0,,1.0,2.0,5.0,,,3.0,,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
11352570,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,M,27,27,False,69.0,61.0,1.0,1.0,18.0,19.0,44.0,57.0,,4.0,,8.0,,,,,,77.0,95.0,7.1,18.0,0.0,0.0,0.0304696,0,,7.0,1.0,5.0,,,1.0,,,,3.0,1.0,2.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,
11352570,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,56.0,49.0,2.0,2.0,20.0,22.0,29.0,35.0,1.0,6.0,,9.0,,,,,,62.0,68.0,7.1,9.0,0.0512,0.0,0.0465756,1,,1.0,1.0,3.0,1.0,,,1.0,1.0,,4.0,2.0,2.0,,,,,,,,,,,,,,,,
11352570,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,59.0,53.0,4.0,3.0,18.0,20.0,35.0,39.0,1.0,6.0,1.0,5.0,,,,,,77.0,71.0,7.1,10.0,0.0774,0.0,0.0397571,1,,,,1.0,,1.0,,1.0,,,3.0,,,3.0,,,,1.0,1.0,,,1.0,,,,,,,
11352570,home,Chelsea,Ben Chilwell,ben-chilwell,B. Chilwell,D,3,181,10903,M,Chilly,802695,EUR,851126400,M,21,21,False,18.0,8.0,1.0,,3.0,3.0,6.0,19.0,4.0,7.0,,1.0,,,,,,62.0,39.0,6.9,18.0,0.263,0.0,0.415053,2,,4.0,4.0,8.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,,,2.0,True,1.0,,,,,
11352570,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,F,7,7,False,36.0,29.0,,,3.0,4.0,26.0,36.0,,2.0,,1.0,,,,,,90.0,51.0,6.8,13.0,0.4288,0.0,0.299969,3,,4.0,,2.0,1.0,2.0,,2.0,2.0,,,,,,,,,2.0,,,,,,,1.0,,,,
11352570,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177,121227,M,Enzo8,974505,EUR,979689600,F,8,8,False,89.0,80.0,6.0,3.0,22.0,22.0,59.0,74.0,2.0,8.0,,3.0,,,,,,90.0,118.0,7.9,22.0,0.1969,0.0166,0.497826,4,,7.0,1.0,6.0,1.0,2.0,,2.0,3.0,1.0,3.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,4.0,,1.0,,,,,
