match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_interceptionWon,stat_bigChanceMissed,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_errorLeadToAGoal
11409225,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,8,8,False,45.0,36.0,5.0,2.0,14.0,16.0,30.0,40.0,5.0,,5.0,,,90.0,77.0,8.1,18.0,0.7349,0.2981,0.499405,7,,,,pedroogoncalves28,,1.0,5.0,3.0,2.0,,2.0,,2.0,1.0,4.0,,2.0,4.0,2.0,2.0,,,11.0,1.0,,8.0,,,,,
11409225,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,True,17.0,13.0,,,3.0,5.0,12.0,14.0,4.0,,2.0,,,45.0,27.0,6.7,7.0,0.0157,0.0,0.206479,1,,,,,1.0,,2.0,,1.0,,,,,2.0,3.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,,2.0,,,,,
11409225,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,D,47,47,True,21.0,18.0,3.0,3.0,5.0,5.0,14.0,18.0,3.0,,2.0,,,35.0,34.0,6.8,5.0,0.0528,0.0,0.103852,1,,,,,,2.0,4.0,1.0,,,2.0,1.0,,2.0,1.0,,1.0,,,,,,2.0,,,1.0,,,,,
11409225,home,Sporting CP,Paulinho,paulinho,Paulinho,F,26,187,4934,M,205790,EUR,721267200,F,20,20,True,9.0,5.0,,,,,5.0,10.0,4.0,,1.0,,,26.0,15.0,7.2,6.0,0.1062,0.7467,0.027353,2,,,,,2.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,1.0,,,
11409225,home,Sporting CP,Afonso Moreira,afonso-moreira,A. Moreira,F,17,175,2494,M,1215906,EUR,1111190400,F,90,90,True,7.0,5.0,,,2.0,3.0,3.0,9.0,5.0,1.0,2.0,,,24.0,23.0,6.4,13.0,0.0,0.0,0.0103128,0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,1.0,3.0,,,,1.0,5.0,,,,,,,,
11409225,home,Sporting CP,Luís Neto,luis-neto,L. Neto,D,,185,201,M,59731,EUR,580608000,D,13,13,True,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409225,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,12,12,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409225,home,Sporting CP,Eduardo Quaresma,eduardo-quaresma,E. Quaresma,D,72,185,2167,M,989841,EUR,1015027200,D,72,72,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Eduardo,Quaresma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409225,home,Sporting CP,Mateus Fernandes,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,82,82,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409225,home,Sporting CP,Jovane Cabral,jovane-cabral,J. Cabral,F,11,176,1128,M,845802,EUR,897782400,F,77,77,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409225,away,Vizela,Fabijan Buntić,fabijan-buntic,F. Buntić,G,97,194,2915,M,827377,EUR,856742400,G,97,97,False,28.0,20.0,15.0,7.0,16.0,18.0,4.0,10.0,,,7.0,,4.0,90.0,36.0,6.7,8.0,0.0,0.0,0.00070029,0,-0.2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
11409225,away,Vizela,Tomás Silva,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,47.0,36.0,6.0,3.0,21.0,28.0,18.0,24.0,2.0,,5.0,,,90.0,86.0,8.0,17.0,0.0,0.0,0.377511,0,,,,,,,9.0,,,4.0,6.0,6.0,1.0,1.0,2.0,,,2.0,1.0,,1.0,2.0,5.0,1.0,,3.0,1.0,,,1.0,
11409225,away,Vizela,Bruno Wilson,bruno-wilson,B. Wilson,D,,192,89,M,830293,EUR,851644800,D,3,3,False,33.0,25.0,5.0,3.0,22.0,26.0,3.0,7.0,5.0,,1.0,,,90.0,55.0,7.5,8.0,0.0,0.0,0.00386879,0,,,,,4.0,5.0,9.0,,,8.0,3.0,1.0,,1.0,,,,,,,3.0,1.0,,3.0,,,,,,,
11409225,away,Vizela,Anderson,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,28.0,20.0,3.0,1.0,18.0,25.0,2.0,3.0,3.0,1.0,4.0,,,90.0,36.0,6.4,9.0,0.0,0.0,0.00043733,0,,,,,1.0,1.0,4.0,,,2.0,3.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,
11409225,away,Vizela,Matheus Pereira,matheus-pereira,M. Pereira,M,3,172,198,M,1016898,EUR,977356800,D,6,6,False,24.0,18.0,3.0,1.0,11.0,14.0,7.0,14.0,2.0,,2.0,,,68.0,41.0,6.5,11.0,0.0,0.0,0.00539233,0,,,,,,,3.0,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,2.0,4.0,,,,,,,,
11409225,away,Vizela,Rafael Bustamante,rafael-bustamante,R. Bustamante,M,5,176,34,M,934421,EUR,938822400,M,12,12,False,30.0,26.0,1.0,1.0,21.0,22.0,5.0,8.0,4.0,2.0,5.0,,,89.0,49.0,7.3,4.0,0.0154,0.0,0.00567013,1,,,,,1.0,1.0,8.0,,1.0,3.0,6.0,4.0,,1.0,,,,,,,1.0,1.0,,5.0,,,,,,,
11409225,away,Vizela,Diogo Nascimento,diogo-nascimento,D. Nascimento,M,8,166,875,M,997022,EUR,1036195200,M,90,90,False,32.0,28.0,5.0,4.0,14.0,15.0,14.0,17.0,4.0,1.0,5.0,,,90.0,44.0,6.6,7.0,0.0427,0.1007,0.0097623,2,,,,,2.0,,1.0,,1.0,4.0,,,2.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,
11409225,away,Vizela,Kiko Bondoso,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,10,10,False,25.0,19.0,1.0,1.0,7.0,9.0,12.0,17.0,9.0,1.0,9.0,,,89.0,42.0,6.4,15.0,0.0,0.0,0.0217978,0,,,,,4.0,,4.0,,,2.0,1.0,1.0,4.0,,2.0,,,4.0,,,,3.0,1.0,1.0,,,,,,,
11409225,away,Vizela,Samu,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,61.0,57.0,7.0,6.0,28.0,28.0,29.0,36.0,6.0,1.0,11.0,,,90.0,85.0,7.1,11.0,0.0458,0.0525,0.0709039,2,,,,,,1.0,7.0,,1.0,4.0,6.0,3.0,1.0,2.0,,True,1.0,2.0,,1.0,1.0,,3.0,,,,,,,,
11409225,away,Vizela,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,M,79,79,False,22.0,16.0,4.0,2.0,7.0,9.0,10.0,16.0,5.0,2.0,4.0,,,84.0,37.0,7.8,11.0,0.5264,0.9713,0.251997,2,,,,,1.0,1.0,6.0,1.0,,,2.0,1.0,,,2.0,,1.0,1.0,,1.0,,3.0,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0
11409225,away,Vizela,Samuel Essende,samuel-essende,S. Essende,F,9,192,6433,M,855808,EUR,885513600,F,99,99,False,21.0,15.0,1.0,,6.0,6.0,9.0,15.0,12.0,1.0,2.0,,,84.0,42.0,7.1,17.0,0.7381,0.6698,0.00509379,1,,,,essende.s,3.0,3.0,8.0,,,,2.0,2.0,4.0,1.0,1.0,,3.0,6.0,2.0,1.0,,1.0,,,,,,1.0,,,
11409225,away,Vizela,Orest Lebedenko,orest-lebedenko,O. Lebedenko,D,17,174,156,M,844409,EUR,906508800,D,19,19,True,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,22.0,16.0,6.7,3.0,0.0519,0.0,0.0156702,1,,,,,1.0,,,1.0,,6.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
11409225,away,Vizela,Hugo Oliveira,oliveira-hugo,H. Oliveira,D,2,174,21,M,1093052,EUR,1013299200,D,2,2,True,6.0,5.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,,1.0,,,17.0,10.0,6.4,3.0,0.0,0.0,0.0314799,0,,,,,,,1.0,,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,
11409225,away,Vizela,Jardel,jardel,Jardel,F,10,184,92,M,867853,EUR,874713600,F,7,7,True,3.0,3.0,,,2.0,2.0,1.0,1.0,3.0,,2.0,,,17.0,9.0,6.5,3.0,0.0225,0.0,0.00030163,1,,Jardel,,,2.0,,2.0,1.0,,,,,1.0,,,,,1.0,,,,2.0,,,,,,,,,
11409225,away,Vizela,Osama Rashid,osama-rashid,O. Rashid,M,20,180,711,M,786038,EUR,695260800,M,23,23,True,1.0,1.0,,,1.0,1.0,,,,,1.0,,,1.0,2.0,,,0.0,0.0,2.91e-06,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11409225,away,Vizela,Dylan Saint-Louis,dylan-saint-louis,D. Saint-Louis,F,,184,100,M,788833,EUR,798854400,F,14,14,True,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,0.0,0.0,1.58e-06,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11409225,away,Vizela,Francesco Ruberto,francesco-ruberto,F. Ruberto,G,12,184,22,M,335305,EUR,732499200,G,1,1,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409225,away,Vizela,Rodrigo Escoval,rodrigo-escoval,R. Escoval,D,26,188,59,M,825675,EUR,863049600,D,25,25,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409225,away,Vizela,Alex Méndez,alex-mendez,A. Méndez,M,19,178,126,M,985125,EUR,968198400,M,8,8,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409225,away,Vizela,Iker Unzueta,iker-unzueta,I. Unzueta,F,19,184,28,M,950676,EUR,902188800,F,9,9,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
