match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_bigChanceCreated,stat_onTargetScoringAttempt,captain,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_accurateCross,stat_goodHighClaim,stat_errorLeadToAShot,player_sofascoreId,stat_penaltyWon
12785413,home,Wycombe Wanderers,Franco Ravizzoli,Franco Ravizzoli,,franco-ravizzoli,F. Ravizzoli,G,25,188.0,35,M,1088141,EUR,868406400,G,1,1,False,34.0,26.0,24.0,16.0,0.0,14.0,14.0,12.0,20.0,8.0,2.0,1.0,2.0,1.0,1.0,90.0,37.0,7.2,8.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12785413,home,Wycombe Wanderers,Jasper Pattenden,Jasper Pattenden,,jasper-pattenden,J. Pattenden,D,17,173.0,21,M,1388274,EUR,1018828800,D,31,31,False,13.0,9.0,2.0,,0.0,7.0,8.0,2.0,5.0,2.0,,,,,,90.0,30.0,6.7,7.0,,0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12785413,home,Wycombe Wanderers,Joe Low,Joe Low,,joe-low,J. Low,D,5,196.0,65,M,1153493,EUR,1014163200,D,17,17,False,36.0,30.0,6.0,6.0,0.0,19.0,20.0,11.0,16.0,4.0,,,,,,90.0,42.0,7.2,6.0,3.0,0,3.0,3.0,6.0,,1.0,,1.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,
12785413,home,Wycombe Wanderers,Declan Skura,Declan Skura,,skura-declan,D. Skura,D,25,188.0,33,M,1527689,EUR,1018310400,D,25,25,False,28.0,24.0,5.0,3.0,0.0,18.0,19.0,6.0,9.0,1.0,,,,,,90.0,38.0,6.4,5.0,1.0,0,1.0,2.0,2.0,,3.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12785413,home,Wycombe Wanderers,Alex Hartridge,,,alex-hartridge,A. Hartridge,D,16,185.0,23,M,884990,EUR,920937600,D,5,5,False,14.0,10.0,6.0,3.0,0.0,7.0,8.0,3.0,7.0,1.0,,,,,,90.0,28.0,6.5,8.0,,0,,2.0,1.0,2.0,3.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12785413,home,Wycombe Wanderers,Tyreeq Bakinson,,,tyreeq-bakinson,T. Bakinson,M,15,185.0,31,M,839831,EUR,884217600,M,16,16,False,27.0,19.0,4.0,1.0,0.0,8.0,10.0,11.0,17.0,8.0,,,,,,90.0,31.0,6.3,10.0,,1,1.0,5.0,1.0,,,,,,,,1.0,,,3.0,,1.0,1.0,,,,,,,,,,,,,,
12785413,home,Wycombe Wanderers,David Wheeler,,,david-wheeler,D. Wheeler,M,7,180.0,18,M,50054,EUR,654998400,M,7,7,False,14.0,7.0,,,0.0,2.0,2.0,5.0,12.0,1.0,,,,,,63.0,23.0,6.8,8.0,1.0,1,,,4.0,,1.0,,,,1.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
12785413,home,Wycombe Wanderers,Josh Scowen,,,josh-scowen,J. Scowen,M,4,178.0,20,M,149756,EUR,733276800,M,4,4,False,11.0,8.0,2.0,1.0,0.0,4.0,4.0,4.0,7.0,2.0,,,,,,64.0,24.0,6.7,7.0,1.0,0,,5.0,5.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,True,3.0,1.0,,,,,,,,,
12785413,home,Wycombe Wanderers,Matt Butcher,,,matt-butcher,M. Butcher,M,18,188.0,20,M,817575,EUR,863568000,M,8,8,False,17.0,11.0,5.0,1.0,0.0,5.0,7.0,6.0,12.0,2.0,,,,,,75.0,23.0,6.5,8.0,,2,,2.0,1.0,,,1.0,,,,,1.0,,,2.0,2.0,,1.0,,,,,,1.0,,,,,,,,
12785413,home,Wycombe Wanderers,Kieran Sadlier,,,kieran-sadlier,K. Sadlier,M,,178.0,42,M,136381,EUR,779500800,M,23,23,False,12.0,9.0,1.0,1.0,0.0,5.0,6.0,4.0,9.0,5.0,,,,,,63.0,19.0,6.7,8.0,1.0,1,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,
