match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,captain,stat_aerialLost,stat_dispossessed,stat_fouls,stat_goalAssist,stat_wasFouled,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_ownGoals
11352404,home,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,False,34.0,33.0,2.0,1.0,33.0,33.0,1.0,2.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,45.0,6.1,1.0,0.0002251,0,-1.2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352404,home,Liverpool,Trent Alexander-Arnold,,,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,81.0,66.0,15.0,8.0,34.0,37.0,47.0,1.0,10.0,,,,,,,90.0,103.0,7.8,21.0,0.300259,4,,33.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2357,0.152,2.0,,,,,,,,,,,,,
11352404,home,Liverpool,Joël Matip,,,joel-matip,J. Matip,D,,195,3362,M,joelmatip,51501,EUR,681609600,D,32,32,False,57.0,52.0,4.0,2.0,38.0,41.0,16.0,3.0,5.0,,,,,,,69.0,67.0,7.2,5.0,0.00482063,1,,14.0,,,,2.0,,,,1.0,,,,,1.0,1.0,,0.0267,,,1.0,3.0,1.0,,,,,,,,,,
11352404,home,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,108.0,90.0,6.0,2.0,56.0,61.0,47.0,1.0,10.0,,,,,,,90.0,123.0,6.8,19.0,0.0195525,2,,34.0,,,7.0,9.0,,,,,,2.0,,,2.0,2.0,,0.1831,,,7.0,,4.0,True,5.0,1.0,1.0,,,,,,
11352404,home,Liverpool,Konstantinos Tsimikas,,,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,False,50.0,43.0,4.0,2.0,18.0,18.0,38.0,2.0,8.0,,,,,,,90.0,91.0,7.4,19.0,0.0900812,0,,26.0,6.0,1.0,7.0,6.0,1.0,3.0,2.0,,,,,,3.0,1.0,1.0,,,4.0,,,3.0,,4.0,1.0,,1.0,1.0,,,,
11352404,home,Liverpool,Dominik Szoboszlai,,,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,39.0,33.0,1.0,1.0,14.0,17.0,23.0,1.0,4.0,,,,,,,64.0,52.0,7.3,8.0,0.0402507,3,,19.0,1.0,,1.0,3.0,1.0,,,1.0,2.0,,,,,,,0.1049,0.0547,1.0,,,,,,,,,3.0,1.0,,,
11352404,home,Liverpool,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,38.0,33.0,1.0,1.0,15.0,15.0,23.0,1.0,6.0,,,,,,,65.0,51.0,7.1,11.0,0.0133327,1,,18.0,,,4.0,2.0,1.0,1.0,,,1.0,,,1.0,2.0,2.0,2.0,0.0324,0.5183,,,,1.0,,,2.0,,,,,,,
11352404,home,Liverpool,Ryan Gravenberch,,,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,43.0,32.0,2.0,2.0,11.0,12.0,31.0,,9.0,,,,,,,83.0,60.0,6.7,20.0,0.109897,2,,21.0,,,4.0,2.0,,4.0,,1.0,1.0,,,,2.0,1.0,4.0,0.0377,0.0149,1.0,,,1.0,,,,,,,,,,
11352404,home,Liverpool,Mohamed Salah,,,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,35.0,22.0,1.0,1.0,6.0,7.0,29.0,,2.0,,,,,,,90.0,57.0,7.0,22.0,0.242782,2,,16.0,1.0,,5.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.7703,0.0628,5.0,,,,,,2.0,,1.0,,,2.0,2.0,
11352404,home,Liverpool,Darwin Núñez,,,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,9,9,False,30.0,17.0,2.0,1.0,3.0,4.0,26.0,,2.0,,,,,,,90.0,47.0,6.4,19.0,0.0556131,3,,14.0,,,6.0,4.0,,1.0,,2.0,,1.0,1.0,,1.0,1.0,3.0,0.3214,,1.0,1.0,,,,3.0,1.0,1.0,,2.0,3.0,1.0,2.0,
11352404,home,Liverpool,Luis Díaz,,,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,F,7,7,False,38.0,29.0,,,3.0,3.0,35.0,,6.0,,,,,,,90.0,60.0,7.4,15.0,0.0434006,5,,26.0,,,7.0,5.0,,4.0,1.0,1.0,4.0,,,,1.0,,2.0,0.5345,0.6041,2.0,3.0,,,,1.0,1.0,2.0,,,1.0,,,
11352404,home,Liverpool,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,F,18,18,True,16.0,12.0,1.0,1.0,1.0,2.0,14.0,,1.0,,,,,,,26.0,25.0,6.9,6.0,0.034453,1,,11.0,,,2.0,2.0,,1.0,1.0,,1.0,,,,,,1.0,0.0185,0.2103,,,,1.0,,,1.0,1.0,,1.0,,,,
11352404,home,Liverpool,Joe Gomez,,,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,True,18.0,17.0,1.0,,6.0,6.0,14.0,,4.0,,,,,,,25.0,27.0,6.5,4.0,0.0273534,0,,11.0,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,
11352404,home,Liverpool,Ibrahima Konaté,,,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,True,29.0,24.0,5.0,4.0,11.0,12.0,17.0,,4.0,,,,,,,21.0,32.0,6.7,5.0,0.0121451,0,,13.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
11352404,home,Liverpool,Wataru Endo,,,wataru-endo,W. Endo,M,3,178,19869,M,endowataru,143040,EUR,729216000,M,3,3,True,8.0,6.0,,,3.0,4.0,4.0,,1.0,,,,,,,15.0,12.0,7.4,3.0,0.00036538,2,,3.0,,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,0.141,0.5717,1.0,,,,,1.0,,,,,,,,
11352404,home,Liverpool,Adrián,,,adrian,Adrián,G,13,190,2131,M,,50539,EUR,536630400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352404,home,Liverpool,Jarell Quansah,,,jarell-quansah,J. Quansah,D,4,190,10315,M,jarellquansah,1003339,EUR,1043798400,D,78,78,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352404,home,Liverpool,Ben Gannon-Doak,Ben Doak,,ben-doak,B. Doak,M,11,174,6791,M,bendoak._,1154861,EUR,1131667200,F,50,50,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352404,home,Liverpool,Curtis Jones,,,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352404,home,Liverpool,Harvey Elliott,,,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352404,away,Fulham,Bernd Leno,,,bernd-leno,B. Leno,G,1,190,2695,M,,103335,EUR,699667200,G,17,17,False,35.0,19.0,25.0,9.0,11.0,12.0,23.0,2.0,13.0,,,4.0,9.0,1.0,1.0,90.0,53.0,7.4,16.0,0.0022727,0,-1.8112,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11352404,away,Fulham,Kenny Tete,,,kenny-tete,K. Tete,D,2,180,1146,M,,190877,EUR,813196800,D,2,2,False,20.0,10.0,,,3.0,8.0,13.0,4.0,2.0,,,,,,,75.0,46.0,7.2,16.0,0.0170514,1,,7.0,1.0,,4.0,2.0,1.0,1.0,,,1.0,,,1.0,2.0,1.0,1.0,0.5497,0.4487,,,,4.0,,2.0,,,,,,,,
11352404,away,Fulham,Calvin Bassey,,,calvin-bassey,C. Bassey,D,3,185,8710,M,,861972,EUR,946598400,D,3,3,False,36.0,23.0,9.0,1.0,20.0,26.0,10.0,2.0,7.0,,,,,,,90.0,46.0,6.1,13.0,0.00122329,0,,3.0,,,3.0,3.0,,,,,,,,,1.0,1.0,,,,,2.0,1.0,4.0,,1.0,,2.0,,,,,,
11352404,away,Fulham,Tim Ream,,,tim-ream,T. Ream,D,3,185,548,M,,118179,EUR,560390400,D,13,13,False,35.0,28.0,4.0,3.0,23.0,28.0,7.0,3.0,5.0,,,,,,,90.0,44.0,6.6,7.0,0.00302906,0,,5.0,,,1.0,3.0,,1.0,1.0,,,,,,1.0,,,,,,1.0,3.0,1.0,True,1.0,,,,,1.0,,,
11352404,away,Fulham,Antonee Robinson,,,antonee-robinson,A. Robinson,D,33,183,2862,M,,803174,EUR,870998400,D,33,33,False,40.0,28.0,7.0,2.0,17.0,24.0,16.0,4.0,13.0,,,,,,,90.0,79.0,7.7,16.0,0.178242,2,,11.0,,,3.0,7.0,1.0,2.0,1.0,,1.0,1.0,,,4.0,3.0,1.0,0.0605,0.158,1.0,1.0,,13.0,,,,1.0,1.0,1.0,,,,
11352404,away,Fulham,Harrison Reed,,,harrison-reed,H. Reed,M,6,176,353,M,,365802,EUR,791164800,M,6,6,False,35.0,29.0,1.0,1.0,19.0,22.0,15.0,6.0,3.0,,,,,,,89.0,58.0,6.8,12.0,0.00549443,0,,10.0,2.0,,1.0,3.0,,2.0,1.0,,,,,,2.0,1.0,3.0,,,,,1.0,3.0,,,,,,,,,,
11352404,away,Fulham,João Palhinha,,,joao-palhinha,J. Palhinha,M,6,189,16491,M,Palhinha,364612,EUR,805248000,M,26,26,False,28.0,23.0,1.0,1.0,12.0,15.0,13.0,4.0,7.0,,,,,,,90.0,54.0,7.1,7.0,0.00535327,2,,11.0,,,5.0,8.0,1.0,,,,1.0,1.0,,,5.0,1.0,1.0,0.0781,0.362,,,,4.0,,,,4.0,,3.0,,,,
11352404,away,Fulham,Harry Wilson,,,harry-wilson,H. Wilson,M,8,173,4932,M,,355528,EUR,858988800,M,8,8,False,15.0,12.0,2.0,2.0,3.0,3.0,13.0,2.0,2.0,,,,,,,62.0,32.0,7.3,9.0,0.0154845,1,,9.0,1.0,,3.0,2.0,1.0,1.0,,,1.0,,,1.0,2.0,1.0,3.0,0.2375,0.2097,,,1.0,1.0,,,1.0,,,,,,,
11352404,away,Fulham,Andreas Pereira,,,andreas-pereira,A. Pereira,M,8,177,14092,M,andreaspereira,285949,EUR,820454400,M,18,18,False,26.0,23.0,,,5.0,6.0,23.0,,6.0,,,,,,,62.0,39.0,6.9,7.0,0.0813608,1,,20.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,,,,,2.0,,1.0,0.0674,,3.0,,,2.0,,,1.0,,,,,,,
11352404,away,Fulham,Alex Iwobi,,,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,M,22,22,False,29.0,22.0,1.0,,7.0,8.0,23.0,,2.0,,,,,,,75.0,43.0,6.3,17.0,0.0310532,0,,15.0,2.0,,3.0,2.0,,4.0,1.0,,,,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,
11352404,away,Fulham,Raúl Jiménez,,,raul-jimenez,R. Jiménez,F,7,189,17432,M,RJimenez9,192442,EUR,673401600,F,7,7,False,24.0,14.0,3.0,2.0,5.0,7.0,17.0,1.0,4.0,,,,,,,90.0,40.0,7.0,14.0,0.0146343,1,,9.0,,,10.0,12.0,1.0,1.0,1.0,,,1.0,,,2.0,1.0,2.0,0.0323,,,8.0,,1.0,,8.0,1.0,,,1.0,,,,
11352404,away,Fulham,Tom Cairney,,,tom-cairney,T. Cairney,M,10,185,581,M,,82566,EUR,664329600,M,10,10,True,26.0,22.0,4.0,3.0,12.0,15.0,11.0,,1.0,,,,,,,28.0,27.0,6.9,5.0,0.519139,0,,10.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,
11352404,away,Fulham,Willian,,,willian,Willian,F,88,175,9698,M,willianborges88,31417,EUR,587088000,F,20,20,True,18.0,15.0,1.0,1.0,8.0,9.0,9.0,1.0,2.0,,,,,,,28.0,21.0,6.7,4.0,0.0337382,0,,7.0,,,1.0,2.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,
11352404,away,Fulham,Timothy Castagne,,,timothy-castagne,T. Castagne,D,21,185,2321,M,,329417,EUR,818121600,D,21,21,True,15.0,11.0,1.0,,10.0,13.0,2.0,1.0,1.0,,,,,,,15.0,23.0,6.0,5.0,0.00068516,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352404,away,Fulham,Bobby Decordova-Reid,,,bobby-decordova-reid,B. Reid,M,14,170,1230,M,,151499,EUR,728611200,F,14,14,True,9.0,5.0,,,4.0,7.0,3.0,1.0,2.0,,,,,,,15.0,17.0,7.0,7.0,0.00269396,1,,2.0,1.0,1.0,3.0,2.0,1.0,2.0,,,1.0,,,1.0,,,1.0,0.187,0.6073,,2.0,,,,,,,,,,,,
11352404,away,Fulham,Carlos Vinícius,,,carlos-vinicius,C. Vinícius,F,95,190,7091,M,,891920,EUR,796089600,F,30,30,True,1.0,,,,,,1.0,,,,,,,,,8.0,4.0,6.4,2.0,,0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11352404,away,Fulham,Marek Rodák,,,marek-rodak,M. Rodák,G,1,188,517,M,,358694,EUR,850435200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352404,away,Fulham,Tosin Adarabioyo,,,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
