match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,confirmed,from
11352404,FT,4.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,
11352404,,,,,90,,,1,,,substitution,122260233.0,False,False,regular,,,,,
11352404,,,,,90,0.0,,1,,,injuryTime,,,,,7.0,,,,
11352404,,4.0,3.0,,88,,,3,,,goal,175448754.0,,True,regular,,795064.0,Trent Alexander-Arnold,,
11352404,,3.0,3.0,,87,,,4,,,goal,175448654.0,,True,regular,,143040.0,Wataru Endo,,
11352404,,,,,83,,,8,,,substitution,122260211.0,False,True,regular,,,,,
11352404,,2.0,3.0,,80,,,11,,,goal,175448320.0,,False,regular,,151499.0,Bobby Decordova-Reid,,
11352404,,,,,75,,,16,,,substitution,122260140.0,False,False,regular,,,,,
11352404,,,,,75,,,16,,,substitution,122260139.0,False,False,regular,,,,,
11352404,,,,,69,,,22,,,substitution,122260079.0,True,True,injury,,,,,
11352404,,,,,65,,,26,,,substitution,122260045.0,False,True,regular,,,,,
11352404,,,,,64,,,27,,,substitution,122260044.0,False,True,regular,,,,,
11352404,,,,,62,,,29,,,substitution,122260033.0,False,False,regular,,,,,
11352404,,,,,62,,,29,,,substitution,122260034.0,False,False,regular,,,,,
11352404,HT,2.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,
11352404,,,,,45,5.0,,1,,,varDecision,22172.0,,False,goalNotAwarded,,190877.0,Kenny Tete,False,
11352404,,2.0,2.0,,45,3.0,,1,,,goal,175445618.0,,False,regular,,190877.0,Kenny Tete,,
11352404,,,,,45,0.0,,1,,,injuryTime,,,,,9.0,,,,
11352404,,2.0,1.0,,38,,,8,,,goal,175445083.0,,True,regular,,895324.0,Alexis Mac Allister,,
11352404,,1.0,1.0,,24,,,22,,,goal,175444551.0,,False,regular,,355528.0,Harry Wilson,,
11352404,,1.0,0.0,,20,,,26,,,goal,175444377.0,,True,ownGoal,,103335.0,Bernd Leno,,owngoal
