match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_unsuccessfulTouch,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_goals,stat_wasFouled,captain,stat_bigChanceMissed,stat_punches
12764404,home,PSV Eindhoven,Hirving Lozano,,,hirving-lozano,H. Lozano,F,11,175,6560,M,385320,EUR,807062400,F,27,27,True,5.0,5.0,,,0.0,,,7.0,,,,,,,16.0,12.0,6.9,2.0,0.0267165,4,,5.0,2.0,,,,1.0,,1.0,,,,,,0.1557,,,3.0,,,,,,,,hirvinglozano,1.0,0.0793,1.0,,,,,
12764404,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175,944,M,985176,EUR,968198400,M,37,37,True,5.0,5.0,,,0.0,,,8.0,,,,,,,1.0,8.0,,3.0,0.00648552,0,,5.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12764404,home,PSV Eindhoven,Niek Schiks,,,niek-schiks,N. Schiks,G,24,188,223,M,1134720,EUR,1075766400,G,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,home,PSV Eindhoven,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189,377,M,610396,EUR,848102400,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,451,M,825838,EUR,920592000,D,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,home,PSV Eindhoven,Fredrik Oppegård,,,fredrik-oppegard,F. Oppegård,D,22,175,200,M,1005648,EUR,1028678400,D,35,35,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,home,PSV Eindhoven,Isaac Babadi,,,isaac-babadi,I. Babadi,M,10,179,1023,M,1120701,EUR,1112745600,M,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,home,PSV Eindhoven,Tygo Land,,,land-tygo,T. Land,M,18,180,852,M,1441117,EUR,1136937600,M,28,28,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Dmytro Riznyk,,,dmytro-riznyk,D. Riznyk,G,31,191,514,M,941669,EUR,917654400,G,31,31,False,41.0,23.0,35.0,17.0,0.0,13.0,13.0,28.0,23.0,6.0,11.0,15.0,1.0,1.0,90.0,69.0,10.0,18.0,0.00734644,0,2.0232,10.0,,,,,4.0,,,,,,,,,,4.0,,1.0,,,,,1.0,,,,,,,,,,1.0
12764404,away,Shakhtar Donetsk,Yukhym Konoplia,,,konoplia-yukhym,Y. Konoplia,D,26,180,450,M,904852,EUR,935625600,D,26,26,False,21.0,16.0,1.0,,2.0,7.0,10.0,14.0,6.0,,,,,,90.0,56.0,7.8,14.0,0.25927,2,,11.0,3.0,2.0,3.0,4.0,5.0,,,,1.0,1.0,,,0.0799,4.0,4.0,2.0,4.0,,2.0,1.0,1.0,,3.0,,,,,,,,,
12764404,away,Shakhtar Donetsk,Valeriy Bondar,,,bondar-valeriy,V. Bondar,D,5,184,326,M,904850,EUR,920073600,D,5,5,False,25.0,23.0,3.0,3.0,0.0,14.0,15.0,10.0,3.0,,,,,,90.0,43.0,7.0,2.0,0.00594327,0,,9.0,,,2.0,2.0,5.0,,,,2.0,1.0,,,,,3.0,,7.0,2.0,1.0,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Mykola Matviyenko,,,mykola-matviyenko,M. Matviyenko,D,22,182,622,M,353272,EUR,830995200,D,22,22,False,34.0,27.0,9.0,5.0,0.0,16.0,17.0,17.0,2.0,,,,,,90.0,46.0,6.7,7.0,0.0254193,2,,11.0,,,1.0,1.0,1.0,,,1.0,,,,,0.2441,,1.0,1.0,6.0,1.0,3.0,,,,,,,,,,,True,1.0,
12764404,away,Shakhtar Donetsk,Pedro Henrique,Pedrinho,,pedrinho,P. Henrique,D,13,177,481,M,1100817,EUR,1026345600,D,13,13,False,16.0,13.0,2.0,1.0,0.0,10.0,12.0,4.0,,,,,,,69.0,31.0,6.3,6.0,0.00327457,1,,3.0,,,,2.0,1.0,2.0,,1.0,1.0,1.0,,,0.0287,,,,5.0,,2.0,,,,1.0,,,,,,,,,
12764404,away,Shakhtar Donetsk,Dmytro Kryskiv,,,kryskiv-dmytro,D. Kryskiv,M,8,175,197,M,904859,EUR,970790400,M,8,8,False,28.0,25.0,1.0,1.0,0.0,15.0,17.0,12.0,8.0,,,,,,90.0,44.0,6.2,10.0,0.0272246,1,,10.0,1.0,,1.0,8.0,2.0,,3.0,1.0,,,2.0,,0.0998,1.0,1.0,,2.0,,2.0,2.0,,,1.0,,,,,,1.0,,,
12764404,away,Shakhtar Donetsk,Oleksandr Zubkov,,,oleksandr-zubkov,O. Zubkov,M,22,182,1318,M,353282,EUR,839030400,M,11,11,False,25.0,19.0,5.0,2.0,0.0,7.0,9.0,19.0,3.0,,,,,,66.0,47.0,8.2,13.0,0.640551,2,,14.0,3.0,2.0,1.0,5.0,4.0,,3.0,1.0,2.0,2.0,,,0.1879,2.0,,,2.0,,,3.0,1.0,,2.0,,1.0,0.5164,2.0,1.0,,,,
12764404,away,Shakhtar Donetsk,Artem Bondarenko,,,artem-bondarenko,A. Bondarenko,M,21,182,363,M,958923,EUR,966816000,M,21,21,False,20.0,14.0,2.0,,0.0,3.0,7.0,13.0,2.0,,,,,,90.0,31.0,6.3,9.0,0.0436332,1,,11.0,,,1.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,0.0346,,,,2.0,1.0,,1.0,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Georgiy Sudakov,,,georgiy-sudakov,G. Sudakov,M,10,177,6537,M,1123925,EUR,1030838400,M,10,10,False,32.0,28.0,3.0,2.0,0.0,16.0,18.0,17.0,3.0,,,,,,90.0,51.0,6.7,13.0,0.0468027,1,,13.0,3.0,1.0,,4.0,6.0,1.0,2.0,,2.0,1.0,,,0.0409,1.0,2.0,1.0,1.0,,1.0,2.0,,,3.0,,,,1.0,,1.0,,,
12764404,away,Shakhtar Donetsk,Kevin,Kevin,,kevin,Kevin,M,22,176,5464,M,1112879,EUR,1041638400,M,37,37,False,9.0,6.0,,,0.0,3.0,4.0,6.0,1.0,,,,,,71.0,23.0,7.0,6.0,0.00126073,0,,3.0,1.0,,,2.0,6.0,1.0,3.0,,3.0,2.0,,,,,,,1.0,,,,,,1.0,,,,2.0,,1.0,,,
12764404,away,Shakhtar Donetsk,Danylo Sikan,,,sikan-danylo,D. Sikan,F,14,185,1357,M,945479,EUR,987379200,F,14,14,False,12.0,8.0,,,0.0,4.0,4.0,8.0,2.0,,,,,,55.0,22.0,7.8,6.0,0.0362635,2,,4.0,,,1.0,2.0,6.0,,1.0,,2.0,1.0,,,0.3094,1.0,2.0,,1.0,,,1.0,,,,,2.0,0.5118,1.0,1.0,1.0,,,
12764404,away,Shakhtar Donetsk,Eguinaldo,Eguinaldo,,eguinaldo,Eguinaldo,F,7,175,1189,M,1390545,EUR,1092009600,F,7,7,True,9.0,5.0,,,0.0,2.0,3.0,6.0,1.0,,,,,,35.0,19.0,6.5,9.0,0.0277508,0,,3.0,,,4.0,7.0,3.0,1.0,,,,,,,,,3.0,,1.0,1.0,,2.0,,,3.0,,,,,,,,,
12764404,away,Shakhtar Donetsk,Taras Stepanenko,,,taras-stepanenko,T. Stepanenko,M,33,181,401,M,45604,EUR,618537600,M,6,6,True,4.0,1.0,1.0,,0.0,1.0,2.0,2.0,1.0,,,,,,24.0,8.0,6.3,3.0,7.2e-07,0,,,,,,,1.0,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Bartol Franjić,,,bartol-franjic,B. Franjić,D,4,188,632,M,880742,EUR,947808000,M,4,4,True,1.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,19.0,10.0,6.7,,1.169e-05,0,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Kiril Fesyun,,,fesyun-kiril,K. Fesyun,G,23,191,95,M,1002780,EUR,1028678400,G,72,72,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Irakli Azarovi,,,azarovi-irakli,I. Azarovi,D,16,179,933,M,979665,EUR,1014249600,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Vinícius Tobias,Vinicius Augusto,,vinicius-tobias,V. Tobias,D,17,175,2851,M,1067639,EUR,1077494400,D,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,vinitobias,,,,,,,,
12764404,away,Shakhtar Donetsk,Alaa Ghram,,,alaa-ghram,A. Ghram,D,18,190,1435,M,1011994,EUR,995932800,D,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Marian Shved,,,marian-shved,M. Shved,M,9,171,269,M,791170,EUR,869011200,M,9,9,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Marlon Gomes,Marlon Gomes,,marlon-gomes,M. Gomes,M,6,184,1923,M,1105833,EUR,1071360000,M,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Pedrinho,,,pedrinho,Pedrinho,M,10,172,1486,M,874030,EUR,892425600,M,38,38,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Newerton Palmares,Newertton,,newerton-palmares,N. Palmares,M,11,167,823,M,1485599,EUR,1117756800,F,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764404,away,Shakhtar Donetsk,Lassina Traoré,,,lassina-traore,L. Traoré,F,2,183,5227,M,911719,EUR,979257600,F,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,lastraore19,,,,,,,,
