match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_penaltyConceded,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,player_sofascoreId,stat_penaltyWon
11401878,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,24.0,14.0,17.0,7.0,10.0,11.0,4.0,13.0,1.0,2.0,3.0,7.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,90.0,36.0,6.7,11.0,0.00512422,0,-0.7026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401878,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,36.0,30.0,3.0,2.0,16.0,18.0,15.0,19.0,,4.0,1.0,8.0,,,,,,,,,82.0,52.0,6.8,6.0,0.0978464,0,,,,1.0,1.0,2.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
11401878,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,31.0,29.0,3.0,2.0,21.0,22.0,8.0,9.0,3.0,8.0,4.0,5.0,2.0,,,,,,,,90.0,53.0,7.5,4.0,0.00329568,0,,,,,,3.0,,5.0,4.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,
11401878,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,3,3,False,39.0,31.0,6.0,4.0,19.0,21.0,12.0,18.0,4.0,9.0,4.0,9.0,,,,,,,,,90.0,55.0,6.7,9.0,0.0128555,2,,,,,,3.0,,5.0,,1.0,1.0,,,1.0,1.0,1.0,0.0264,1.0,,,,,,,,,,,
11401878,home,RKC Waalwijk,Aaron Meijers,aaron-meijers,A. Meijers,D,14,176,30,M,32386,EUR,562377600,D,28,28,False,50.0,30.0,10.0,3.0,11.0,17.0,20.0,40.0,1.0,11.0,6.0,7.0,4.0,3.0,,,,,,,90.0,93.0,7.6,34.0,1.16617,0,,Aaron,Meijers,7.0,1.0,5.0,2.0,7.0,1.0,2.0,,,,1.0,,,,2.0,2.0,2.0,1.0,,,,,,,,
11401878,home,RKC Waalwijk,Godfried Roemeratoe,godfried-roemeratoe,G. Roemeratoe,M,6,178,106,M,825849,EUR,935020800,M,24,24,False,25.0,21.0,1.0,1.0,13.0,14.0,8.0,11.0,1.0,3.0,2.0,4.0,,,,,,,,,83.0,39.0,6.5,6.0,0.00577,0,,,,,,5.0,1.0,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,2.0,,,,,,,
11401878,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,6,6,False,44.0,38.0,8.0,6.0,14.0,16.0,26.0,31.0,,5.0,,10.0,1.0,1.0,,,,,,,90.0,60.0,7.6,9.0,0.238463,1,,,,3.0,2.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,,2.0,,,0.0904,1.0,,,,,1.0,1.0,1.0,0.1138,,,
11401878,home,RKC Waalwijk,Zakaria Bakkali,zakaria-bakkali,Z. Bakkali,M,99,168,156,M,285941,EUR,822614400,M,11,11,False,10.0,7.0,1.0,,1.0,2.0,6.0,17.0,,3.0,,2.0,,1.0,,,,,,,59.0,29.0,6.6,15.0,0.00223351,1,,,,9.0,,3.0,,,,,,,,2.0,,1.0,0.0505,1.0,,,,3.0,2.0,,,,,,
11401878,home,RKC Waalwijk,Reuven Niemeijer,reuven-niemeijer,R. Niemeijer,M,10,178,46,M,846202,EUR,796262400,M,27,27,False,5.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,,1.0,,3.0,,1.0,,,,,,,45.0,10.0,6.3,3.0,0.0003795,0,,,,,,3.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11401878,home,RKC Waalwijk,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,M,7,7,False,11.0,9.0,1.0,,,,10.0,18.0,1.0,7.0,,2.0,1.0,2.0,,,,,,,70.0,34.0,6.6,14.0,0.2193,2,,,,7.0,1.0,7.0,1.0,1.0,1.0,,1.0,,2.0,5.0,1.0,1.0,0.0422,,,,,3.0,3.0,,,,,,
11401878,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,False,23.0,16.0,,,5.0,7.0,11.0,17.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,90.0,33.0,7.3,10.0,0.014513,3,,,,1.0,,8.0,,,,3.0,4.0,,,1.0,2.0,,0.565,,,,,,,1.0,1.0,0.6528,True,,
11401878,home,RKC Waalwijk,David Min,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,True,5.0,3.0,1.0,,1.0,1.0,2.0,4.0,,,,1.0,3.0,,,,,,,,45.0,10.0,6.3,6.0,0.00814553,0,,,,,,3.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
