match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalCross,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_penaltyConceded,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goalAssist,stat_penaltyWon
11807974,home,Willem II Tilburg,Connor van den Berg,,,connor-van-den-berg,C. van den Berg,G,16,187.0,35,M,990815,EUR,984873600,G,24,24,False,49.0,42.0,12.0,5.0,39.0,41.0,3.0,8.0,1.0,1.0,13.0,1.0,2.0,1.0,6.0,90.0,61.0,7.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Tommy St. Jago,,,tommy-st-jago,T. S. Jago,D,33,186.0,183,M,876232,EUR,946857600,D,33,33,False,74.0,66.0,13.0,8.0,47.0,52.0,19.0,22.0,3.0,,5.0,,,,,55.0,88.0,7.1,10.0,0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Raffael Behounek,,,behounek-raffael,R. Behounek,D,30,187.0,82,M,799723,EUR,861148800,D,30,30,False,61.0,50.0,13.0,7.0,45.0,51.0,5.0,10.0,1.0,,6.0,,,,,90.0,71.0,6.7,12.0,0,,,1.0,,,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Freek Heerkens,,,freek-heerkens,F. Heerkens,D,,185.0,12,M,81003,EUR,621648000,D,3,3,False,77.0,68.0,7.0,2.0,50.0,56.0,18.0,22.0,2.0,1.0,2.0,,,,,90.0,91.0,6.2,11.0,0,,1.0,4.0,,,,1.0,2.0,1.0,,,,1.0,True,1.0,1.0,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Niels van Berkel,,,niels-van-berkel,N. v. Berkel,D,15,174.0,24,M,1391809,EUR,999820800,D,44,44,False,33.0,24.0,4.0,1.0,18.0,25.0,7.0,14.0,5.0,1.0,6.0,,,,,74.0,54.0,6.4,21.0,0,1.0,2.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,,2.0,,,6.0,,1.0,1.0,,,,,,,,,,
11807974,home,Willem II Tilburg,Khaled Razak,Khaled Razak,,khaled-razak,K. Razak,F,35,174.0,57,M,1431921,EUR,1134432000,M,35,35,False,39.0,29.0,3.0,2.0,13.0,16.0,18.0,26.0,2.0,1.0,8.0,,,,,90.0,58.0,7.1,16.0,0,,,9.0,,5.0,4.0,,4.0,1.0,,,2.0,,,3.0,1.0,2.0,2.0,,,,,,,,,,
11807974,home,Willem II Tilburg,Matthias Verreth,,,matthias-verreth,M. Verreth,M,29,181.0,129,M,794992,EUR,887932800,M,6,6,False,23.0,19.0,7.0,4.0,9.0,9.0,10.0,15.0,2.0,,1.0,,,,,68.0,31.0,6.9,6.0,1,,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,
11807974,home,Willem II Tilburg,Amine Lachkar,Amine Lachkar,,lachkar-amine,A. Lachkar,M,34,189.0,136,M,1418129,EUR,1050624000,M,34,34,False,64.0,55.0,12.0,10.0,32.0,36.0,23.0,28.0,3.0,2.0,9.0,,,,,90.0,77.0,7.0,11.0,1,1.0,,3.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,
11807974,home,Willem II Tilburg,Jesse Bosch,,,jesse-bosch,J. Bosch,M,5,176.0,80,M,989859,EUR,949363200,M,32,32,False,36.0,24.0,2.0,1.0,13.0,17.0,11.0,19.0,4.0,1.0,4.0,,,,,90.0,49.0,7.0,14.0,2,1.0,2.0,7.0,1.0,2.0,2.0,1.0,3.0,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,
11807974,home,Willem II Tilburg,Max Svensson,,,max-svensson,M. Svensson,F,10,165.0,43,M,843494,EUR,898214400,F,11,11,False,15.0,12.0,1.0,,4.0,5.0,8.0,10.0,4.0,1.0,2.0,,,,,55.0,21.0,6.4,7.0,0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,2.0,,,,,,1.0,,,,,1.0,,,,,
11807974,home,Willem II Tilburg,Jeredy Hilterman,,,jeredy-hilterman,J. Hilterman,F,9,186.0,159,M,887618,EUR,898300800,F,9,9,False,9.0,6.0,1.0,1.0,1.0,2.0,5.0,7.0,2.0,,2.0,,,,,55.0,17.0,6.7,6.0,2,1.0,,2.0,,1.0,,,1.0,,,,2.0,,,,1.0,,,,2.0,,,,,,,,
11807974,home,Willem II Tilburg,Erik Schouten,,,erik-schouten,E. Schouten,D,,183.0,29,M,116945,EUR,682300800,D,4,4,True,27.0,23.0,5.0,2.0,18.0,18.0,5.0,9.0,4.0,,,,,,,35.0,33.0,6.2,4.0,0,2.0,1.0,5.0,1.0,,,,3.0,2.0,,2.0,,1.0,,,1.0,,,,,,,,1.0,,,,
11807974,home,Willem II Tilburg,Jeremy Bokila,,,jeremy-bokila,J. Bokila,F,18,188.0,211,M,32497,EUR,595468800,F,18,18,True,13.0,5.0,1.0,,2.0,2.0,3.0,12.0,6.0,3.0,,,,,,35.0,24.0,6.6,13.0,2,2.0,2.0,4.0,,2.0,1.0,,1.0,1.0,,,,,,1.0,,,,,2.0,,,,,,,,
11807974,home,Willem II Tilburg,Michael de Leeuw,,,michael-de-leeuw,M. d. Leeuw,F,,178.0,47,M,73799,EUR,529027200,F,23,23,True,2.0,2.0,,,,,2.0,2.0,3.0,,,,,,,35.0,7.0,6.7,2.0,0,2.0,,,,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,
11807974,home,Willem II Tilburg,Ringo Meerveld,,,ringo-meerveld,R. Meerveld,M,10,177.0,423,M,992018,EUR,1040428800,M,16,16,True,7.0,7.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,,,,,,,22.0,9.0,6.4,,0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Rúnar Þór Sigurgeirsson,,,runar-thor-sigurgeirsson,R. Þ. Sigurgeirsson,D,21,186.0,110,M,902229,EUR,946339200,D,5,5,True,11.0,9.0,1.0,1.0,4.0,5.0,5.0,7.0,3.0,,3.0,,,,,16.0,19.0,6.0,4.0,0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Joshua Smits,,,joshua-smits,J. Smits,G,22,187.0,28,M,156563,EUR,721008000,G,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Maarten Schut,,,maarten-schut,M. Schut,G,41,180.0,17,M,1048757,EUR,1065916800,G,41,41,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Tijn van der Poel,Tijn van der Poel,,van-der-poel-tijn,T. v. d. Poel,D,,,4,M,1619101,EUR,1031616000,D,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Valentino Vermeulen,,,valentino-vermeulen,V. Vermeulen,D,2,172.0,12,M,913222,EUR,995587200,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Nick Doodeman,,,nick-doodeman,N. Doodeman,M,7,173.0,116,M,822166,EUR,845942400,F,7,7,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11807974,home,Willem II Tilburg,Max de Waal,,,max-de-waal,M. d. Waal,M,,189.0,115,M,996865,EUR,1010620800,M,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
