match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_accurateCross,stat_goals,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_penaltyWon,player_sofascoreId,stat_bigChanceMissed,stat_penaltyMiss
12530657,home,Hatayspor,Visar Bekaj,visar-bekaj,V. Bekaj,G,1,191,221,M,890652,EUR,864432000,G,12,12,False,35.0,19.0,23.0,7.0,0.0,18.0,23.0,1.0,12.0,2.0,3.0,1.0,8.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,90.0,48.0,7.0,17.0,0.00028512,0,-1.2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530657,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,2,2,False,29.0,29.0,,,1.0,15.0,15.0,14.0,16.0,,5.0,3.0,4.0,2.0,,,,,,,76.0,45.0,6.9,3.0,0.00757619,0,,,,True,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12530657,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,40.0,35.0,5.0,3.0,0.0,20.0,24.0,15.0,16.0,2.0,2.0,3.0,,,,,,,,,90.0,52.0,6.2,8.0,0.00507582,0,,,,,,3.0,,2.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12530657,home,Hatayspor,Francisco Calvo,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,4,4,False,58.0,49.0,8.0,3.0,0.0,35.0,40.0,14.0,19.0,,5.0,4.0,7.0,1.0,,,,,,,90.0,77.0,6.1,12.0,0.0112861,0,,,,,1.0,5.0,2.0,,,4.0,,,1.0,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
12530657,home,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,30.0,27.0,1.0,,0.0,16.0,17.0,11.0,14.0,1.0,7.0,2.0,4.0,,,,,,,,89.0,47.0,6.5,9.0,0.0287034,1,,,,,1.0,3.0,2.0,,,3.0,3.0,,,1.0,4.0,,2.0,,3.0,1.0,0.0271,0.0706,,,,,,,,,,,,
12530657,home,Hatayspor,Abdulkadir Parmak,abdulkadir-parmak,A. Parmak,M,20,176,57,M,344225,EUR,788572800,M,6,6,False,34.0,26.0,1.0,1.0,0.0,15.0,17.0,11.0,18.0,,2.0,,1.0,1.0,,,,,,,90.0,43.0,6.5,9.0,0.0089087,1,,,,,1.0,5.0,2.0,1.0,,,,,1.0,,1.0,1.0,,2.0,1.0,,0.0361,,1.0,,,,,,,,,,,
12530657,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,8,8,False,40.0,35.0,3.0,3.0,0.0,17.0,19.0,18.0,21.0,3.0,8.0,4.0,4.0,3.0,,,,,,,90.0,56.0,7.4,8.0,0.201339,1,,Chandrel Massanga,,,,2.0,,,,2.0,2.0,,,2.0,,2.0,2.0,1.0,,,0.067,,,1.0,1.0,1.0,,,,,,,,
12530657,home,Hatayspor,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,M,98,98,False,25.0,19.0,,,0.0,8.0,9.0,12.0,21.0,,3.0,,3.0,1.0,,,,,,,90.0,44.0,7.1,15.0,0.0388899,4,,,,,5.0,6.0,1.0,,,,,,,,4.0,1.0,1.0,2.0,2.0,2.0,0.243,0.308,2.0,1.0,,1.0,1.0,1.0,,,,,,
12530657,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,5,5,False,48.0,43.0,5.0,5.0,1.0,24.0,27.0,19.0,26.0,,1.0,1.0,1.0,,,,,,,,87.0,62.0,7.0,13.0,0.0871196,0,,,,,5.0,5.0,,,,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,,,,,2.0,,,,,1.0,,,,,
12530657,home,Hatayspor,Funsho Bamgboye,funsho-bamgboye,F. Bamgboye,M,7,173,115,M,822469,EUR,915840000,M,7,7,False,13.0,8.0,,,0.0,5.0,9.0,3.0,4.0,1.0,5.0,,3.0,1.0,,,,,,,76.0,24.0,6.5,8.0,0.00118977,0,,,,,,6.0,,1.0,,3.0,2.0,,4.0,1.0,,,3.0,2.0,,,,,,,,,,,,,,,,
