match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_outfielderBlock,captain,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_bigChanceMissed,stat_hitWoodwork
10385522,home,Arsenal,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,1,1,False,26.0,19.0,12.0,5.0,16.0,18.0,3.0,8.0,3.0,4.0,4.0,90.0,32.0,7.0,7.0,0.0,0.0,0.00206217,0,0.1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385522,home,Arsenal,Ben White,,,benjamin-white,B. White,D,4,186,13830,M,benwhite,846036,EUR,876268800,D,4,4,False,47.0,39.0,4.0,1.0,14.0,15.0,26.0,34.0,6.0,,,83.0,66.0,7.3,12.0,0.0,0.0,0.174375,0,,1.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385522,home,Arsenal,Rob Holding,,,rob-holding,R. Holding,D,6,189,1055,M,,793228,EUR,811555200,D,16,16,False,70.0,64.0,5.0,5.0,37.0,40.0,27.0,30.0,7.0,,,90.0,87.0,7.3,8.0,0.0311,0.0,0.010293,1,,,,,3.0,7.0,4.0,11.0,5.0,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
10385522,home,Arsenal,Gabriel Magalhães,,,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,66.0,60.0,3.0,1.0,33.0,35.0,27.0,31.0,3.0,,,86.0,72.0,6.8,7.0,0.0,0.0,0.0194376,0,,,,,1.0,3.0,2.0,3.0,2.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,
10385522,home,Arsenal,Oleksandr Zinchenko,,,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,35,35,False,49.0,47.0,2.0,2.0,16.0,16.0,31.0,33.0,4.0,,,65.0,62.0,7.0,3.0,0.0512,0.0,0.0293851,1,,,,,,1.0,1.0,4.0,,1.0,2.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
10385522,home,Arsenal,Martin Ødegaard,,,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,54.0,47.0,2.0,1.0,15.0,16.0,33.0,40.0,9.0,,,90.0,74.0,7.0,14.0,0.2386,0.062,0.304608,3,,,2.0,1.0,,,5.0,3.0,,,1.0,,,1.0,4.0,2.0,,1.0,,1.0,True,1.0,2.0,2.0,1.0,,,,,,
10385522,home,Arsenal,Thomas Partey,,,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,79.0,69.0,7.0,5.0,20.0,22.0,49.0,58.0,11.0,,,90.0,94.0,7.6,13.0,0.1442,0.0,0.170383,2,,,1.0,,,3.0,2.0,8.0,,,3.0,1.0,,1.0,2.0,1.0,,2.0,1.0,,,1.0,,2.0,,,,,,,
10385522,home,Arsenal,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15717,M,Granit_Xhaka,117777,EUR,717552000,M,34,34,False,55.0,47.0,2.0,1.0,13.0,14.0,34.0,45.0,5.0,,,90.0,73.0,7.9,14.0,0.404,0.913,0.0571669,2,,,4.0,,,2.0,2.0,8.0,,,4.0,2.0,2.0,1.0,,,1.0,4.0,2.0,,,,,,1.0,1.0,,,,,
10385522,home,Arsenal,Bukayo Saka,,,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,33.0,23.0,1.0,,5.0,6.0,20.0,36.0,3.0,,,90.0,56.0,8.6,22.0,0.3532,0.2728,0.246566,3,,1.0,9.0,2.0,1.0,,6.0,1.0,,,1.0,,,3.0,3.0,,1.0,,1.0,,,1.0,1.0,,2.0,2.0,2.0,,,,
10385522,home,Arsenal,Leandro Trossard,,,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,24.0,21.0,1.0,1.0,3.0,4.0,20.0,24.0,2.0,,,65.0,39.0,7.5,7.0,0.0324,0.0,0.463732,1,,1.0,4.0,2.0,,,4.0,3.0,,,,2.0,2.0,3.0,2.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,
