match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,captain,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_shotOffTarget,stat_accurateCross,stat_errorLeadToAShot,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_goalAssist
10390053,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,28.0,18.0,13.0,3.0,18.0,24.0,4.0,3.0,1.0,1.0,90.0,31.0,6.1,10.0,0.0,0.0,9.809e-05,0,-0.8331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390053,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,False,70.0,55.0,11.0,5.0,33.0,43.0,27.0,12.0,,,90.0,80.0,6.4,18.0,0.0,0.0,0.0225967,0,,Ismael Doukoure,,22.0,2.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10390053,home,RC Strasbourg,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4730,M,289977,EUR,776390400,D,24,24,False,70.0,55.0,16.0,7.0,42.0,51.0,19.0,6.0,,,90.0,82.0,6.9,15.0,0.0,0.0,0.00572787,0,,,,13.0,5.0,5.0,4.0,,1.0,1.0,5.0,,,,,alex_djiku,True,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
10390053,home,RC Strasbourg,Maxime Le Marchand,maxime-le-marchand,M. Le Marchand,D,23,184,46,,55052,EUR,624067200,D,23,23,False,97.0,75.0,18.0,7.0,49.0,53.0,45.0,20.0,,,90.0,108.0,6.5,25.0,0.0201,0.0,0.0276049,1,,,,26.0,1.0,2.0,4.0,1.0,,,1.0,2.0,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10390053,home,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,M,32,32,False,40.0,26.0,3.0,1.0,10.0,18.0,26.0,5.0,,,65.0,67.0,6.9,23.0,0.0,0.0,0.477367,0,,,,17.0,1.0,4.0,5.0,,2.0,,,2.0,1.0,2.0,1.0,,,2.0,,4.0,4.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10390053,home,RC Strasbourg,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187,438,M,156004,EUR,764121600,M,6,6,False,27.0,21.0,2.0,1.0,12.0,14.0,14.0,2.0,,,79.0,46.0,6.7,15.0,0.0,0.0,0.0064347,0,,,,9.0,3.0,10.0,5.0,,2.0,1.0,,3.0,2.0,7.0,5.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,
10390053,home,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182,171,M,94822,EUR,753753600,M,14,14,False,70.0,63.0,8.0,7.0,29.0,34.0,38.0,2.0,,,89.0,79.0,6.8,9.0,0.025,0.0,0.0436971,1,,,,34.0,2.0,2.0,5.0,,,,,1.0,1.0,,,,,2.0,,,2.0,1.0,,,2.0,,,,,,,,,,,,
10390053,home,RC Strasbourg,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,250133,EUR,777168000,M,8,8,False,19.0,15.0,1.0,,9.0,9.0,11.0,5.0,,,65.0,39.0,6.3,10.0,0.3499,0.0,0.00410023,2,,,,6.0,1.0,8.0,4.0,2.0,3.0,,,3.0,2.0,,3.0,,,1.0,,4.0,1.0,1.0,,,,,,1.0,,,,,,,,,
10390053,home,RC Strasbourg,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,579,M,186017,EUR,798336000,M,77,77,False,21.0,14.0,2.0,1.0,3.0,6.0,18.0,3.0,,,65.0,39.0,6.5,12.0,0.0,0.0,0.0103988,0,,,,11.0,,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,
10390053,home,RC Strasbourg,Habib Diallo,habib-diallo,H. Diallo,F,30,186,7542,M,802159,EUR,803433600,F,20,20,False,20.0,16.0,,,4.0,4.0,16.0,2.0,,,90.0,44.0,6.9,12.0,0.2497,0.069,0.0925274,4,,,,12.0,6.0,11.0,10.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,habibdiallo28,,4.0,,,,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
10390053,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172,598,M,3504,EUR,547516800,F,9,9,False,37.0,32.0,1.0,1.0,7.0,7.0,30.0,2.0,,,90.0,50.0,6.5,11.0,0.581,0.4133,0.0321614,2,,,,25.0,4.0,9.0,2.0,3.0,1.0,,,,,2.0,1.0,,,1.0,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,
10390053,home,RC Strasbourg,Colin Dagba,dagba-colin,C. Dagba,D,2,168,499,M,941300,EUR,905299200,D,2,2,True,11.0,10.0,,,4.0,4.0,10.0,1.0,,,25.0,25.0,7.1,4.0,0.0,0.0,0.0867345,0,,,,7.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,3.0,,1.0,,,3.0,,,,,,,,,,,
10390053,home,RC Strasbourg,Dimitri Liénard,dimitri-lienard,D. Liénard,M,,184,77,M,365358,EUR,571708800,M,11,11,True,13.0,13.0,,,4.0,4.0,10.0,3.0,,,25.0,22.0,6.8,4.0,0.0,0.0,0.0249302,0,,,,9.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,
10390053,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,True,19.0,13.0,2.0,1.0,5.0,7.0,13.0,3.0,,,25.0,26.0,6.3,9.0,0.0,0.0,0.0239949,0,,Habib,Diarra,8.0,2.0,5.0,2.0,,3.0,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,
10390053,home,RC Strasbourg,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1228,M,829093,EUR,877910400,M,27,27,True,12.0,11.0,,,7.0,7.0,5.0,2.0,,,11.0,20.0,6.3,4.0,0.0496,0.0,0.00480783,1,,,,4.0,,2.0,,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
10390053,home,RC Strasbourg,Lebo Mothiba,lebo-mothiba,L. Mothiba,F,35,182,464,M,845084,EUR,822787200,F,12,12,True,2.0,1.0,,,,,2.0,,,,13.0,4.0,6.5,2.0,0.0,0.0,0.00093149,0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390053,home,RC Strasbourg,Robin Risser,robin-risser,R. Risser,G,40,193,833,M,1387161,EUR,1101945600,G,40,40,True,,,,,,,,,,,,,,,,0.0,,0,,Robin Risser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390053,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,5,5,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
