match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_totalCross,stat_onTargetScoringAttempt,stat_totalContest,stat_wonContest,stat_wasFouled,stat_keyPass,captain,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId
10438149,home,Rio Ave,Jhonatan,jhonatan,Jhonatan,G,189,96,M,798688,EUR,673660800,G,18,18,False,31.0,16.0,22.0,9.0,9.0,16.0,7.0,15.0,1.0,15.0,2.0,2.0,6.0,1.0,1.0,1.0,90.0,46.0,8.1,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438149,home,Rio Ave,Renato Pantalon,renato-pantalon,R. Pantalon,D,196,88,M,826561,EUR,877910400,D,42,42,False,19.0,13.0,4.0,1.0,11.0,13.0,2.0,6.0,7.0,5.0,,,,,,,90.0,35.0,7.0,7.0,0,84,1.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
10438149,home,Rio Ave,Aderllan Santos,aderllan-santos,A. Santos,D,193,103,M,129617,EUR,608083200,D,33,33,False,25.0,17.0,5.0,2.0,12.0,14.0,5.0,11.0,4.0,2.0,,,,,,,90.0,38.0,7.3,8.0,0,33,1.0,2.0,5.0,1.0,,,3.0,4.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,
10438149,home,Rio Ave,Josué Sá,josue-sa,J. Sá,D,186,48,M,137982,EUR,708739200,D,23,23,False,32.0,25.0,9.0,3.0,14.0,19.0,11.0,13.0,3.0,2.0,,,,,,,85.0,40.0,6.5,9.0,0,3,1.0,3.0,1.0,,,,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10438149,home,Rio Ave,Costinha,costinha,Costinha,D,181,818,M,988333,EUR,954028800,M,20,20,False,27.0,15.0,5.0,1.0,11.0,14.0,4.0,20.0,2.0,6.0,,,,,,,90.0,66.0,7.0,27.0,1,20,2.0,4.0,6.0,2.0,,,1.0,4.0,2.0,,2.0,,,3.0,7.0,1.0,,,,,,,,,,,,,,
10438149,home,Rio Ave,João Graça,joao-graca,J. Graça,M,177,46,M,309296,EUR,803433600,M,21,21,False,29.0,24.0,4.0,3.0,12.0,15.0,12.0,15.0,,10.0,,,,,,,90.0,45.0,6.5,13.0,0,21,4.0,12.0,4.0,3.0,1.0,,1.0,,,3.0,2.0,,,5.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,
10438149,home,Rio Ave,Gonçalo Rodrigues,goncalo-rodrigues,G. Rodrigues,M,168,231,M,357740,EUR,869184000,M,6,6,False,22.0,15.0,2.0,,8.0,12.0,8.0,14.0,1.0,6.0,,,,,,,90.0,47.0,7.6,12.0,2,16,1.0,3.0,10.0,1.0,,1.0,1.0,7.0,5.0,1.0,,,,2.0,4.0,,1.0,1.0,2.0,1.0,True,1.0,1.0,1.0,,,,,,
10438149,home,Rio Ave,Andreas Samaris,andreas-samaris,A. Samaris,M,189,309,,108398,EUR,613699200,M,30,30,False,25.0,20.0,2.0,1.0,13.0,13.0,7.0,12.0,,10.0,,,,,,,74.0,35.0,6.4,9.0,1,,,7.0,5.0,2.0,3.0,,,2.0,,2.0,2.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,
10438149,home,Rio Ave,Fábio Ronaldo,fabio-ronaldo,F. Ronaldo,F,178,236,M,1134514,EUR,988416000,M,77,77,False,19.0,13.0,2.0,,7.0,10.0,7.0,10.0,,5.0,,,,,,,74.0,45.0,7.6,14.0,3,11,,2.0,3.0,,1.0,,2.0,1.0,,,,,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,
10438149,home,Rio Ave,André Pereira,andre-pereira,A. Pereira,F,188,56,M,804313,EUR,799632000,F,95,95,False,18.0,16.0,1.0,1.0,6.0,7.0,10.0,12.0,1.0,,,,,,,,70.0,39.0,7.3,7.0,0,,,5.0,8.0,1.0,1.0,,,3.0,3.0,3.0,1.0,,,2.0,1.0,,1.0,1.0,3.0,3.0,,,,,,,1.0,2.0,1.0,
10438149,home,Rio Ave,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,175,588,M,580392,EUR,832809600,F,22,22,False,15.0,10.0,2.0,,3.0,4.0,7.0,11.0,,5.0,,,,,,,85.0,32.0,6.7,10.0,2,9,2.0,8.0,6.0,1.0,,1.0,1.0,,,2.0,3.0,,,2.0,,,4.0,1.0,2.0,,,,2.0,,,,,,,
10438149,home,Rio Ave,Ukra,ukra,Ukra,M,175,54,M,59586,EUR,574473600,F,17,17,True,3.0,1.0,,,,1.0,1.0,2.0,,1.0,,,,,,,20.0,8.0,6.4,5.0,0,,1.0,4.0,2.0,1.0,1.0,,,,,1.0,1.0,Ukra,,2.0,,,,,1.0,,,,,,,,,,,
10438149,home,Rio Ave,Sávio,savio,Sávio,D,175,141,M,866369,EUR,801532800,D,16,16,True,2.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,,,,,,,16.0,6.0,6.4,3.0,0,16,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
10438149,home,Rio Ave,Amine Oudrhiri,amine-oudrhiri,A. Oudrhiri,M,184,104,M,374560,EUR,720835200,M,10,10,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,,,,16.0,7.0,6.7,,0,95,,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
10438149,home,Rio Ave,Patrick William,patrick-william,P. William,D,186,83,M,921624,EUR,865296000,D,4,4,True,4.0,3.0,1.0,,2.0,2.0,1.0,2.0,,1.0,,,,,,,12.0,6.0,6.4,1.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10438149,home,Rio Ave,Hernâni,hernani,Hernâni,F,181,163,M,143587,EUR,682646400,M,27,27,True,3.0,1.0,,,,2.0,1.0,1.0,,1.0,,,,,,,12.0,6.0,6.6,2.0,1,27,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
10438149,home,Rio Ave,Magrão,magrao,Magrão,G,197,176,M,1083070,EUR,958348800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,15,,,,,,,,,,,,Magrão,,,,,,,,,,,,,,,,,,
10438149,home,Rio Ave,Miguel Baeza,miguel-baeza,M. Baeza,M,177,123,M,902051,EUR,954115200,M,15,15,True,,,,,,,,,,,,,,,,,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438149,home,Rio Ave,Paulo Vitor,paulo-vitor,P. Vitor,M,170,121,M,881153,EUR,930182400,M,93,93,True,,,,,,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438149,home,Rio Ave,Leonardo Ruiz,leonardo-ruiz,L. Ruiz,F,185,112,M,605426,EUR,829785600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438149,away,Chaves,Rodrigo Nascimento,rodrigo-nascimento,R. Nascimento,G,198,55,M,1128775,EUR,822614400,G,31,31,False,20.0,11.0,8.0,,11.0,14.0,,6.0,,6.0,1.0,2.0,2.0,,1.0,1.0,90.0,26.0,6.6,9.0,0,31,,,,,,,,,,,,Rodrigo Nascimento,,,,,,,,,,,,,,,,,,
10438149,away,Chaves,Habib Sylla,habib-sylla,H. Sylla,D,178,24,M,1386615,EUR,918777600,D,2,2,False,34.0,27.0,1.0,,17.0,21.0,10.0,15.0,1.0,6.0,,,,,,,74.0,45.0,6.3,12.0,0,52,,1.0,,1.0,,,,,,,,Habib Sylla,,,2.0,,,,,,,,,,,,,,,
10438149,away,Chaves,Carlos Ponck,carlos-ponck,C. Ponck,D,183,62,M,584116,EUR,789955200,D,26,26,False,56.0,47.0,5.0,1.0,38.0,41.0,9.0,15.0,2.0,7.0,,,,,,,90.0,64.0,6.3,10.0,1,26,3.0,7.0,3.0,,,,1.0,1.0,1.0,4.0,2.0,,,1.0,,,,,,,,,,1.0,,,,,,
10438149,away,Chaves,Steven Vitória,steven-vitoria,S. Vitória,D,195,115,M,59574,EUR,537321600,D,19,19,False,58.0,47.0,6.0,2.0,30.0,35.0,17.0,23.0,2.0,4.0,,,,,,,90.0,73.0,7.0,11.0,1,,2.0,2.0,3.0,,,1.0,3.0,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,
10438149,away,Chaves,Bruno Langa,bruno-langa,B. Langa,D,178,2435,M,987490,EUR,878256000,D,5,5,False,48.0,32.0,6.0,2.0,13.0,20.0,19.0,37.0,,7.0,,,,,,,90.0,88.0,6.7,35.0,0,24,,3.0,5.0,,1.0,,,,,2.0,1.0,,,3.0,9.0,,3.0,3.0,1.0,,,,,,,,,,,
10438149,away,Chaves,João Mendes,joao-mendes,J. Mendes,M,183,228,M,857376,EUR,782697600,M,8,8,False,41.0,35.0,6.0,4.0,15.0,18.0,20.0,26.0,,6.0,,,,,,,83.0,72.0,6.5,23.0,1,10,1.0,10.0,7.0,1.0,7.0,,,2.0,1.0,,,,,5.0,3.0,1.0,2.0,1.0,4.0,3.0,,,,,,,,,,
10438149,away,Chaves,João Pedro,joao-pedro,J. Pedro,M,176,61,M,251217,EUR,733795200,M,83,83,False,34.0,29.0,3.0,1.0,17.0,18.0,12.0,16.0,1.0,8.0,,,,,,,74.0,46.0,6.9,8.0,1,,,6.0,6.0,2.0,2.0,,,3.0,3.0,2.0,,,,1.0,,,1.0,1.0,2.0,1.0,,,,1.0,,,,,,
