match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_fouls,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_totalOffside,stat_bigChanceMissed
11067437,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,17,17,False,27.0,17.0,18.0,8.0,12.0,16.0,5.0,11.0,6.0,1.0,1.0,90.0,33.0,7.3,10.0,0.00054528,0,0.0741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067437,home,Flamengo,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,D,34,34,False,66.0,61.0,5.0,2.0,27.0,28.0,34.0,41.0,4.0,,,90.0,88.0,7.0,11.0,0.0199057,0,,3.0,2.0,3.0,6.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11067437,home,Flamengo,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,68.0,66.0,10.0,8.0,33.0,34.0,33.0,34.0,1.0,,,90.0,76.0,7.4,2.0,0.0143926,0,,,,3.0,2.0,,,,6.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
11067437,home,Flamengo,Léo Pereira,leo-pereira,L. Pereira,D,4,189,8450,M,leopereira4,358548,EUR,823046400,D,4,4,False,36.0,32.0,3.0,1.0,22.0,25.0,10.0,11.0,1.0,,,90.0,42.0,6.8,4.0,0.00364016,0,,,,5.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11067437,home,Flamengo,Ayrton Lucas,ayrton-lucas,A. Lucas,D,6,180,7146,M,AyrtonLucas,818473,EUR,866678400,D,6,6,False,44.0,36.0,1.0,,15.0,16.0,22.0,29.0,,,,90.0,60.0,7.2,13.0,0.232903,1,,1.0,,1.0,5.0,,,,,3.0,3.0,3.0,2.0,,,,1.0,1.0,1.0,0.028,4.0,,,,,,,,,,,,,
11067437,home,Flamengo,Erick Pulgar,erick-pulgar,E. Pulgar,M,5,186,12411,M,erick05,590262,EUR,758592000,M,5,5,False,53.0,51.0,1.0,1.0,25.0,25.0,26.0,29.0,8.0,,,81.0,62.0,7.5,3.0,0.300382,0,,1.0,,6.0,2.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,2.0,,,,,,,,,,
11067437,home,Flamengo,Gerson,gerson,Gerson,M,11,185,29672,M,gerson_santos,611876,EUR,864086400,M,20,20,False,48.0,46.0,,,18.0,18.0,28.0,30.0,5.0,,,90.0,65.0,7.1,6.0,0.281185,0,,,,8.0,4.0,1.0,2.0,2.0,3.0,2.0,,1.0,,,5.0,,,2.0,,,1.0,1.0,1.0,,,,True,,,,,,,
11067437,home,Flamengo,Luiz Araújo,luiz-araujo,L. Araújo,M,7,175,16511,M,l_araujo11ofi,840451,EUR,833673600,M,31,31,False,31.0,26.0,1.0,,10.0,12.0,16.0,21.0,5.0,,,76.0,55.0,6.9,11.0,0.0260151,3,,2.0,1.0,5.0,7.0,2.0,1.0,,4.0,4.0,3.0,2.0,2.0,,2.0,,,,1.0,0.1016,,,,,,,,2.0,,,,,,
11067437,home,Flamengo,Giorgian De Arrascaeta,giorgian-de-arrascaeta,Arrascaeta,M,10,173,86686,M,G10DeArrascaeta,333587,EUR,770428800,M,14,14,False,31.0,27.0,5.0,3.0,10.0,10.0,18.0,25.0,3.0,,,68.0,50.0,7.4,11.0,0.231031,2,,4.0,,5.0,4.0,1.0,2.0,2.0,1.0,,,,2.0,,,1.0,1.0,4.0,1.0,0.2729,2.0,,,1.0,,,,,1.0,1.0,0.6848,,,
11067437,home,Flamengo,Everton,everton,Everton,M,11,174,12386,M,Evertons,386198,EUR,827452800,M,11,11,False,16.0,15.0,1.0,1.0,5.0,5.0,10.0,11.0,5.0,,,80.0,32.0,7.8,3.0,0.396192,2,,,,6.0,5.0,1.0,4.0,3.0,1.0,1.0,,,1.0,2.0,1.0,2.0,,1.0,,0.0586,1.0,1.0,1.0,1.0,Everton,,,,2.0,,0.3528,,,
