match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_keyPass,player_sofascoreId,stat_totalCross,stat_outfielderBlock,stat_challengeLost,stat_penaltyConceded,stat_dispossessed,stat_hitWoodwork,stat_unsuccessfulTouch,stat_accurateCross,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_goalAssist
11391350,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,True,33.0,21.0,20.0,8.0,18.0,21.0,3.0,12.0,3.0,9.0,4.0,1.0,5.0,1.0,90.0,44.0,7.4,12.0,0.0206247,0,1.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,D,98,98,False,,38.0,29.0,3.0,1.0,17.0,19.0,12.0,19.0,3.0,1.0,,,,,84.0,56.0,6.2,10.0,0.0149386,2,,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9531,1.4714,,,,,,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Jake O'Brien,,,jake-obrien,J. O'Brien,D,15,197,1429,M,998253,EUR,989884800,D,12,12,False,,39.0,35.0,1.0,1.0,32.0,33.0,3.0,6.0,7.0,4.0,,,,,90.0,52.0,7.0,4.0,0.00070725,2,,1.0,2.0,1.0,5.0,,,,,1.0,2.0,1.0,1.0,,0.4332,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,False,,55.0,49.0,7.0,3.0,35.0,37.0,14.0,18.0,2.0,3.0,,,,,90.0,58.0,6.2,6.0,0.0233817,0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,,53.0,47.0,3.0,2.0,30.0,32.0,17.0,23.0,1.0,2.0,,,,,90.0,82.0,6.6,11.0,0.0212959,0,,1.0,,5.0,5.0,3.0,,,,1.0,4.0,2.0,1.0,1.0,,,,,,1.0,tagliafico3,2.0,2.0,,,,,,,,,,
11391350,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,,47.0,39.0,2.0,,18.0,24.0,21.0,23.0,,7.0,,,,,90.0,55.0,6.2,9.0,0.0201447,0,,1.0,,3.0,1.0,,,,,,,,1.0,1.0,0.1091,,,,,1.0,,,2.0,2.0,1.0,,,,,,,,
11391350,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,31,31,False,,79.0,66.0,11.0,4.0,41.0,43.0,25.0,36.0,1.0,6.0,,,,,90.0,84.0,6.5,14.0,0.0291038,0,,1.0,1.0,2.0,2.0,1.0,,,,2.0,,,1.0,,,,,,,,Mati,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Orel Mangala,,,orel-mangala,O. Mangala,M,5,178,1576,M,793988,EUR,890179200,M,25,25,False,,17.0,15.0,1.0,,5.0,6.0,10.0,11.0,,,,,,,61.0,28.0,6.8,5.0,0.00990045,1,,3.0,1.0,5.0,5.0,2.0,1.0,,,1.0,,,3.0,,0.1469,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,
11391350,home,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178,6900,M,1202024,EUR,1067644800,F,37,37,False,,13.0,11.0,1.0,1.0,5.0,5.0,7.0,12.0,,4.0,,,,,86.0,32.0,7.0,9.0,0.105449,2,,1.0,,7.0,4.0,4.0,2.0,,1.0,,1.0,1.0,1.0,1.0,0.3197,0.0938,,,1.0,2.0,nana_nuamah10,4.0,,2.0,,1.0,,1.0,1.0,2.0,,,
11391350,home,Olympique Lyonnais,Gift Orban,,,gift-orban,G. Orban,F,16,178,5518,M,1217613,EUR,1026864000,F,9,9,False,,14.0,11.0,1.0,1.0,10.0,10.0,1.0,4.0,,3.0,,,,,61.0,23.0,6.6,7.0,0.00047999,1,,2.0,1.0,5.0,4.0,2.0,1.0,,,,,,2.0,1.0,0.1166,,,,1.0,,giftorban,,,,,1.0,,2.0,,,,,
11391350,home,Olympique Lyonnais,Saïd Benrahma,,,said-benrahma,S. Benrahma,F,10,172,11234,M,354808,EUR,808012800,F,17,17,False,,22.0,17.0,1.0,,8.0,9.0,11.0,17.0,,2.0,,,,,77.0,44.0,7.0,14.0,0.606802,3,,7.0,1.0,11.0,3.0,1.0,1.0,,,,,,1.0,,0.1886,,,3.0,,3.0,said_benrahma11,4.0,,,,4.0,,2.0,2.0,,,,
11391350,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,True,,15.0,11.0,3.0,2.0,1.0,1.0,12.0,16.0,,,,,,,29.0,24.0,7.3,6.0,0.437102,1,,,,1.0,1.0,1.0,1.0,,,,,,,,0.0508,,1.0,,1.0,3.0,rayan_cherki,2.0,,,,1.0,,1.0,2.0,,,,
11391350,home,Olympique Lyonnais,Malick Fofana,Malick Fofana,,malick-fofana,M. Fofana,F,11,169,6170,M,1195784,EUR,1112227200,F,11,11,True,,14.0,13.0,,,2.0,2.0,11.0,14.0,,1.0,,,,,29.0,18.0,6.6,3.0,0.0190881,1,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,0.1905,0.6536,,,,,,2.0,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Mama Baldé,,,mama-balde,M. Baldé,F,17,183,1081,M,557166,EUR,815616000,F,7,7,True,,3.0,2.0,,,2.0,2.0,,1.0,,,,,,,13.0,7.0,6.5,2.0,0.00015769,0,,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
11391350,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,10.0,2.0,6.2,,0.00018874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Adryelson,,,adryelson,Adryelson,D,34,184,1082,M,795261,EUR,890611200,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Dejan Lovren,,,dejan-lovren,D. Lovren,D,6,188,2842,M,39480,EUR,615600000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Henrique,Henrique,,henrique,Henrique,D,3,173,390,M,336851,EUR,767232000,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,away,RC Lens,Brice Samba,,,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,27.0,23.0,8.0,4.0,23.0,24.0,,3.0,,6.0,4.0,,4.0,,90.0,36.0,7.8,4.0,5.339e-05,0,2.2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
11391350,away,RC Lens,Jonathan Gradit,,,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,49.0,42.0,4.0,2.0,24.0,25.0,18.0,26.0,2.0,2.0,,,,,87.0,59.0,7.2,9.0,0.0365038,0,,1.0,8.0,4.0,8.0,,,,,5.0,,,,2.0,,,,,,,,2.0,,1.0,,,,,,,,,
11391350,away,RC Lens,Kevin Danso,,,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,64.0,57.0,4.0,2.0,30.0,32.0,27.0,32.0,3.0,6.0,,,,,90.0,73.0,7.7,8.0,0.0305301,2,,1.0,2.0,4.0,3.0,,,,1.0,,,,1.0,2.0,0.4112,0.5101,,1.0,,,,,,1.0,,,,1.0,,,,1.0,
11391350,away,RC Lens,Facundo Medina,,,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,92.0,83.0,8.0,4.0,43.0,45.0,42.0,49.0,1.0,5.0,,,,,90.0,105.0,7.5,10.0,0.154437,1,,,,4.0,2.0,,,,1.0,2.0,2.0,1.0,,2.0,0.0236,0.0312,,,,1.0,,2.0,,2.0,,,,1.0,2.0,,,,
11391350,away,RC Lens,Ruben Aguilar,,,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,M,2,2,False,,43.0,35.0,5.0,2.0,13.0,16.0,23.0,31.0,1.0,8.0,,,,,90.0,72.0,7.5,14.0,0.20176,2,,,2.0,3.0,8.0,,,1.0,1.0,2.0,6.0,4.0,,2.0,0.2419,0.4455,,,1.0,2.0,,4.0,,1.0,,1.0,,2.0,1.0,,,,
11391350,away,RC Lens,Nampalys Mendy,,,nampalys-mendy,N. Mendy,M,23,168,5158,M,123166,EUR,709257600,M,26,26,False,,42.0,38.0,1.0,1.0,14.0,16.0,24.0,26.0,,4.0,,,,,73.0,50.0,7.1,6.0,0.0297758,1,,1.0,3.0,2.0,5.0,,,,,2.0,2.0,2.0,,1.0,0.0993,,,,1.0,,papy.mendy,,,,,,,2.0,,,,,
11391350,away,RC Lens,Neil El Aynaoui,Neil,El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,False,,33.0,29.0,1.0,,13.0,13.0,16.0,21.0,1.0,3.0,,,,,90.0,51.0,7.1,7.0,0.0220186,1,,1.0,1.0,6.0,7.0,1.0,1.0,,,2.0,4.0,1.0,1.0,3.0,0.0386,,,,1.0,2.0,,1.0,,2.0,,,,2.0,,,,,
11391350,away,RC Lens,Przemysław Frankowski,,,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,37.0,32.0,1.0,,11.0,12.0,22.0,29.0,,4.0,,,,,90.0,58.0,7.5,10.0,0.3793,2,,,,2.0,4.0,3.0,2.0,,,1.0,2.0,,,1.0,0.1141,,1.0,,2.0,3.0,przemek.franek_,4.0,2.0,,,1.0,,,1.0,,,,
11391350,away,RC Lens,David Pereira da Costa,,,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,F,10,10,False,,30.0,26.0,1.0,1.0,5.0,5.0,22.0,29.0,,3.0,,,,,74.0,41.0,7.6,10.0,0.293274,2,,,,3.0,2.0,2.0,1.0,,,,1.0,1.0,,2.0,0.1019,,1.0,2.0,,2.0,,4.0,,,,,,2.0,1.0,,,,1.0
11391350,away,RC Lens,Florian Sotoca,,,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,,42.0,34.0,4.0,4.0,10.0,12.0,24.0,31.0,,4.0,,,,,90.0,58.0,8.1,13.0,0.103015,3,,2.0,1.0,6.0,3.0,,,,2.0,2.0,1.0,1.0,1.0,,1.074,0.9359,1.0,1.0,,1.0,,1.0,1.0,1.0,,3.0,,,,,,1.0,
11391350,away,RC Lens,Elye Wahi,,,elye-wahi,E. Wahi,F,11,180,3162,M,979315,EUR,1041465600,F,9,9,False,,17.0,15.0,,,7.0,8.0,8.0,10.0,,4.0,,,,,79.0,30.0,7.0,9.0,0.0397157,4,,2.0,1.0,3.0,1.0,1.0,,1.0,3.0,1.0,,,,,1.4639,2.2683,,,1.0,1.0,e.wahi7,1.0,,,,,,5.0,,1.0,,1.0,
11391350,away,RC Lens,Adrien Thomasson,,,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,28,28,True,,9.0,7.0,1.0,,5.0,6.0,4.0,5.0,,,,,,,16.0,11.0,7.2,2.0,0.149512,0,,,,,,,,,,,,,,,,,1.0,,,2.0,,2.0,,,,,,,2.0,,,,1.0
11391350,away,RC Lens,Salis Abdul Samed,,,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,6,6,True,,11.0,10.0,1.0,1.0,8.0,9.0,2.0,2.0,,1.0,,,,,17.0,12.0,6.6,1.0,0.00080183,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,away,RC Lens,Wesley Saïd,,,wesley-said,W. Saïd,F,22,171,742,M,227862,EUR,798249600,F,22,22,True,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,11.0,5.0,6.8,1.0,0.0143507,0,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,
11391350,away,RC Lens,Abdukodir Khusanov,,,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,1194333,EUR,1078012800,D,25,25,True,,7.0,6.0,1.0,,6.0,6.0,,1.0,1.0,1.0,,,,,9.0,9.0,6.6,1.0,7.113e-05,0,,,,,,,,,,,,,,,,,,,,,abdukodir_khusanov,,,,,,,,,,,,
11391350,away,RC Lens,Jean-Louis Leca,,,jean-louis-leca,J. Leca,G,,180,46,M,39224,EUR,496108800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,away,RC Lens,Tom Pouilly,Tom Pouilly,,tom-pouilly,T. Pouilly,D,2,180,77,M,1387163,EUR,1055894400,M,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,away,RC Lens,Andy Diouf,,,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,away,RC Lens,Angelo Fulgini,,,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,M,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391350,away,RC Lens,Morgan Guilavogui,,,morgan-guilavogui,M. Guilavogui,F,29,188,3076,M,990743,EUR,889488000,F,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,MorganGuila,,,,,,,,,,,,
