match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalClearance,stat_keyPass,player_height,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_accurateCross,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_onTargetScoringAttempt,captain,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_goals
11049130,home,Club de Lyon FC 2,Franco Acerbi,Franco Acerbi,,franco-acerbi,F. Acerbi,G,12,1,M,1480234,EUR,926380800.0,G,1,1,False,13.0,11.0,3.0,1.0,10.0,10.0,1.0,3.0,6.0,1.0,1.0,90.0,18.0,6.4,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11049130,home,Club de Lyon FC 2,Christopher Clement,Christopher Clement,,christopher-clement,C. Clement,D,17,0,M,1480194,EUR,866419200.0,D,17,17,False,30.0,24.0,3.0,3.0,8.0,8.0,16.0,28.0,4.0,,,90.0,49.0,6.6,15.0,0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11049130,home,Club de Lyon FC 2,Sebastian Mateus,Sebastian Mateus,,sebastian-mateus,S. Mateus,M,6,1,M,1480276,EUR,1007683200.0,D,6,6,False,44.0,37.0,3.0,1.0,24.0,29.0,13.0,15.0,4.0,,,87.0,47.0,6.5,7.0,0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
11049130,home,Club de Lyon FC 2,Jorge Ruiz,,,jorge-ruiz,J. Ruiz,D,,1,M,359106,EUR,830131200.0,D,2,2,False,36.0,29.0,5.0,2.0,17.0,19.0,12.0,17.0,4.0,,,90.0,42.0,6.3,8.0,0,,4.0,1.0,,,,,1.0,2.0,2.0,,189.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11049130,home,Club de Lyon FC 2,Benjamin Zamora,Benjamin Zamora,,benjamin-zamora,B. Zamora,D,96,2,M,1192652,EUR,821145600.0,D,3,3,False,31.0,26.0,2.0,1.0,11.0,14.0,17.0,20.0,10.0,,,90.0,39.0,6.6,7.0,0,3.0,2.0,1.0,,,,,,,,2.0,,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,,
11049130,home,Club de Lyon FC 2,Victor Rojas,Victor Rojas,,victor-rojas,V. Rojas,M,10,0,M,1480201,EUR,792892800.0,M,10,10,False,18.0,15.0,3.0,2.0,2.0,2.0,13.0,16.0,1.0,,,90.0,24.0,6.6,7.0,1,,2.0,1.0,2.0,,,,1.0,,,2.0,,,,,2.0,,,,,1.0,,,,,,,,
11049130,home,Club de Lyon FC 2,Matias Pourrain,Matias Pourrain,,matias-pourrain,M. Pourrain,M,23,2,M,1480338,EUR,711504000.0,M,23,23,False,49.0,38.0,6.0,4.0,20.0,21.0,18.0,31.0,3.0,,,90.0,61.0,6.8,15.0,2,3.0,4.0,3.0,,,,2.0,1.0,3.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,True,1.0,1.0,,,,,
11049130,home,Club de Lyon FC 2,Jose Quintero,Jose Quintero,,jose-quintero,J. Quintero,M,,10,M,1046093,EUR,996192000.0,M,15,15,False,18.0,16.0,1.0,1.0,7.0,7.0,9.0,11.0,2.0,,,74.0,29.0,6.5,6.0,3,,5.0,2.0,1.0,1.0,,1.0,2.0,3.0,,,175.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,,
11049130,home,Club de Lyon FC 2,Víctor Blanco,Víctor Blanco,,victor-blanco,V. Blanco,M,18,1,M,1480207,EUR,1040169600.0,F,7,7,False,15.0,12.0,1.0,1.0,2.0,2.0,10.0,15.0,2.0,,,90.0,26.0,6.9,7.0,2,2.0,2.0,2.0,1.0,1.0,,,2.0,,1.0,,177.0,,,,,,,,,1.0,,,1.0,,,,,
11049130,home,Club de Lyon FC 2,Ignacio Ten Lopez,Ignacio Ten Lopez,,ignacio-ten-lopez,I. Ten Lopez,F,,0,M,1480250,EUR,636768000.0,F,9,9,False,8.0,6.0,,,2.0,2.0,4.0,6.0,1.0,,,90.0,12.0,6.5,3.0,1,,4.0,,1.0,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,
