match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_interceptionWon,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,captain,stat_accurateCross,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,player_sofascoreId,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_goalAssist
10913376,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,38.0,27.0,15.0,4.0,26.0,31.0,1.0,7.0,2.0,1.0,2.0,2.0,5.0,8.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,90.0,53.0,6.7,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913376,home,Al Tai,Nawaf Al Qamiri,nawaf-al-qamiri,N. A. Qamiri,D,23,171.0,15,M,1398859,EUR,992131200,D,23,23,False,11.0,9.0,,,6.0,7.0,3.0,5.0,1.0,1.0,3.0,6.0,3.0,2.0,1.0,,,,,,,52.0,30.0,6.6,6.0,0,Nawaf Al Qamiri,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10913376,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,D,30,30,False,48.0,39.0,10.0,3.0,34.0,37.0,5.0,11.0,1.0,4.0,3.0,8.0,6.0,8.0,1.0,,,,,,,90.0,64.0,6.8,10.0,0,,,,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
10913376,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,12,12,False,53.0,42.0,12.0,5.0,35.0,40.0,7.0,13.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,,,,,,,90.0,64.0,6.5,11.0,1,,,,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
10913376,home,Al Tai,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,D,33,162.0,10,M,818828,EUR,680054400,D,3,3,False,23.0,19.0,1.0,,15.0,17.0,4.0,6.0,1.0,,6.0,6.0,1.0,2.0,2.0,,,,,,,83.0,42.0,6.4,7.0,0,,,,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
10913376,home,Al Tai,Khalil Al-Absi,khalil-al-absi,K. Al-Absi,M,11,165.0,52,M,1019289,EUR,991008000,M,24,24,False,27.0,22.0,,,10.0,10.0,12.0,19.0,2.0,,3.0,,,2.0,,,,,,,,70.0,37.0,6.3,11.0,1,,,2.0,,1.0,,,,3.0,,,,,,1.0,,,,,,,,,,,,
10913376,home,Al Tai,Dener,dener,Dener,M,8,185.0,74,M,243167,EUR,700444800,M,8,8,False,48.0,35.0,5.0,3.0,24.0,27.0,11.0,21.0,1.0,1.0,6.0,2.0,,6.0,,,,,,,,90.0,54.0,6.5,14.0,0,,,,2.0,,,1.0,,,2.0,2.0,,,2.0,,1.0,,,,,,,,,,,
10913376,home,Al Tai,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,46.0,42.0,7.0,5.0,28.0,32.0,14.0,14.0,,,4.0,1.0,,4.0,1.0,,,,,,,90.0,55.0,6.4,9.0,1,,,,,1.0,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,
10913376,home,Al Tai,Mohammed Harzan Mohsen,mohammed-harzan-mohsen,M. H. Mohsen,M,,167.0,4,M,868439,EUR,600566400,M,75,75,False,13.0,10.0,2.0,,5.0,6.0,5.0,7.0,3.0,,8.0,3.0,3.0,4.0,1.0,,,,,,,83.0,25.0,6.5,6.0,1,Mohammed,Harzan Mohsen,,1.0,1.0,1.0,1.0,,,,2.0,,,1.0,,2.0,1.0,,,,,,,,,,
10913376,home,Al Tai,Knowledge Musona,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400,F,11,11,False,40.0,32.0,3.0,1.0,16.0,17.0,17.0,29.0,2.0,,4.0,3.0,,5.0,1.0,,,,,,,90.0,55.0,7.5,16.0,1,,,6.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,,1.0,1.0,True,1.0,1.0,,,,,,,
10913376,home,Al Tai,Guy Mbenza,guy-mbenza,G. Mbenza,F,9,182.0,384,M,979125,EUR,954547200,F,9,9,False,13.0,10.0,,,7.0,7.0,3.0,6.0,,,3.0,3.0,1.0,,,,,,,,,90.0,30.0,6.7,8.0,7,,,,,3.0,2.0,1.0,1.0,3.0,,1.0,4.0,,,2.0,1.0,1.0,,,,2.0,2.0,,,,,
10913376,home,Al Tai,Salem Abdullah Al-Toiawy,al-toiawy-salem-abdullah-salem,S. Al-Toiawy,D,13,175.0,4,M,1633371,EUR,991872000,M,13,13,True,18.0,15.0,,,4.0,5.0,12.0,14.0,2.0,,2.0,5.0,1.0,2.0,,,,,,,,38.0,32.0,7.3,3.0,0,,,1.0,,2.0,2.0,3.0,2.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,
10913376,home,Al Tai,Abdulwahab Jafar,abdulwahab-jafar,A. Jafar,M,,175.0,6,M,817951,EUR,748051200,M,15,15,True,11.0,6.0,1.0,,,1.0,6.0,13.0,,,1.0,2.0,,1.0,,,,,,,,20.0,18.0,6.5,9.0,0,Abdulwahab,Jafar,3.0,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,
10913376,home,Al Tai,Fahad Aljuhani,fahad-al-johani,F. Aljuhani,F,19,177.0,7,M,160947,EUR,688435200,F,32,32,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,,1.0,,,1.0,,,,,,,,12.0,4.0,6.4,2.0,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10913376,home,Al Tai,Hazzaa Al-Hazzaa,hazzaa-al-hazzaa,H. Al-Hazzaa,F,90,175.0,11,M,847236,EUR,681609600,F,99,99,True,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,12.0,1.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913376,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913376,home,Al Tai,Hassan Al-Jubairi,hassan-al-jubairi,H. Al-Jubairi,D,,176.0,2,M,1066586,EUR,694224000,D,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hassan Al-Jubairi,,,,,,,,,,,,,,,,,,,,,,,,,,
10913376,home,Al Tai,Collins Fai,collins-fai,C. Fai,D,,167.0,535,,336551,EUR,713664000,D,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913376,home,Al Tai,Jamal Bajandouh,jamal-bajandouh,J. Bajandouh,M,,180.0,21,M,540424,EUR,714441600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913376,home,Al Tai,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Abdulaziz Al Harabi,,,,,,,,,,,,,,,,,,,,,,,,,,
10913376,away,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,141967,EUR,610761600,G,1,1,False,24.0,13.0,19.0,9.0,6.0,8.0,7.0,16.0,,,,,,8.0,,,2.0,2.0,,1.0,1.0,90.0,28.0,6.0,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,Munir,1.0,,
10913376,away,Al Wehda,Hamad Al-Jayzani,hamad-al-jayzani,H. Al-Jayzani,D,28,176.0,11,M,802975,EUR,731203200,D,28,28,False,39.0,30.0,2.0,,7.0,9.0,25.0,34.0,,4.0,5.0,9.0,3.0,6.0,,,,,,,,90.0,72.0,7.0,15.0,1,,,4.0,2.0,1.0,,5.0,5.0,,2.0,2.0,1.0,,2.0,,,,,2.0,,,1.0,,,,,
10913376,away,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,25.0,24.0,3.0,2.0,15.0,15.0,9.0,10.0,,1.0,2.0,3.0,2.0,3.0,1.0,,,,,,,90.0,35.0,7.5,1.0,1,,,,1.0,,,1.0,,,2.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,
10913376,away,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,156401,EUR,612835200,D,6,6,False,25.0,19.0,8.0,3.0,7.0,8.0,12.0,17.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,,,,,,,90.0,38.0,7.0,8.0,0,,,,,,,,,,4.0,1.0,,1.0,,,,,,,,,1.0,,,,,
10913376,away,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,1106232,EUR,1009411200,D,27,27,False,33.0,19.0,6.0,,4.0,8.0,15.0,27.0,,2.0,2.0,3.0,1.0,6.0,,,,,,,,90.0,59.0,6.4,23.0,0,Hawsawi Islam Ahmed,,2.0,2.0,,,1.0,,2.0,2.0,,,,2.0,,,,,,,,1.0,,,,1.0,
10913376,away,Al Wehda,Karim Yoda,karim-yoda,K. Yoda,M,10,182.0,57,M,23448,EUR,593740800,M,74,74,False,20.0,15.0,1.0,1.0,4.0,4.0,12.0,18.0,,1.0,6.0,8.0,,3.0,2.0,,,,,,,89.0,38.0,7.3,11.0,3,,,2.0,1.0,6.0,5.0,,,2.0,,3.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,2.0,,,,,
10913376,away,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,False,53.0,46.0,4.0,2.0,24.0,25.0,22.0,28.0,,1.0,3.0,4.0,,10.0,2.0,,,,,,,90.0,61.0,6.6,9.0,1,,,,2.0,,,1.0,1.0,,,,1.0,1.0,,,1.0,,True,,,,,,,,,
10913376,away,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,88,88,False,31.0,27.0,1.0,1.0,5.0,5.0,22.0,26.0,1.0,1.0,1.0,5.0,,,,,,,,,,90.0,39.0,6.9,7.0,0,,,,,1.0,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,
10913376,away,Al Wehda,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,1095802,EUR,979171200,M,90,90,False,13.0,10.0,,,1.0,2.0,10.0,13.0,1.0,1.0,6.0,2.0,,3.0,,,,,,,,45.0,21.0,6.3,8.0,1,Hazzaa Ahmed Al-Ghamdi,,2.0,2.0,3.0,1.0,,,2.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,
10913376,away,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,143786,EUR,586396800,F,76,76,False,59.0,51.0,16.0,13.0,8.0,8.0,45.0,59.0,,,4.0,5.0,1.0,5.0,2.0,,,,,,,90.0,81.0,8.4,19.0,0,,,8.0,2.0,4.0,2.0,1.0,1.0,2.0,,,,,5.0,,,,,2.0,,,,2.0,,,,2.0
10913376,away,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182.0,171,M,256671,EUR,603936000,F,87,87,False,28.0,20.0,1.0,1.0,8.0,8.0,12.0,23.0,3.0,2.0,8.0,5.0,1.0,2.0,1.0,,,,,,,90.0,48.0,6.9,18.0,3,,,3.0,2.0,1.0,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,,2.0,2.0,,,,,,1.0,,,,,
10913376,away,Al Wehda,Yahya Naji,yahya-naji,Y. Naji,F,80,170.0,27,M,984587,EUR,920332800,F,80,80,True,2.0,1.0,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,,,17.0,6.0,6.5,3.0,0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
10913376,away,Al Wehda,Abdulaziz Noor,abdulaziz-noor,A. Noor,M,24,173.0,80,M,1085115,EUR,916617600,M,24,24,True,4.0,3.0,1.0,,,,3.0,4.0,1.0,2.0,3.0,3.0,,3.0,,,,,,,,28.0,11.0,6.9,3.0,2,Abdulaziz Noor,,,,1.0,1.0,,,,,1.0,,,,,2.0,2.0,,,1.0,1.0,,,,,,
10913376,away,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,2,2,True,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,0,Ali Makki,,,,,,,,,,,,,,,,,,,,,,,,,,
10913376,away,Al Wehda,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,925459,EUR,857174400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
