match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_unsuccessfulTouch,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon,stat_penaltyFaced,stat_outfielderBlock,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside,stat_penaltyConceded
14773685,home,Al-Riyadh,Ammar Al Harfi,ammar-al-harfi,A. A. Harfi,D,33,175.0,18,M,1549076,EUR,985478400,D,33,33,True,,14.0,9.0,,,0.0,3.0,6.0,6.0,8.0,3.0,1.0,,,29.0,29.0,6.7,9.0,0.00967262,23.89357033551,3.0,1.575,6.615,,2,,0.01,-0.68,-0.01,,1.0,4.0,,1.0,,,1.0,,,,,Ammar Al Harfi,,1.0,2.0,,1.0,1.0,,1.0,2.0,,,,1.0,0.0404,,-0.17,,,1.0,,,,,,,,
14773685,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,88,88,True,,28.0,27.0,1.0,1.0,0.0,7.0,7.0,20.0,21.0,6.0,2.0,,,29.0,34.0,7.0,4.0,0.276275,100.26941965391,11.0,14.91,16.485,,0,,0.3,0.06,-0.01,,,,,,,,,,17.049783840272,1.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
14773685,home,Al-Riyadh,Khalil Al-Absi,khalil-al-absi,K. Al-Absi,M,11,165.0,52,M,1019289,EUR,991008000,F,11,11,True,,2.0,1.0,,,0.0,1.0,1.0,0.0,1.0,2.0,,,,12.0,5.0,6.4,2.0,0.0307281,32.400055555508,1.0,28.56,28.56,,0,,-0.05,0.05,-0.01,,1.0,,,,,,,,32.400055555508,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14773685,home,Al-Riyadh,Sultan Harun,sultan-harun,S. Harun,F,99,185.0,72,M,2446702,EUR,1142208000,F,99,99,True,,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,12.0,4.0,7.0,1.0,3.479e-05,9.7450962027063,1.0,-9.45,-9.45,,0,,,,,,1.0,1.0,,,,,1.0,,,,,Sultan Harun,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
14773685,home,Al-Riyadh,Essam Bahri,essam-bahri,E. Bahri,D,,169.0,3,M,1550062,EUR,1113782400,D,45,45,True,,1.0,1.0,,,0.0,1.0,1.0,0.0,0.0,2.0,1.0,,,11.0,7.0,6.7,2.0,0.0181821,16.673483441407,3.0,16.275,8.4,,1,,0.08,0.02,0.13,,1.0,1.0,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,1.0,,,0.0555,,-0.35,,,,,,,,,,,
14773685,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773685,home,Al-Riyadh,Marzouq Tambakti,marzouq-tambakti,M. Tambakti,D,87,187.0,50,M,1544937,EUR,1044921600,D,87,87,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Marzouq Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773685,home,Al-Riyadh,Nasser Al Bishi,nasser-al-bishi,N. A. Bishi,M,72,169.0,15,M,1201503,EUR,1023062400,F,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Nasser Al Bishi,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773685,home,Al-Riyadh,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Saud Zidan,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,,36.0,20.0,17.0,1.0,0.0,19.0,19.0,1.0,17.0,,5.0,1.0,3.0,90.0,43.0,6.3,16.0,0.00017597,59.641233990326,10.0,17.85,5.25,0.0519,0,-0.2971,0.05,0.0,-0.09,0.06,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
14773685,away,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,True,20.0,18.0,4.0,3.0,0.0,12.0,13.0,6.0,7.0,,,,,85.0,37.0,7.2,4.0,0.0080792,36.513946937774,6.0,14.49,4.305,,0,,0.07,0.01,0.29,,,2.0,,7.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,,45.0,37.0,5.0,2.0,0.0,34.0,38.0,3.0,7.0,,1.0,,,90.0,65.0,7.2,8.0,0.00538221,119.50294943093,15.0,54.6,11.655,,0,,0.01,0.05,0.3,,,6.0,,18.0,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192.0,345,M,836279,EUR,734745600,D,17,17,False,,53.0,47.0,4.0,2.0,0.0,41.0,43.0,6.0,10.0,,1.0,,,90.0,67.0,7.1,7.0,0.00159035,112.30837262989,17.0,81.165,10.71,,2,,0.08,0.04,-0.07,,2.0,3.0,,10.0,,,,,,,,,,1.0,3.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0241,0.9945,0.3,,,,,,,,,,,
14773685,away,Al-Fayha,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400,D,18,18,False,,21.0,17.0,1.0,,0.0,14.0,15.0,3.0,6.0,1.0,,,,90.0,37.0,6.6,9.0,0.00802272,38.868337229123,6.0,34.125,14.595,,0,,-0.09,0.06,-0.11,,2.0,5.0,,4.0,2.0,1.0,,,15.416073462461,1.0,2.0,,,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Rakan Kaabi,rakan-kaabi,R. Kaabi,M,6,170.0,25,M,1171233,EUR,1038787200,M,6,6,False,,29.0,22.0,2.0,,0.0,18.0,20.0,4.0,9.0,,2.0,,,90.0,43.0,7.0,8.0,0.00111673,94.748075209003,10.0,3.15,9.24,,0,,-0.1,0.08,0.33,,2.0,7.0,,1.0,6.0,2.0,1.0,1.0,,,,Rakan Kaabi,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,,,
14773685,away,Al-Fayha,Sabri Abdu Dahal,sabri-abdu-dahal,S. A. Dahal,F,72,172.0,88,M,1935210,EUR,1204243200,M,72,72,False,,8.0,3.0,1.0,,1.0,,1.0,3.0,7.0,,1.0,,,74.0,14.0,7.2,6.0,0.583824,63.612808068921,5.0,49.56,26.775,,0,,0.51,0.26,-0.21,,5.0,2.0,4.0,1.0,,,1.0,1.0,39.330293454171,2.0,1.0,Sabri Abdu Dahal,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,
14773685,away,Al-Fayha,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,,14.0,11.0,2.0,1.0,0.0,4.0,4.0,7.0,10.0,,3.0,,,90.0,27.0,6.5,7.0,0.00520764,55.502488047931,6.0,29.19,12.18,,0,,0.02,0.0,-0.08,,4.0,3.0,2.0,1.0,2.0,,1.0,1.0,,,1.0,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Yassine Benzia,yassine-benzia,Y. Benzia,M,8,181.0,9531,M,155718,EUR,778982400,M,8,8,False,,38.0,36.0,4.0,4.0,0.0,22.0,23.0,14.0,15.0,,5.0,,,74.0,48.0,7.1,3.0,0.0410547,132.38626040615,15.0,49.77,27.615,,0,,0.14,0.1,0.16,,4.0,6.0,,,3.0,2.0,2.0,4.0,28.757134784258,1.0,2.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,benzia9,,
14773685,away,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,M,10,10,False,,18.0,14.0,1.0,,0.0,7.0,7.0,7.0,11.0,1.0,3.0,,,89.0,41.0,6.3,14.0,0.00773767,207.29369857312,17.0,127.89,37.695,,4,,-0.64,0.6,-0.05,,7.0,7.0,,,1.0,,2.0,2.0,132.38355141076,6.0,,,,1.0,,3.0,5.0,3.0,,4.0,1.0,3.0,,,,0.1714,0.4011,-0.48,,,,,,,,,fashionjr10,1.0,
14773685,away,Al-Fayha,Jason,jason,Jason,M,23,179.0,257,M,330677,EUR,773452800,F,23,23,False,,25.0,23.0,2.0,2.0,0.0,13.0,15.0,10.0,10.0,4.0,8.0,,,90.0,48.0,7.8,6.0,0.164486,124.71680903464,16.0,27.195,11.235,,2,,0.35,0.33,0.32,,5.0,8.0,1.0,2.0,3.0,2.0,4.0,,25.251983649491,2.0,1.0,,,2.0,,1.0,2.0,,3.0,1.0,2.0,,,,,0.0341,,-0.17,,,,,,,,,,,
14773685,away,Al-Fayha,Rayan Enad,rayan-enad,R. Enad,M,77,170.0,21,M,1549104,EUR,977702400,F,77,77,True,,1.0,,,,0.0,,1.0,,,,1.0,,,16.0,12.0,6.6,3.0,7.7e-07,22.535551160806,2.0,7.56,14.595,,0,,-0.01,-0.05,-0.01,,3.0,2.0,2.0,1.0,1.0,,1.0,,,,,Rayan Enad,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
14773685,away,Al-Fayha,Stylianos Vrontis,stylianos-vrontis,S. Vrontis,M,19,180.0,86,M,1147366,EUR,1099612800,M,19,19,True,,2.0,1.0,,,0.0,1.0,1.0,,1.0,,1.0,,,16.0,9.0,6.5,3.0,1.83e-06,4.1559693213497,1.0,3.255,3.255,,0,,-0.03,-0.02,0.13,,1.0,2.0,,,1.0,1.0,1.0,1.0,,,,Stylianos Vrontis,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
14773685,away,Al-Fayha,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,21,21,True,,1.0,,1.0,,0.0,,,,1.0,,,,,14.0,5.0,6.1,1.0,,,,,,,0,,0.01,,-0.23,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0
14773685,away,Al-Fayha,Malek Al Abdulmonam,malek-al-abdulmonam,M. A. Abdulmonam,F,9,174.0,23,M,1017888,EUR,889315200,F,9,9,True,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Abdulraoof Al-Deqeel,abdulraoof-al-deqeel,A. Al-Deqeel,G,1,180.0,5,M,868411,EUR,807494400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Khalid Al Rammah,khalid-al-rammah,K. A. Rammah,D,75,,16,M,1542651,EUR,1114819200,D,75,75,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Khalid Al Rammah,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Abdullah Al-Jawaey,abdullah-al-jawaey,A. Al-Jawaey,M,11,173.0,18,M,868945,EUR,826329600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773685,away,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
