match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_errorLeadToAGoal,stat_keyPass,stat_dispossessed,stat_goals,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_outfielderBlock,stat_totalOffside
10913496,home,Damac FC,Abdulaziz Al-Shahrani,abdulaziz-al-shahrani,A. Al-Shahrani,F,80,173.0,20,M,975862,EUR,783388800,M,14,14,True,3.0,3.0,,,1.0,1.0,2.0,2.0,1.0,,,,,12.0,4.0,6.7,,0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
10913496,home,Damac FC,Mohammed Al-Mahasneh,mohammed-al-mahasneh,M. Al-Mahasneh,G,33,180.0,55,M,1018709,EUR,862185600,G,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913496,home,Damac FC,Hassan Alshammrani,hassan-alshammrani,H. Alshammrani,D,,184.0,3,M,923016,EUR,679536000,D,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913496,home,Damac FC,Abdulaziz Makin,abdulaziz-makeen,A. Making,M,12,169.0,12,M,1141407,EUR,993772800,D,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Abdulaziz Makin,,,,,,,,,,
10913496,home,Damac FC,Waleed Hizam,waleed-hizam,W. Hizam,M,8,168.0,1,M,847475,EUR,761616000,M,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Waleed,Hizam,,,,,,,,,
10913496,away,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,20.0,14.0,11.0,5.0,11.0,11.0,3.0,9.0,,,11.0,2.0,3.0,90.0,35.0,6.1,9.0,0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,
10913496,away,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000,D,6,6,False,33.0,22.0,6.0,1.0,13.0,18.0,10.0,16.0,2.0,,8.0,,,90.0,62.0,6.6,21.0,0,1.0,1.0,,1.0,2.0,,3.0,5.0,,,3.0,1.0,1.0,,,,,,,,,,1.0,,,,,,
10913496,away,Al-Taawoun,Naldo,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,4,4,False,39.0,36.0,5.0,3.0,30.0,32.0,6.0,7.0,4.0,,5.0,,,90.0,48.0,6.7,3.0,0,,,3.0,4.0,4.0,,6.0,,,,,,1.0,True,,,,,,,,,,,,,,,
10913496,away,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,14,14,False,52.0,50.0,3.0,2.0,34.0,35.0,16.0,17.0,2.0,,5.0,,,90.0,62.0,6.8,3.0,0,,,,2.0,3.0,,7.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,
10913496,away,Al-Taawoun,Sulaiman Hahya Hazazi,hazazi-yahya,S. H. Hazazi,D,12,178.0,21,M,1102741,EUR,1044057600,D,12,12,False,19.0,15.0,1.0,,14.0,16.0,1.0,3.0,3.0,1.0,5.0,,,89.0,37.0,6.1,11.0,0,,,1.0,,2.0,,1.0,,,,1.0,1.0,,,2.0,1.0,,,Hazazi Yahya,,,,,,,,,,
10913496,away,Al-Taawoun,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,6,170.0,26,M,871619,EUR,810345600,M,5,5,False,44.0,39.0,1.0,,20.0,22.0,19.0,25.0,4.0,1.0,6.0,,,90.0,64.0,7.0,14.0,0,3.0,,,,8.0,,,,4.0,2.0,3.0,3.0,1.0,,3.0,1.0,,,,,,,,,,,,,
10913496,away,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,53.0,41.0,4.0,2.0,23.0,26.0,18.0,27.0,6.0,1.0,4.0,,,90.0,67.0,6.6,14.0,0,,,,2.0,7.0,,5.0,1.0,1.0,1.0,,2.0,4.0,,2.0,2.0,,,,,,,1.0,,,,,,
10913496,away,Al-Taawoun,Fahad Ayed Al-Rashidi,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,974517,EUR,863740800,M,7,7,False,17.0,15.0,,,6.0,7.0,10.0,13.0,4.0,,8.0,,,89.0,33.0,7.4,8.0,3,3.0,1.0,2.0,,4.0,3.0,,,1.0,,2.0,,1.0,,3.0,3.0,,,,,,,1.0,1.0,,,,,
10913496,away,Al-Taawoun,Alejandro Romero,kaku,Kaku,M,10,171.0,1012,M,788936,EUR,789782400,M,17,17,False,39.0,30.0,6.0,2.0,5.0,5.0,27.0,41.0,5.0,2.0,6.0,,,90.0,58.0,8.2,19.0,1,7.0,2.0,,,6.0,,,,1.0,,1.0,3.0,,,3.0,2.0,1.0,,,,,5.0,2.0,,,2.0,2.0,,
10913496,away,Al-Taawoun,Sumaihan Al-Nabit,sumaihan-al-nabit,S. Al-Nabit,M,88,174.0,111,M,893167,EUR,827884800,M,8,8,False,19.0,13.0,,,2.0,4.0,11.0,15.0,7.0,1.0,3.0,,,74.0,37.0,7.2,11.0,2,,,2.0,3.0,6.0,1.0,,2.0,1.0,1.0,2.0,2.0,3.0,,,,1.0,,,,,1.0,1.0,,,,,1.0,
10913496,away,Al-Taawoun,Léandre Tawamba,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,3,3,False,11.0,8.0,1.0,,4.0,5.0,4.0,6.0,1.0,,2.0,,,45.0,17.0,7.4,4.0,1,,,,2.0,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,1.0,1.0
10913496,away,Al-Taawoun,Turki Al Mutairi,turki-al-mutairi,T. Al-Mutairi,F,9,,12,M,1019325,EUR,991267200,F,99,99,True,6.0,4.0,1.0,,1.0,1.0,3.0,5.0,1.0,,,,,45.0,10.0,6.6,3.0,0,,,1.0,,3.0,,,,,,1.0,1.0,,,2.0,2.0,,,Turki,Al Mutairi,,,,,,,,,3.0
10913496,away,Al-Taawoun,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,44,44,True,3.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,16.0,6.0,6.6,2.0,0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10913496,away,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,33,33,True,1.0,1.0,,,,,1.0,1.0,,,,,,9.0,1.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913496,away,Al-Taawoun,Hassan Al-Amri,hassan-al-amri,H. Al-Amri,M,7,172.0,19,M,818733,EUR,766886400,F,77,77,True,1.0,,,,,1.0,,,2.0,,1.0,,,9.0,4.0,6.3,3.0,0,,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
10913496,away,Al-Taawoun,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913496,away,Al-Taawoun,Abdulrahman Almughais,abdulrahman-almughais,A. Almughais,M,,165.0,5,M,1445509,EUR,1038528000,M,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Abdulrahman Almughais,,,,,,,,,,
10913496,away,Al-Taawoun,Rayan Saud Al Johani,rayan-saud-al-johani,R. S. A. Johani,M,66,,2,M,1168776,EUR,987724800,F,70,70,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Rayan Saud Al Johani,,,,,,,,,,
10913496,away,Al-Taawoun,Faisal Darwish,faisal-darwish,F. D. Faraj,M,,176.0,3,M,791560,EUR,678499200,D,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913496,away,Al-Taawoun,Basil Sulaiman Abdulaziz Al Mehawes,basil-sulaiman-abdulaziz-al-mehawes,B. S. A. A. Mehawes,M,90,,4,M,1168775,EUR,1048636800,M,90,90,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Basil Sulaiman Abdulaziz Al Mehawes,,,,,,,,,,
