match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_expectedGoals,player_sofascoreId,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,stat_expectedGoalsOnTarget,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,captain,stat_bigChanceCreated,stat_fouls,stat_bigChanceMissed,stat_goals,stat_punches,stat_clearanceOffLine
12117167,home,Flamengo,Matheus Cunha,Matheus Cunha,matheus-cunha,M. Cunha,G,25,193,4946,M,1105835,EUR,990662400,G,25,25,False,42.0,34.0,13.0,5.0,0.0,34.0,37.0,5.0,1.0,1.0,6.0,1.0,3.0,4.0,90.0,53.0,7.7,9.0,0.0002688,0,0.3498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117167,home,Flamengo,Guillermo Varela,,guillermo-varela,G. Varela,D,2,171,7450,M,311456,EUR,732931200,D,2,2,False,40.0,33.0,4.0,,0.0,13.0,14.0,29.0,3.0,6.0,2.0,,,,73.0,57.0,7.4,13.0,0.019488,1,,,20.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0523,,,,,,,,,,,,,,,,,,
12117167,home,Flamengo,Léo Ortiz,,leo-ortiz,L. Ortiz,D,3,185,10970,M,869643,EUR,820627200,D,3,3,False,58.0,54.0,10.0,8.0,0.0,36.0,38.0,20.0,2.0,4.0,3.0,,,,90.0,66.0,7.5,4.0,0.0114638,0,,,18.0,,,,,3.0,1.0,1.0,1.0,,1.0,,,leortiz33,1.0,,,,,,,,,,,,,,,,
12117167,home,Flamengo,David Luiz,,david-luiz,D. Luiz,D,4,189,22748,M,21300,EUR,546048000,D,23,23,False,65.0,58.0,8.0,3.0,0.0,36.0,36.0,29.0,1.0,3.0,2.0,,,,90.0,74.0,7.4,7.0,0.0148249,1,,,22.0,,2.0,,1.0,3.0,,2.0,,,1.0,,0.0114,davidluiz23,,2.0,1.0,1.0,0.0161,,,,,,,,,,,,
12117167,home,Flamengo,Ayrton Lucas,,ayrton-lucas,A. Lucas,D,6,180,7146,M,818473,EUR,866678400,D,6,6,False,39.0,34.0,5.0,2.0,1.0,14.0,16.0,24.0,,4.0,8.0,,,,81.0,65.0,7.6,11.0,0.131596,3,,,20.0,1.0,2.0,,,1.0,,1.0,1.0,,3.0,,0.2232,AyrtonLucas,1.0,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,
12117167,home,Flamengo,Erick Pulgar,,erick-pulgar,E. Pulgar,M,5,186,12411,M,590262,EUR,758592000,M,5,5,False,59.0,49.0,2.0,,0.0,26.0,32.0,28.0,3.0,4.0,5.0,,,,90.0,68.0,6.8,13.0,0.0286645,0,,,24.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,erick05,,1.0,,,,,,,2.0,1.0,,,,,,,
12117167,home,Flamengo,Gerson,,gerson,Gerson,M,11,185,29672,M,611876,EUR,864086400,M,8,8,False,60.0,56.0,5.0,3.0,0.0,22.0,24.0,37.0,,11.0,9.0,,,,90.0,83.0,7.8,11.0,0.245115,0,,,34.0,1.0,10.0,3.0,,1.0,,,4.0,4.0,3.0,,,gerson_santos,3.0,2.0,6.0,4.0,,1.0,,,1.0,,True,1.0,2.0,,,,
12117167,home,Flamengo,Luiz Araújo,,luiz-araujo,L. Araújo,M,7,175,16511,M,840451,EUR,833673600,M,7,7,False,38.0,35.0,4.0,4.0,0.0,11.0,12.0,28.0,1.0,6.0,8.0,,,,90.0,56.0,7.2,9.0,0.338734,1,,,25.0,2.0,5.0,2.0,,1.0,,2.0,1.0,,,1.0,0.061,l_araujo11ofi,4.0,,6.0,4.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,
12117167,home,Flamengo,Giorgian De Arrascaeta,,giorgian-de-arrascaeta,Arrascaeta,M,10,173,86686,M,333587,EUR,770428800,M,14,14,False,39.0,28.0,2.0,,1.0,5.0,5.0,38.0,,6.0,7.0,,,,73.0,63.0,8.6,22.0,0.668142,1,,,25.0,4.0,6.0,2.0,1.0,1.0,,1.0,3.0,2.0,2.0,,0.0736,G10DeArrascaeta,1.0,2.0,2.0,1.0,0.1905,,,,6.0,2.0,,1.0,1.0,,1.0,,
12117167,home,Flamengo,Everton,Everton,everton,Everton,M,11,174,12386,M,386198,EUR,827452800,M,11,11,False,14.0,12.0,,,0.0,3.0,3.0,14.0,1.0,5.0,2.0,,,,73.0,36.0,6.7,13.0,0.0120569,2,,,9.0,3.0,10.0,5.0,1.0,,,1.0,,,1.0,,0.0412,Evertons,,2.0,5.0,3.0,0.0291,,1.0,,1.0,,,,2.0,,,,
