match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_interceptionWon,stat_wasFouled,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_clearanceOffLine,stat_outfielderBlock,stat_penaltyMiss,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_accurateCross,stat_blockedScoringAttempt,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_penaltyConceded,stat_totalOffside,stat_goals
11369988,home,Royal Antwerp FC,Vincent Janssen,vincent-janssen,V. Janssen,F,18,184,1452,M,339901,EUR,771552000,F,18,18,False,43.0,35.0,7.0,6.0,4.0,6.0,31.0,39.0,9.0,,2.0,,,90.0,58.0,7.7,14.0,0.0905199,2,,2.0,5.0,,5.0,1.0,,,,1.0,0.1635,3.0,,,,4.0,,,,,,,,2.0,,,2.0,1.0,,1.0,1.0,,,,,,,,,
11369988,home,Royal Antwerp FC,George Ilenikhena,george-ilenikhena,G. Ilenikhena,F,99,185,2537,M,1462434,EUR,1155686400,F,9,9,True,3.0,2.0,,,,,2.0,3.0,2.0,,1.0,,,31.0,8.0,6.5,4.0,0.0330152,2,,,,,,1.0,,,,,0.1759,,George,Ilenikhena,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,
11369988,home,Royal Antwerp FC,Alhassan Yusuf,alhassan-yusuf,A. Yusuf,M,80,175,917,M,943114,EUR,963878400,M,8,8,True,35.0,26.0,3.0,2.0,6.0,7.0,20.0,30.0,2.0,1.0,5.0,,,30.0,44.0,6.8,12.0,0.0219831,0,,2.0,1.0,4.0,5.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11369988,home,Royal Antwerp FC,Victor Udoh,udoh-victor,V. Udoh,F,,172,129,M,1512489,EUR,1098057600,F,60,60,True,9.0,6.0,2.0,,,,6.0,13.0,2.0,,1.0,,,18.0,19.0,6.6,9.0,0.0073196,0,,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,
11369988,home,Royal Antwerp FC,Eliot Matazo,eliot-matazo,E. Matazo,M,36,174,579,M,1046150,EUR,1013731200,M,6,6,True,3.0,2.0,1.0,,,,3.0,5.0,,,,,,16.0,6.0,6.6,2.0,0.0394643,0,,2.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
11369988,home,Royal Antwerp FC,Gyrano Kerk,gyrano-kerk,G. Kerk,M,7,175,505,M,386950,EUR,817862400,F,7,7,True,1.0,1.0,,,,,1.0,1.0,,,,,,16.0,3.0,6.8,1.0,0.0633744,0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11369988,home,Royal Antwerp FC,Senne Lammens,senne-lammens,S. Lammens,G,31,193,27447,M,964753,EUR,1026000000,G,91,91,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369988,home,Royal Antwerp FC,Kobe Corbanie,corbanie-kobe,K. Corbanie,D,2,187,205,M,1463869,EUR,1115683200,D,52,52,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Kobe Corbanie,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369988,home,Royal Antwerp FC,Soumaila Coulibaly,soumaila-coulibaly,S. Coulibaly,D,44,190,1098,M,1001858,EUR,1066089600,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369988,home,Royal Antwerp FC,Milan Smits,smits-milan,M. Smits,M,6,183,74,M,1475074,EUR,1100304000,M,46,46,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Milan Smits,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369988,away,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,False,36.0,17.0,29.0,10.0,12.0,15.0,5.0,21.0,,,5.0,1.0,3.0,90.0,42.0,7.5,19.0,0.00111441,0,0.7854,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,
11369988,away,KV Mechelen,Munashe Garananga,munashe-garananga,M. Garananga,D,42,186,437,M,1189773,EUR,979776000,D,42,42,False,33.0,24.0,2.0,,13.0,16.0,11.0,17.0,1.0,,3.0,,,84.0,50.0,7.1,13.0,0.00829644,0,,,,4.0,8.0,,4.0,4.0,3.0,,,,,,3.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,
11369988,away,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,95,M,839675,EUR,844473600,D,27,27,False,27.0,14.0,3.0,1.0,13.0,19.0,1.0,8.0,2.0,,1.0,,,90.0,41.0,7.5,13.0,0.00131448,0,,,1.0,6.0,8.0,,9.0,2.0,2.0,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11369988,away,KV Mechelen,Elias Cobbaut,elias-cobbaut,E. Cobbaut,D,33,188,177,M,828570,EUR,880329600,D,22,22,False,31.0,28.0,7.0,5.0,21.0,21.0,7.0,10.0,2.0,,3.0,,,90.0,42.0,7.3,5.0,0.016437,0,,,,2.0,2.0,,5.0,,,2.0,,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
11369988,away,KV Mechelen,Bill Antonio,bill-antonio,B. Antonio,F,38,177,214,M,1158921,EUR,1031011200,M,38,38,False,12.0,9.0,1.0,1.0,4.0,5.0,5.0,8.0,7.0,1.0,3.0,,,77.0,34.0,6.8,11.0,0.00314349,0,,1.0,,2.0,7.0,,,2.0,2.0,,,,Bill Antonio,,1.0,2.0,,,,,,,,2.0,,,5.0,1.0,,,,,,,,,,,,
11369988,away,KV Mechelen,Ngal'ayel Mukau,ngalayel-mukau,N. Mukau,M,17,188,7494,M,1391541,EUR,1099440000,M,34,34,False,29.0,23.0,2.0,1.0,13.0,17.0,10.0,12.0,6.0,3.0,3.0,,,90.0,45.0,6.6,9.0,0.00455956,0,,,,1.0,5.0,,1.0,4.0,2.0,1.0,,,Ngal'ayel Mukau,,4.0,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,
11369988,away,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,False,51.0,36.0,7.0,2.0,19.0,22.0,17.0,29.0,5.0,1.0,16.0,,,90.0,62.0,7.0,16.0,0.014553,0,,,2.0,,5.0,,2.0,3.0,1.0,1.0,,,,,1.0,2.0,True,,,,,,,,,,1.0,,,,,,,,,,,,,
11369988,away,KV Mechelen,Daam Foulon,daam-foulon,D. Foulon,M,5,180,205,M,826170,EUR,922147200,M,23,23,False,28.0,22.0,1.0,,13.0,15.0,9.0,14.0,3.0,2.0,3.0,,,90.0,53.0,7.1,9.0,0.00872202,2,,1.0,,2.0,10.0,,2.0,3.0,2.0,1.0,0.2181,,,,,3.0,,,,,,,,,2.0,0.1203,3.0,2.0,,,,,,,,,,,,
11369988,away,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,140,M,58917,EUR,688003200,F,7,7,False,36.0,32.0,3.0,2.0,15.0,18.0,17.0,19.0,10.0,1.0,8.0,,,70.0,44.0,7.0,8.0,0.0280181,0,,1.0,7.0,,3.0,,,2.0,1.0,2.0,,1.0,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,
11369988,away,KV Mechelen,Islam Slimani,islam-slimani,I. Slimani,F,19,188,7448,M,238708,EUR,582595200,F,13,13,False,27.0,19.0,3.0,2.0,5.0,6.0,14.0,21.0,4.0,1.0,1.0,,,70.0,34.0,6.7,10.0,0.257478,0,,,,2.0,2.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,islamslimani09,1.0,1.0,1.0,2.0,
11369988,away,KV Mechelen,Kerim Mrabti,kerim-mrabti,K. Mrabti,F,19,175,187,M,338869,EUR,769392000,F,19,19,False,27.0,21.0,2.0,2.0,6.0,6.0,15.0,22.0,4.0,,3.0,,,77.0,39.0,7.2,10.0,0.0297719,2,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,0.7298,1.0,,,2.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,0.1851,,,,,,,,,,,,,,1.0
11369988,away,KV Mechelen,Patrick Pflücke,patrick-pflucke,P. Pflücke,M,14,170,191,M,281283,EUR,849312000,F,77,77,True,8.0,4.0,3.0,1.0,,2.0,4.0,6.0,,,,,,20.0,8.0,6.5,4.0,0.00668675,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369988,away,KV Mechelen,Lion Lauberbach,lion-lauberbach,L. Lauberbach,F,29,197,268,M,886171,EUR,887500800,F,20,20,True,8.0,5.0,1.0,,,,5.0,8.0,8.0,,2.0,,,20.0,19.0,6.3,8.0,0.00198824,2,,,5.0,3.0,4.0,1.0,,,,,0.3992,,,,,1.0,,1.0,,,,,2.0,2.0,1.0,0.2098,2.0,1.0,,,,,,,,,,,,
11369988,away,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7746,M,163199,EUR,795139200,D,5,5,True,3.0,3.0,,,,,3.0,3.0,1.0,,,,,13.0,5.0,7.2,,0.343939,0,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,sandywalsh,,1.0,,,
11369988,away,KV Mechelen,Nikola Storm,nikola-storm,N. Storm,F,26,178,277,M,149796,EUR,780883200,F,11,11,True,3.0,3.0,,,2.0,2.0,1.0,2.0,6.0,2.0,1.0,,,13.0,7.0,6.3,3.0,0.0147902,0,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
11369988,away,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,M,8,8,True,,,,,,,,,1.0,,,,,16.0,2.0,6.6,,,0,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369988,away,KV Mechelen,Yannick Thoelen,yannick-thoelen,Y. Thoelen,G,15,188,95,M,794571,EUR,648259200,G,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369988,away,KV Mechelen,Boli Bolingoli,boli-bolingoli,B. Bolingoli,D,5,180,129,M,333301,EUR,804556800,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369988,away,KV Mechelen,Bilal Bafdili,bafdili-bilal,B. Bafdili,M,11,180,191,M,1445119,EUR,1091491200,M,35,35,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369988,away,KV Mechelen,Jannes Van Hecke,jannes-van-hecke,J. V. Hecke,M,78,175,70,M,965741,EUR,1011052800,M,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
