match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,player_sofascoreId,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,captain
12625027,home,Al-Ittihad,Mohammed Fallatah,mohammed-fallatah,M. Fallatah,M,41,184,107,M,1916738,EUR,1184284800,M,41,41,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Mohammed Fallatah,,,,,,,,,
12625027,home,Al-Ittihad,Abdulaziz Al-Bishi,abdulaziz-al-bishi,A. Al-Bishi,M,22,172,241,M,791417,EUR,763344000,F,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625027,away,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191,32,M,832497,EUR,829267200,G,96,96,False,21.0,14.0,15.0,8.0,0.0,11.0,12.0,9.0,1.0,5.0,3.0,3.0,,,90.0,27.0,6.3,7.0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
12625027,away,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176,21,M,818563,EUR,829785600,D,39,39,False,13.0,9.0,1.0,,0.0,4.0,5.0,10.0,2.0,1.0,,,,,60.0,29.0,6.7,7.0,0,5.0,2.0,1.0,3.0,6.0,2.0,1.0,,,,2.0,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,
12625027,away,Al-Khaleej,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177,20,M,817947,EUR,771638400,D,20,20,False,28.0,21.0,4.0,,0.0,13.0,15.0,13.0,1.0,2.0,,,,,90.0,46.0,6.5,11.0,0,8.0,,,2.0,4.0,,,,,2.0,2.0,1.0,,2.0,,,2.0,,,2.0,,,,,,,,,,
12625027,away,Al-Khaleej,Marcel Tisserand,marcel-tisserand,M. Tisserand,D,32,190,461,M,338651,EUR,726624000,D,32,32,False,20.0,18.0,2.0,2.0,0.0,14.0,15.0,5.0,7.0,4.0,,,,,90.0,31.0,6.3,3.0,0,4.0,,,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,
12625027,away,Al-Khaleej,Ali Al Shaafi,ali-al-shaafi,A. A. Shaafi,D,94,178,8,M,1521166,EUR,1010793600,D,14,14,False,30.0,22.0,4.0,1.0,0.0,18.0,22.0,8.0,4.0,9.0,,,,,78.0,46.0,6.6,12.0,1,4.0,,,3.0,3.0,2.0,1.0,,,3.0,2.0,2.0,,,,,,2.0,,,Ali Al Shaafi,,,,,,1.0,,,
12625027,away,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172,204,M,190139,EUR,790819200,D,5,5,False,41.0,40.0,1.0,1.0,0.0,22.0,23.0,19.0,2.0,3.0,,,,,90.0,52.0,6.2,4.0,0,18.0,1.0,,3.0,2.0,,,,,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,
12625027,away,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170,31,M,818581,EUR,738892800,M,15,15,False,21.0,16.0,1.0,1.0,0.0,9.0,10.0,11.0,2.0,4.0,,,,,90.0,29.0,6.2,7.0,1,7.0,,,4.0,1.0,,,1.0,,,1.0,,,,,,,2.0,,,,,,2.0,,,1.0,,,
12625027,away,Al-Khaleej,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,21,182,579,M,128089,EUR,752198400,M,21,21,False,36.0,36.0,1.0,1.0,0.0,22.0,22.0,14.0,5.0,3.0,,,,,90.0,51.0,6.6,2.0,0,14.0,,2.0,4.0,4.0,1.0,,,,2.0,2.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,
12625027,away,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170,35,M,857390,EUR,852076800,M,8,8,False,27.0,24.0,5.0,3.0,1.0,10.0,11.0,16.0,2.0,8.0,,,,,90.0,51.0,7.0,12.0,2,14.0,,,11.0,8.0,4.0,,,1.0,1.0,7.0,4.0,2.0,1.0,,3.0,2.0,3.0,,,,,,2.0,,,1.0,,,
12625027,away,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180,366,M,190065,EUR,774921600,F,7,7,False,19.0,17.0,,,0.0,8.0,9.0,10.0,,1.0,,,,,90.0,29.0,7.1,8.0,2,9.0,,,4.0,1.0,1.0,,,1.0,,,,4.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,,
12625027,away,Al-Khaleej,Kostas Fortounis,kostas-fortounis,K. Fortounis,M,10,183,2903,M,115577,EUR,719193600,F,17,17,False,33.0,29.0,2.0,2.0,0.0,17.0,19.0,17.0,,5.0,,,,,73.0,52.0,6.7,14.0,0,13.0,3.0,1.0,9.0,7.0,5.0,2.0,,,,2.0,1.0,1.0,2.0,1.0,2.0,,1.0,,,,,,4.0,1.0,,,,,
12625027,away,Al-Khaleej,Saleh Abu Al-Shamat,saleh-aboulshamat,S. Aboulshamat,M,47,171,764,M,1429250,EUR,1029024000,M,47,47,True,24.0,19.0,,,0.0,7.0,8.0,16.0,1.0,2.0,,,,,30.0,34.0,6.8,8.0,3,12.0,,,3.0,2.0,4.0,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,Saleh Aboulshamat,,,,,,2.0,,,
12625027,away,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178,359,M,193064,EUR,743472000,F,10,10,True,10.0,8.0,1.0,,0.0,3.0,4.0,6.0,,3.0,,,,,17.0,10.0,6.4,2.0,0,5.0,,,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
12625027,away,Al-Khaleej,Murad Al Hawsawi,murad-al-hawsawi,M. A. Hawsawi,M,18,180,332,M,1549082,EUR,991440000,M,18,18,True,9.0,7.0,1.0,1.0,0.0,2.0,2.0,7.0,1.0,,,,,,12.0,14.0,6.6,2.0,1,5.0,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,Murad Al Hawsawi,,,,,,,,,
12625027,away,Al-Khaleej,Raed Ozaybi,ozaybi-raed,O. Raed,G,50,181,31,M,1089085,EUR,1001116800,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Ozaybi Raed,,,,,,,,,
12625027,away,Al-Khaleej,Arif Al-Haydar,arif-al-haydar,A. Al-Haydar,D,25,172,6,M,1084262,EUR,866764800,D,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Arif Al-Haydar,,,,,,,,,
12625027,away,Al-Khaleej,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168,13,M,847483,EUR,637372800,D,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625027,away,Al-Khaleej,Abdullah Al-Salem,abdullah-al-salem,A. Al-Salem,F,9,183,285,M,818674,EUR,724723200,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625027,away,Al-Khaleej,Hisham Al-Dubais,al-dubais-hisham,H. Al-Dubais,F,77,175,35,M,1653046,EUR,1001462400,M,77,77,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
