match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_challengeLost,stat_shotOffTarget,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_fouls,stat_penaltyWon,stat_totalOffside,stat_errorLeadToAGoal,stat_penaltyFaced,stat_punches,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyConceded
14025259,home,Brentford,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,1,1,False,34.0,19.0,22.0,7.0,0.0,12.0,17.0,7.0,17.0,2.0,10.0,2.0,1.0,3.0,1.0,1.0,90.0,44.0,7.8,15.0,0.00127983,6.8315724011859,2.0,4.095,2.625,0.5154,0,0.0593,0.05,0.0,-0.07,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025259,home,Brentford,Michael Kayode,,,michael-kayode,M. Kayode,D,33,179,2419,M,,1137431,EUR,1089417600,D,33,33,False,23.0,20.0,2.0,,0.0,11.0,11.0,9.0,12.0,6.0,7.0,2.0,,,,,90.0,57.0,7.3,13.0,0.194,94.190458941164,12.0,45.885,16.905,,1,,0.4,0.27,-0.28,,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0731,34.970658143349,2.0,2.0,0.01,,,,,,,,,,,,,,,,,,,,
14025259,home,Brentford,Nathan Collins,,,nathan-collins,N. Collins,D,22,193,1556,M,,958916,EUR,988588800,D,22,22,False,25.0,19.0,7.0,2.0,0.0,16.0,18.0,3.0,7.0,5.0,2.0,1.0,,,,,90.0,47.0,6.8,7.0,0.0006129,37.453585721773,6.0,24.045,7.455,,1,,0.05,0.08,0.38,,,,3.0,,,,,9.0,3.0,1.0,,1.0,0.0838,,,,-0.28,True,5.0,5.0,1.0,2.0,0.1065,,,,,,,,,,,,,,
14025259,home,Brentford,Sepp van den Berg,,,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,,924378,EUR,1008806400,D,4,4,False,28.0,22.0,3.0,1.0,0.0,17.0,18.0,5.0,10.0,5.0,3.0,,,,,,90.0,43.0,6.6,6.0,0.00961738,53.04928503766,5.0,21.63,22.89,,0,,0.16,-0.06,-0.09,,,,4.0,,,,,7.0,2.0,1.0,,,,,,,,,3.0,4.0,,2.0,,1.0,,,,,,,,,,,,,
14025259,home,Brentford,Kristoffer Ajer,,,kristoffer-ajer,K. Ajer,D,20,196,1144,M,,576384,EUR,892771200,D,20,20,False,16.0,8.0,5.0,1.0,0.0,3.0,3.0,5.0,13.0,8.0,1.0,,,,,,89.0,34.0,6.8,11.0,0.0475095,23.918835520635,5.0,-3.36,4.725,,2,,0.64,0.08,-0.35,,,,5.0,2.0,1.0,,1.0,3.0,2.0,2.0,2.0,1.0,0.0643,,,,-0.34,,3.0,5.0,,,,1.0,1.0,,,,,,,,,,,,
14025259,home,Brentford,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,6,6,False,31.0,23.0,7.0,2.0,0.0,11.0,12.0,12.0,19.0,1.0,6.0,,,,,,90.0,42.0,6.7,12.0,0.016465,85.230528894142,11.0,33.39,27.195,,1,,0.19,0.18,0.15,,3.0,1.0,,,,,,3.0,,1.0,1.0,,0.0223,35.48740221922,2.0,,-0.14,,,,,1.0,,,1.0,,,,,,,,,,,,
14025259,home,Brentford,Yehor Yarmolyuk,,,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180,2555,M,,1031258,EUR,1078099200,M,18,18,False,10.0,6.0,1.0,,0.0,5.0,8.0,1.0,2.0,1.0,2.0,,,,,,29.0,15.0,6.6,5.0,0.00073568,37.58661952134,4.0,3.57,5.46,,0,,-0.02,0.06,-0.04,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
14025259,home,Brentford,Dango Ouattara,Dango Ouattara,,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,19,19,False,21.0,14.0,3.0,1.0,0.0,3.0,5.0,11.0,16.0,6.0,5.0,2.0,,,,,89.0,47.0,7.8,18.0,0.0200531,133.38015411953,10.0,90.195,20.79,,5,,0.25,0.14,-0.14,,4.0,,3.0,4.0,1.0,,,2.0,1.0,,,2.0,0.6665,39.032293296075,2.0,,0.37,,2.0,8.0,1.0,,0.653,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
14025259,home,Brentford,Mikkel Damsgaard,,,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,,907072,EUR,962582400,M,24,24,False,31.0,19.0,5.0,2.0,1.0,6.0,7.0,13.0,24.0,4.0,6.0,,,,,,79.0,48.0,6.7,18.0,0.199408,74.61844284744,8.0,57.12,14.91,,2,,0.08,0.33,-0.14,,3.0,,,2.0,1.0,1.0,,,2.0,3.0,2.0,,0.0664,16.223385096829,1.0,1.0,-0.23,,1.0,6.0,2.0,,0.2393,3.0,,1.0,,,,,,,,,,,
14025259,home,Brentford,Kevin Schade,,,kevin-schade,K. Schade,M,7,183,3191,M,,1006387,EUR,1006819200,M,7,7,False,15.0,9.0,,,0.0,1.0,1.0,8.0,14.0,9.0,5.0,1.0,,,,,79.0,39.0,8.1,19.0,0.180413,114.13048483015,8.0,83.895,22.365,,1,,0.44,0.57,-0.07,,1.0,,6.0,6.0,1.0,1.0,,,,1.0,1.0,4.0,0.6748,83.478423013511,4.0,5.0,0.51,,1.0,11.0,1.0,,0.4545,,,2.0,,1.0,3.0,,1.0,,,,,,
