match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_wonTackle,stat_totalOffside,stat_blockedScoringAttempt,stat_wasFouled,player_sofascoreId,captain,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_errorLeadToAGoal,stat_goalAssist
10389737,home,Angers,Amine Salama,Salama,,amine-salama,A. Salama,F,19,192,769,M,1175856,EUR,963878400,F,11,11,False,20.0,16.0,,8.0,8.0,14.0,4.0,,6.0,,,,85.0,39.0,6.9,11.0,0.2094,0.2449,0.00436607,2,,,8.0,2.0,,,5.0,,7.0,4.0,,,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,,
10389737,home,Angers,Adrien Hunou,,,adrien-hunou,A. Hunou,M,23,176,98,M,283083,EUR,758937600,F,23,23,True,7.0,5.0,,2.0,2.0,5.0,1.0,,2.0,,,,24.0,13.0,6.5,6.0,0.0,0.0,0.00279469,0,,,3.0,,,,2.0,,1.0,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,
10389737,home,Angers,Halid Šabanović,,,halid-sabanovic,H. Šabanović,D,,182,68,M,928334,EUR,935280000,D,4,4,True,6.0,5.0,,1.0,1.0,7.0,,,,,,,20.0,10.0,6.2,3.0,0.0,0.0,0.00147664,0,,,4.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
10389737,home,Angers,Farid El Melali,,,farid-el-melali,F. El Melali,M,28,173,1171,M,930584,EUR,862790400,M,28,28,True,4.0,3.0,,,,4.0,,,1.0,,,,10.0,6.0,6.5,1.0,0.0473,0.0,0.00111713,1,,,3.0,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
10389737,home,Angers,Jean-Mattéo Bahoya,Jean Bahoya,,jean-matteo-bahoya,J. Bahoya,M,19,180,2309,M,1146148,EUR,1115424000,F,24,24,True,6.0,3.0,,,,6.0,1.0,,1.0,,,,10.0,7.0,6.6,3.0,0.0,0.0,0.00279426,0,,,3.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
10389737,home,Angers,Theo Borne,,,borne-theo,T. Borne,G,16,191,16,M,1146236,EUR,1026691200,G,40,40,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389737,home,Angers,Ilyes Chetti,,,ilyes-chetti,I. Chetti,D,23,176,923,M,975834,EUR,790732800,D,31,31,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389737,home,Angers,Abdoulaye Bamba,,,abdoulaye-bamba,A. Bamba,D,25,182,172,M,121180,EUR,641001600,D,25,25,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389737,home,Angers,Sada Thioub,,,thioub-sada,S. Thioub,M,,179,120,,787542,EUR,801964800,M,92,92,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389737,home,Angers,Ibrahim Amadou,,,ibrahim-amadou,I. Amadou,M,6,184,97,M,257421,EUR,734054400,M,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389737,away,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,33.0,26.0,14.0,23.0,26.0,7.0,1.0,,5.0,3.0,1.0,1.0,90.0,40.0,6.5,7.0,0.0,0.0,0.00085593,0,-0.1146,8.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,
10389737,away,Olympique Lyonnais,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,2,2,False,69.0,59.0,6.0,36.0,39.0,30.0,3.0,,3.0,,,,90.0,90.0,6.8,13.0,0.0,0.0,0.0148867,0,,2.0,23.0,,,,8.0,2.0,2.0,1.0,,1.0,1.0,4.0,,,,2.0,2.0,1.0,,1.0,,,,,,,,,
10389737,away,Olympique Lyonnais,Dejan Lovren,,,dejan-lovren,D. Lovren,D,6,188,2842,M,39480,EUR,615600000,D,5,5,False,78.0,68.0,6.0,56.0,61.0,17.0,,,8.0,,,,90.0,87.0,6.6,10.0,0.0,0.0,0.00503755,0,,1.0,12.0,,,,4.0,,,,,2.0,2.0,2.0,,,,1.0,2.0,,,1.0,,,,,,,2.0,1.0,
10389737,away,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,95.0,89.0,8.0,70.0,71.0,24.0,4.0,1.0,3.0,,,,90.0,111.0,6.9,7.0,0.092,0.2057,0.0162847,1,,3.0,19.0,,,,3.0,,,,,4.0,1.0,2.0,,3.0,,,2.0,,,1.0,,,,1.0,1.0,,1.0,,
10389737,away,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,54.0,49.0,3.0,30.0,32.0,24.0,4.0,,4.0,,,,89.0,78.0,6.8,10.0,0.0,0.0,0.0341093,0,,2.0,19.0,2.0,,,7.0,3.0,1.0,,,2.0,2.0,4.0,1.0,,1.0,1.0,2.0,,,2.0,tagliafico3,,,,,,,,
10389737,away,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,False,58.0,54.0,4.0,30.0,31.0,27.0,3.0,1.0,3.0,,,,90.0,72.0,6.8,8.0,0.0,0.0,0.0161895,0,,4.0,24.0,,,,6.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,,,1.0,,,5.0,,,,,,,,,
10389737,away,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,M,23,23,False,71.0,68.0,5.0,42.0,42.0,29.0,6.0,2.0,7.0,,,,89.0,87.0,7.4,8.0,0.0962,0.2104,0.158562,2,,5.0,26.0,,,,4.0,3.0,2.0,1.0,,,,2.0,2.0,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,
10389737,away,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,37.0,28.0,,11.0,11.0,29.0,7.0,5.0,6.0,,,,90.0,51.0,6.4,17.0,0.0,0.0,0.539707,0,,,19.0,3.0,2.0,,,2.0,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,1.0
10389737,away,Olympique Lyonnais,Bradley Barcola,,,barcola-bradley,B. Barcola,F,29,182,37510,M,996952,EUR,1030924800,F,26,26,False,38.0,25.0,,10.0,12.0,30.0,7.0,,7.0,,,,90.0,57.0,7.6,21.0,0.1965,0.7828,0.0586317,1,,,16.0,4.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,,1.0,1.0,2.0,,1.0,2.0,1.0,,,2.0,bradley_b,,,,1.0,1.0,,,
10389737,away,Olympique Lyonnais,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183,2654,M,318653,EUR,837129600,F,9,9,False,12.0,9.0,,,1.0,11.0,6.0,3.0,3.0,,,,67.0,21.0,6.5,8.0,0.0,0.0,0.0501336,0,,,9.0,,,2.0,2.0,1.0,,,,1.0,1.0,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,
10389737,away,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,F,18,18,False,31.0,27.0,3.0,10.0,13.0,19.0,8.0,3.0,5.0,,,,67.0,45.0,6.5,13.0,0.0606,0.0,0.133296,1,,3.0,18.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,,1.0,,3.0,,,,,,,1.0,rayan_cherki,,1.0,,,,,,
10389737,away,Olympique Lyonnais,Jeffinho,,,jeffinho,Jeffinho,M,47,177,1441,M,1016948,EUR,946512000,F,47,47,True,5.0,5.0,1.0,1.0,1.0,4.0,4.0,,,,,,23.0,9.0,6.4,2.0,0.0,0.0,0.00191812,0,,1.0,4.0,,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,
10389737,away,Olympique Lyonnais,Amin Sarr,,,sarr-amin,A. Sarr,F,9,190,942,M,1022204,EUR,984268800,F,7,7,True,9.0,5.0,1.0,3.0,3.0,6.0,2.0,,3.0,,,,23.0,16.0,7.2,4.0,0.6718,0.9025,0.00689718,2,,1.0,2.0,,,2.0,4.0,,,,,,,3.0,,,,1.0,2.0,,,,,,,1.0,2.0,1.0,,,
10389737,away,Olympique Lyonnais,Mohamed El Arouch,,,mohamed-el-arouch,M. E. Arouch,M,84,166,556,M,1049187,EUR,1081209600,M,38,38,True,1.0,1.0,,,,2.0,1.0,,1.0,,,,1.0,5.0,,2.0,0.0,0.0,0.00097055,0,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,
10389737,away,Olympique Lyonnais,Henrique,Henrique,,henrique,Henrique,D,3,173,390,M,336851,EUR,767232000,D,12,12,True,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389737,away,Olympique Lyonnais,Rémy Riou,,,remy-riou,R. Riou,G,1,189,112,M,13906,EUR,555206400,G,35,35,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389737,away,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175,827,M,1155226,EUR,1111795200,D,20,20,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389737,away,Olympique Lyonnais,Mamadou Sarr,Mamadou Sarr,,sarr-mamadou,M. Sarr,D,19,194,21849,M,1154657,EUR,1125273600,D,29,29,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389737,away,Olympique Lyonnais,Sekou Lega,,,lega-sekou,S. Lega,F,70,190,115,M,1019662,EUR,1043107200,F,36,36,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
