match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_shotValueNormalized,stat_interceptionWon,stat_totalOffside,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_wasFouled,stat_keyPass,captain,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
15197262,home,Doncaster Rovers,Francis Okoronkwo,,,francis-okoronkwo,F. Okoronkwo,F,19,188.0,109,M,1177182,EUR,1095379200.0,F,19,19,False,14.0,10.0,,,0.0,2.0,2.0,8.0,12.0,1.0,3.0,1.0,1.0,,,,,90.0,29.0,6.0,8.0,41.974785669274,7.0,9.24,6.195,,2,-0.41,0.09,-0.04,,1.0,,8.0,1.0,,2.0,,,,6.0,,2.0,,,,-0.53,,,1.0,1.0,,,1.0,,,2.0,,,
15197262,home,Doncaster Rovers,James Maxwell,,,james-maxwell,J. Maxwell,D,3,179.0,29,M,999270,EUR,1007856000.0,D,3,3,True,16.0,14.0,5.0,4.0,0.0,8.0,9.0,6.0,7.0,,,3.0,2.0,,,,,36.0,25.0,7.4,2.0,28.13781109863,4.0,3.99,13.65,,1,0.32,0.0,0.37,,1.0,1.0,,,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,
15197262,home,Doncaster Rovers,Glenn Middleton,,,glenn-middleton,G. Middleton,M,17,175.0,48,M,867799,EUR,946684800.0,M,17,17,True,3.0,1.0,,,0.0,,,1.0,3.0,,,,1.0,,,,,14.0,7.0,6.5,5.0,33.134768323808,2.0,32.865,20.16,,0,-0.04,0.04,0.14,,3.0,,1.0,,,,,20.370944406188,1.0,1.0,,,,,,,,,,,,,,,,,,,
15197262,home,Doncaster Rovers,Billy Sharp,,,billy-sharp,B. Sharp,F,14,175.0,216,M,20514,EUR,507945600.0,F,14,14,True,2.0,,,,0.0,,,,2.0,,1.0,,1.0,,,,,14.0,6.0,6.6,3.0,11.498731060426,1.0,-11.34,-11.34,,1,-0.01,-0.1,0.0,,,,,,,1.0,,,,,,,1.0,,,0.0,,,,,,,1.0,,,1.0,,,
15197262,home,Doncaster Rovers,Darren Robinson,Darren,Robinson,darren-robinson,D. Robinson,M,20,180.0,33,M,1134740,EUR,1104278400.0,M,20,20,True,5.0,4.0,1.0,,0.0,3.0,3.0,1.0,2.0,1.0,2.0,,,,,,,14.0,11.0,6.7,2.0,6.8568745795734,1.0,-6.405,-6.405,,2,0.1,-0.01,0.18,,,,,1.0,1.0,1.0,,,,,,2.0,,,,-0.38,,,,,,,,,,,,,
15197262,home,Doncaster Rovers,Brandon Hanlan,,,brandon-hanlan,B. Hanlan,F,9,182.0,33,M,846066,EUR,865036800.0,F,9,9,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,13.0,1.0,6.4,,,,,,,0,-0.02,,0.0,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,
15197262,home,Doncaster Rovers,Jacob Bryant,Jacob,Bryant,jacob-bryant,J. Bryant,G,41,,4,M,1893860,EUR,1174694400.0,G,41,41,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197262,home,Doncaster Rovers,Sean Grehan,Sean Grehan,,sean-grehan,S. Grehan,D,27,182.0,98,M,1117775,EUR,1073520000.0,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197262,home,Doncaster Rovers,Tom Nixon,,,tom-nixon,T. Nixon,D,16,185.0,12,M,1093872,EUR,1038182400.0,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197262,home,Doncaster Rovers,Harry Clifton,,,harry-clifton,H. Clifton,M,15,180.0,41,M,825822,EUR,897609600.0,M,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197262,away,Southampton,Daniel Peretz,,,daniel-peretz,D. Peretz,G,41,190.0,3552,M,1048265,EUR,963187200.0,G,41,41,False,33.0,20.0,16.0,3.0,0.0,18.0,19.0,2.0,14.0,1.0,1.0,3.0,5.0,,2.0,4.0,2.0,90.0,45.0,6.3,14.0,44.221876968929,8.0,5.565,6.405,0.6574,0,0.09,0.0,-0.24,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
15197262,away,Southampton,Elias Jelert,Elias,Jelert,elias-jelert,E. Jelert,D,38,178.0,2410,M,1126433,EUR,1055376000.0,D,38,38,False,31.0,24.0,10.0,3.0,0.0,12.0,17.0,12.0,14.0,1.0,6.0,1.0,7.0,,,,,62.0,51.0,6.2,11.0,54.009527277807,10.0,7.14,8.61,,0,0.07,0.06,-0.41,,,,7.0,3.0,1.0,3.0,1.0,,,3.0,,,,,,,,,2.0,2.0,1.0,,1.0,,,,,,
15197262,away,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185.0,1647,M,980637,EUR,1012348800.0,D,6,6,False,64.0,54.0,12.0,8.0,0.0,31.0,35.0,23.0,29.0,6.0,7.0,10.0,4.0,,,,,90.0,80.0,7.3,12.0,161.98979251256,25.0,62.37,11.13,,0,0.35,0.13,-0.21,,,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,True,,,,
15197262,away,Southampton,Joshua Quarshie,Joshua,Quarshie,joshua-quarshie,J. Quarshie,D,17,192.0,737,M,1394676,EUR,1090800000.0,D,17,17,False,64.0,57.0,5.0,2.0,0.0,41.0,45.0,16.0,19.0,1.0,3.0,6.0,2.0,,,,,90.0,78.0,6.9,9.0,205.78843483654,22.0,125.055,31.395,,0,0.26,0.26,-0.22,,,,2.0,1.0,,,1.0,65.222147586803,2.0,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,
15197262,away,Southampton,Welington,,,welington,Welington,M,34,170.0,939,M,1009920,EUR,982540800.0,D,34,34,False,37.0,34.0,5.0,3.0,0.0,15.0,16.0,19.0,21.0,,8.0,5.0,5.0,,,,,90.0,61.0,6.9,7.0,110.04006803034,14.0,51.975,17.85,,0,0.32,0.06,-0.18,,2.0,1.0,6.0,3.0,1.0,1.0,2.0,,,3.0,,,,,,,2.0,,,6.0,4.0,,1.0,1.0,,,,,
15197262,away,Southampton,Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,172.0,372,M,879810,EUR,916790400.0,M,4,4,False,35.0,32.0,4.0,2.0,1.0,16.0,17.0,16.0,18.0,1.0,6.0,4.0,5.0,,,,,90.0,51.0,6.9,4.0,49.066278581826,6.0,3.57,8.925,,0,0.02,-0.01,-0.04,,,,6.0,4.0,4.0,1.0,4.0,,,1.0,,,,,,,2.0,,1.0,,,,1.0,1.0,,,,,
15197262,away,Southampton,Cameron Bragg,Cameron Bragg,,bragg-cameron,C. Bragg,M,48,,57,M,1142342,EUR,1113091200.0,M,48,48,False,51.0,43.0,5.0,2.0,0.0,28.0,30.0,15.0,21.0,1.0,4.0,1.0,9.0,,,,,75.0,68.0,7.3,15.0,131.62050048753,16.0,10.71,14.07,,1,0.06,0.06,-0.07,,3.0,,3.0,2.0,1.0,2.0,,14.142280014199,1.0,,1.0,,1.0,1.0,,0.32,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,
15197262,away,Southampton,Tom Fellows,Tom Fellows,,tom-fellows,T. Fellows,M,18,183.0,368,M,1083026,EUR,1049760000.0,M,18,18,False,29.0,25.0,2.0,1.0,1.0,12.0,14.0,13.0,15.0,,1.0,1.0,4.0,,,,,90.0,43.0,6.3,12.0,207.90938035554,17.0,15.33,15.96,,1,-0.05,0.36,-0.1,,,,3.0,1.0,,5.0,,70.869238748326,4.0,1.0,1.0,1.0,,,,-0.3,,,,1.0,,,,1.0,,,,,
15197262,away,Southampton,Kuryu Matsuki,Kuryu Matsuki,,kuryu-matsuki,K. Matsuki,M,27,178.0,1417,M,1154637,EUR,1051660800.0,M,27,27,False,33.0,30.0,2.0,1.0,0.0,10.0,10.0,20.0,23.0,,1.0,,4.0,,,,,87.0,47.0,7.1,9.0,70.172590351318,9.0,8.82,14.595,,3,0.31,0.03,-0.22,,4.0,2.0,5.0,,,,1.0,,,2.0,1.0,1.0,2.0,1.0,,0.46,,,,2.0,1.0,,,1.0,,1.0,,,
15197262,away,Southampton,Jay Robinson,Jay Robinson,,jay-robinson,J. Robinson,F,46,176.0,292,M,1440673,EUR,1173916800.0,M,46,46,False,19.0,15.0,3.0,2.0,0.0,7.0,7.0,8.0,12.0,,1.0,1.0,3.0,,,,,62.0,28.0,6.5,10.0,182.18807950212,17.0,61.845,27.615,,0,-0.03,0.21,-0.01,,2.0,,4.0,,,2.0,,72.503889340484,4.0,2.0,,,,,,,,,,3.0,1.0,,,,,,,,
15197262,away,Southampton,Cameron Archer,,,cameron-archer,C. Archer,F,19,181.0,981,M,993451,EUR,1007856000.0,F,19,19,False,24.0,19.0,,,0.0,10.0,11.0,9.0,13.0,1.0,3.0,1.0,,,,,,74.0,34.0,7.3,8.0,121.09981830989,15.0,15.225,19.215,,2,-0.14,0.02,-0.03,,,,3.0,,,2.0,1.0,29.233974225206,1.0,1.0,1.0,,2.0,1.0,,0.6,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,
15197262,away,Southampton,Nathan Wood,,,nathan-wood,N. Wood,D,15,188.0,201,M,944200,EUR,1022803200.0,D,15,15,True,11.0,10.0,1.0,,0.0,8.0,9.0,2.0,2.0,1.0,1.0,2.0,,,,,,28.0,14.0,6.7,1.0,11.212080617684,2.0,3.99,2.52,,0,0.01,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197262,away,Southampton,Leo Scienza,,,leo-scienza,L. Scienza,M,13,175.0,995,M,1386651,EUR,905644800.0,M,13,13,True,18.0,13.0,,,0.0,2.0,3.0,11.0,15.0,,3.0,,4.0,,,,,28.0,28.0,7.1,10.0,147.55893281613,10.0,76.02,54.18,,2,0.26,0.36,0.17,,3.0,,2.0,,,,,66.77784706662,2.0,,,,1.0,,,-0.27,,,,2.0,,,3.0,,,,,,1.0
15197262,away,Southampton,Ross Stewart,Ross,Stewart,ross-stewart,R. Stewart,F,11,188.0,340,M,886117,EUR,841536000.0,F,11,11,True,8.0,7.0,,,0.0,,,7.0,8.0,1.0,2.0,,,,,,,16.0,14.0,6.4,4.0,50.036758295293,2.0,39.69,40.53,,1,-0.17,0.15,0.13,,,,3.0,1.0,1.0,2.0,,45.937765248214,1.0,2.0,,1.0,,,,-0.05,,1.0,,1.0,,,,1.0,,,,,
15197262,away,Southampton,Caspar Jander,,,caspar-jander,C. Jander,M,20,183.0,668,M,1171234,EUR,1048377600.0,M,20,20,True,13.0,11.0,,,0.0,1.0,1.0,10.0,12.0,2.0,5.0,2.0,2.0,,,,,15.0,21.0,6.9,4.0,36.59383453927,4.0,10.92,16.065,,0,0.03,0.01,0.13,,,,,2.0,,2.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,
15197262,away,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172.0,1467,M,361352,EUR,855532800.0,F,9,9,True,,,,,0.0,,,,,,,,,,,,,11.0,1.0,6.4,,4.0174922526372,1.0,-0.20999999999998,-0.20999999999998,,1,,0.03,0.0,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,1.0
15197262,away,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193.0,294,M,45502,EUR,628646400.0,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197262,away,Southampton,Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,185.0,210,M,134361,EUR,759628800.0,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197262,away,Southampton,Barnaby Williams,Barnaby,Williams,barnaby-williams,B. Williams,M,53,,10,M,1594487,EUR,,M,53,53,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197262,away,Southampton,Romeo Akachukwu,Romeo,Akachukwu,romeo-akachukwu,R. Akachukwu,M,27,,211,M,1190948,EUR,1151712000.0,M,51,51,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
