match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_fouls,stat_aerialWon,stat_wonTackle,stat_keyPass,stat_interceptionWon,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_wasFouled,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
11540875,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,47.0,36.0,23.0,12.0,25.0,25.0,11.0,22.0,8.0,3.0,4.0,90.0,55.0,7.3,12.0,0.01098,0,0.4832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540875,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,2,2,False,36.0,28.0,4.0,1.0,15.0,18.0,13.0,19.0,4.0,,,90.0,60.0,6.1,11.0,0.0114443,0,,,,True,1.0,2.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11540875,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,39.0,29.0,8.0,2.0,24.0,30.0,5.0,9.0,6.0,,,90.0,50.0,6.9,10.0,0.00322685,0,,,,,,,2.0,8.0,1.0,,5.0,3.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11540875,home,Hatayspor,Cengiz Demir,demir-cengiz,C. Demir,D,5,186,15,M,1015360,EUR,987552000,D,27,27,False,37.0,33.0,6.0,3.0,25.0,26.0,8.0,11.0,3.0,,,90.0,44.0,6.7,4.0,0.00372855,0,,,,,,2.0,2.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
11540875,home,Hatayspor,Faouzi Ghoulam,faouzi-ghoulam,F. Ghoulam,D,,188,1996,M,133236,EUR,665366400,D,13,13,False,30.0,17.0,5.0,1.0,6.0,10.0,13.0,26.0,3.0,,,87.0,55.0,7.2,24.0,0.133795,0,,Faouzi,Ghoulam,,6.0,,,6.0,,,4.0,1.0,,5.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,
11540875,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,4,4,False,36.0,26.0,3.0,1.0,16.0,17.0,10.0,20.0,5.0,,,90.0,42.0,6.6,11.0,0.00880039,2,,Chandrel Massanga,,,1.0,1.0,3.0,3.0,2.0,,,,,3.0,,1.0,,,1.0,1.0,1.0,0.1045,,,,,,,,,,,,,
11540875,home,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,481,M,1032547,EUR,1046390400,M,77,77,False,22.0,20.0,2.0,1.0,8.0,8.0,13.0,17.0,6.0,,,88.0,39.0,7.3,6.0,0.0233521,2,,Joelson Mendes,,,3.0,,4.0,8.0,2.0,,1.0,1.0,,,1.0,3.0,,1.0,2.0,,,0.0923,5.0,3.0,4.0,,,,,,,,,,
11540875,home,Hatayspor,Mehdi Boudjemaa,mehdi-boudjemaa,M. Boudjemaa,M,4,182,595,M,960088,EUR,891907200,M,8,8,False,25.0,24.0,1.0,1.0,8.0,8.0,16.0,17.0,3.0,,,69.0,31.0,7.0,2.0,0.0501363,1,,,,,,,,3.0,,,,2.0,,1.0,,2.0,1.0,,,1.0,,0.0173,,,,1.0,,,,,,,,,
11540875,home,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3768,M,910121,EUR,981417600,M,17,17,False,26.0,23.0,,,7.0,7.0,16.0,19.0,3.0,,,90.0,42.0,7.1,10.0,0.0314274,4,,,,,,,4.0,4.0,,2.0,1.0,,1.0,2.0,,,,,2.0,,,0.664,3.0,2.0,,4.0,1.0,2.0,1.0,,,,,,
11540875,home,Hatayspor,Doğukan Sinik,dogukan-sinik,D. Sinik,M,70,180,124,M,796114,EUR,916876800,M,70,70,False,5.0,3.0,,,,1.0,3.0,5.0,1.0,,,45.0,12.0,6.4,7.0,0.0115451,1,,,,,1.0,,3.0,1.0,,,,,1.0,1.0,,,,,,,,0.0324,2.0,,,2.0,,1.0,,,,,,,
11540875,home,Hatayspor,Carlos Strandberg,carlos-strandberg,C. Strandberg,F,10,187,170,M,333423,EUR,829440000,F,10,10,False,6.0,2.0,,,,,2.0,6.0,,,,69.0,17.0,6.9,5.0,0.00269256,2,,,,,,1.0,2.0,6.0,,1.0,3.0,1.0,,4.0,,,,,1.0,1.0,,0.0554,,,1.0,,,,,,,,,,
11540875,home,Hatayspor,Rui Pedro,rui-pedro,R. Pedro,M,,182,143,M,862672,EUR,890352000,F,14,14,True,22.0,22.0,1.0,1.0,7.0,7.0,16.0,16.0,2.0,,,45.0,28.0,8.1,2.0,0.463141,2,,,,,1.0,1.0,2.0,,,,,,1.0,,,3.0,,1.0,1.0,1.0,,0.398,1.0,,,1.0,,,,2.0,2.0,,,,
11540875,home,Hatayspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,5,5,True,10.0,9.0,1.0,1.0,3.0,3.0,6.0,7.0,,,,21.0,13.0,7.3,1.0,0.0155162,1,,,,,,,2.0,1.0,,,,1.0,2.0,,1.0,,,,,,,0.0361,,,,,,1.0,,,,1.0,,,
11540875,home,Hatayspor,Halil Dervişoğlu,halil-dervisoglu,H. Dervişoğlu,F,11,183,812,M,930775,EUR,944611200,F,11,11,True,6.0,3.0,,,1.0,1.0,2.0,5.0,,,,21.0,12.0,6.5,5.0,0.00409097,0,,,,,,1.0,3.0,3.0,,,1.0,,1.0,3.0,,,,,,,,,1.0,,,1.0,,,,,,,,,
11540875,home,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,True,2.0,1.0,,,,1.0,1.0,1.0,,,,10.0,3.0,6.5,2.0,0.00188963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
