match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_totalOffside,stat_goalAssist
11451138,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,1,1,False,27.0,22.0,8.0,3.0,20.0,22.0,2.0,5.0,1.0,9.0,1.0,1.0,1.0,90.0,35.0,6.6,5.0,0.0,0.0,0.00115166,0,-0.4713,,,,,,,,,,,,,,,,,,,,,,,,,,
11451138,home,Antalyaspor,Bünyamin Balcı,,,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,42.0,35.0,3.0,2.0,11.0,13.0,26.0,33.0,,5.0,,,,90.0,65.0,7.0,11.0,0.0,0.0,0.221921,0,,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,
11451138,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,63.0,56.0,4.0,2.0,38.0,41.0,18.0,22.0,3.0,3.0,,,,90.0,72.0,6.8,8.0,0.0229,0.0,0.009735,1,,,,4.0,9.0,7.0,1.0,,,,2.0,1.0,1.0,,1.0,True,5.0,1.0,1.0,3.0,,,,,,,
11451138,home,Antalyaspor,Ömer Toprak,,,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,82.0,74.0,8.0,5.0,54.0,56.0,20.0,26.0,1.0,7.0,,,,90.0,87.0,6.8,9.0,0.0033,0.0,0.00996961,1,,,,2.0,3.0,4.0,,,,,,,1.0,1.0,,,3.0,,,1.0,1.0,,,,,,
11451138,home,Antalyaspor,Güray Vural,,,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,59.0,51.0,7.0,4.0,29.0,31.0,22.0,31.0,,7.0,,,,90.0,82.0,6.3,15.0,0.0142,0.0,0.0146619,1,,3.0,,1.0,10.0,2.0,3.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,4.0,1.0,,,,,,
11451138,home,Antalyaspor,Ufuk Akyol,,,ufuk-akyol,U. Akyol,M,19,180,30,M,859546,EUR,872640000,M,19,19,False,45.0,39.0,2.0,1.0,19.0,19.0,20.0,26.0,,7.0,,,,90.0,59.0,7.0,6.0,0.0,0.0,0.02299,0,,,,1.0,1.0,4.0,,,,,3.0,1.0,,,,,1.0,,2.0,,,1.0,,,,,
11451138,home,Antalyaspor,Dario Šarić,,,dario-saric,D. Šarić,M,88,180,555,M,848385,EUR,864950400,M,8,8,False,36.0,28.0,2.0,2.0,9.0,10.0,19.0,28.0,,4.0,,,,90.0,53.0,7.4,13.0,0.2856,0.4385,0.0419374,5,,2.0,,,3.0,5.0,,1.0,2.0,1.0,,,1.0,3.0,,,1.0,1.0,,2.0,1.0,1.0,3.0,,,,
11451138,home,Antalyaspor,Gerrit Holtmann,,,gerrit-holtmann,G. Holtmann,F,17,183,242,M,253517,EUR,796089600,M,38,38,False,13.0,10.0,1.0,1.0,5.0,5.0,5.0,9.0,,2.0,,,,40.0,20.0,6.5,6.0,0.011,0.0,0.0188454,1,,1.0,,1.0,3.0,1.0,1.0,,,,,,2.0,1.0,,,,1.0,,1.0,,,,,,,
11451138,home,Antalyaspor,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180,186,M,220155,EUR,732931200,M,22,22,False,16.0,13.0,,,2.0,3.0,11.0,13.0,,3.0,,,,67.0,25.0,7.6,5.0,0.1425,0.5138,0.0580574,2,,,,1.0,3.0,3.0,,,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,,
11451138,home,Antalyaspor,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,10,10,False,26.0,22.0,1.0,1.0,3.0,3.0,22.0,31.0,,4.0,,,,83.0,40.0,7.3,11.0,0.0606,0.0813,0.21176,2,,8.0,3.0,,2.0,1.0,,1.0,,,,,,1.0,3.0,,,,1.0,1.0,1.0,,1.0,,,,
