match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
12437869,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,41.0,30.0,26.0,15.0,0.0,24.0,27.0,6.0,14.0,12.0,2.0,3.0,1.0,4.0,90.0,55.0,7.6,13.0,0.00496674,0,0.2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437869,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,36.0,32.0,1.0,,0.0,25.0,26.0,7.0,11.0,2.0,,,,,54.0,42.0,6.3,5.0,0.00166081,0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437869,home,Girona FC,Ladislav Krejčí,ladislav-krejci,L. Krejčí,D,37,191,2172,M,856250,EUR,924566400,D,18,18,False,63.0,56.0,5.0,2.0,0.0,47.0,47.0,10.0,17.0,3.0,,,,,90.0,79.0,7.1,10.0,0.15136,1,,1.0,2.0,1.0,4.0,4.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0102,1.0,,,,,,,,,,,,,,,,,,,
12437869,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,73.0,69.0,2.0,1.0,0.0,40.0,41.0,29.0,32.0,4.0,,,,,90.0,84.0,6.7,5.0,0.0138351,1,,,,2.0,2.0,4.0,,,1.0,1.0,,,,,,,,,0.0123,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12437869,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,M,4,4,False,50.0,42.0,3.0,,0.0,23.0,25.0,19.0,27.0,6.0,,,,,90.0,89.0,6.8,15.0,0.00917981,0,,2.0,1.0,7.0,11.0,3.0,2.0,,5.0,,,1.0,,2.0,,1.0,2.0,4.0,,,Arnau Martinez,,1.0,3.0,1.0,1.0,,True,,,,,,,,,,,
12437869,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,25.0,21.0,2.0,,1.0,7.0,7.0,14.0,20.0,3.0,,,,,90.0,47.0,8.1,12.0,0.321029,2,,2.0,3.0,11.0,9.0,,2.0,,3.0,1.0,,1.0,,3.0,,,1.0,3.0,0.0561,1.0,,,5.0,,2.0,,,,YangelHerrera8,1.0,2.0,1.0,1.0,0.7243,,,,,
12437869,home,Girona FC,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,14,14,False,29.0,27.0,,,0.0,19.0,20.0,8.0,10.0,6.0,,,,,54.0,44.0,6.4,7.0,0.00167163,1,,1.0,,7.0,2.0,,3.0,,2.0,2.0,,2.0,,4.0,1.0,,,,0.0162,,,,,1.0,,,,,oriolromeu,,,,,,1.0,1.0,,,
12437869,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,M,3,3,False,19.0,19.0,,,0.0,11.0,11.0,10.0,11.0,2.0,,,,,90.0,34.0,7.1,2.0,0.170159,0,,3.0,,2.0,3.0,1.0,,,,,,1.0,2.0,,,,,2.0,,3.0,,,,1.0,1.0,1.0,,,MGutiérrez,,,,,,,,,,
12437869,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,F,8,8,False,35.0,32.0,,,1.0,12.0,12.0,21.0,30.0,2.0,,,,,84.0,52.0,8.4,11.0,0.0514386,2,,7.0,,2.0,3.0,,1.0,,1.0,,,,1.0,,,,1.0,,0.4166,1.0,,,1.0,,3.0,2.0,,,viktortsygankov,,2.0,1.0,2.0,0.5734,,,,,
12437869,home,Girona FC,Bryan Gil,bryan-gil,B. Gil,M,21,176,3585,M,910026,EUR,981849600,F,20,20,False,25.0,24.0,1.0,1.0,0.0,8.0,8.0,18.0,20.0,4.0,,,,,84.0,37.0,7.2,4.0,0.257185,1,,3.0,,4.0,5.0,,,,1.0,,,1.0,2.0,,,,1.0,3.0,0.0184,1.0,,,1.0,1.0,2.0,1.0,,,bryan11gil,,1.0,,,0.0118,,,,,
