match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_outfielderBlock,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11452997,home,Al-Fateh,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188,92,M,289025,EUR,740534400,G,1,1,False,26.0,19.0,13.0,6.0,15.0,17.0,4.0,9.0,10.0,1.0,4.0,4.0,90.0,41.0,7.3,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452997,home,Al-Fateh,Saeed Baattia,Saeed Baattia,,saeed-baattia,S. Baattia,D,15,172,25,M,1521953,EUR,969667200,D,12,12,False,26.0,19.0,2.0,1.0,7.0,9.0,12.0,17.0,2.0,,,,65.0,39.0,6.7,10.0,0,1.0,7.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
11452997,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185,1277,M,847714,EUR,695606400,D,17,17,False,43.0,38.0,9.0,5.0,18.0,19.0,20.0,24.0,7.0,,,,90.0,55.0,7.0,5.0,0,2.0,4.0,6.0,,,6.0,4.0,2.0,,1.0,2.0,True,1.0,1.0,,,,,,,,,,,,,,,,
11452997,home,Al-Fateh,Fahd Mohammed Al-Harbi,,,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182,14,M,974013,EUR,856828800,D,5,5,False,25.0,21.0,3.0,1.0,19.0,23.0,2.0,2.0,4.0,,,,90.0,37.0,6.9,4.0,1,,1.0,4.0,,,7.0,,,,,1.0,,,,4.0,1.0,2.0,,,,,,,,,,,,,
11452997,home,Al-Fateh,Tawfiq Buhumaid,,,tawfiq-buhumaid,T. Buhumaid,D,25,179,6,M,871425,EUR,562464000,D,25,25,False,33.0,26.0,3.0,,15.0,20.0,11.0,13.0,5.0,,,,65.0,41.0,6.6,10.0,0,1.0,1.0,1.0,,,,,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,
11452997,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185,1192,M,880790,EUR,646444800,M,11,11,False,24.0,23.0,1.0,1.0,5.0,5.0,19.0,23.0,1.0,,,,90.0,44.0,8.7,9.0,2,,6.0,4.0,1.0,,1.0,,,3.0,2.0,3.0,,3.0,1.0,1.0,,,5.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
11452997,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180,1218,M,845609,EUR,713318400,M,28,28,False,41.0,36.0,4.0,4.0,16.0,17.0,20.0,24.0,5.0,,,,90.0,60.0,7.3,8.0,2,2.0,6.0,7.0,,,1.0,3.0,2.0,1.0,2.0,2.0,,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
11452997,home,Al-Fateh,Mukhtar Ali,,,ali-mukhtar,A. Mukhtar,M,7,185,334,M,788258,EUR,878169600,M,7,7,False,52.0,48.0,3.0,3.0,29.0,31.0,19.0,21.0,4.0,,,,89.0,57.0,7.1,5.0,0,,,3.0,,,,2.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
11452997,home,Al-Fateh,Abbas Sadiq Alhassan,Abbas Sadiq Alhassan,,abbas-sadiq-alhassan,A. S. Alhassan,M,6,174,52,M,1096520,EUR,1079222400,M,66,66,False,26.0,21.0,,,13.0,16.0,8.0,11.0,6.0,,,,65.0,36.0,6.6,8.0,2,,1.0,1.0,,,2.0,1.0,,2.0,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,
11452997,home,Al-Fateh,Cristian Tello,,,cristian-tello,C. Tello,M,,178,644,M,114157,EUR,681868800,M,37,37,False,26.0,20.0,3.0,1.0,9.0,12.0,11.0,14.0,4.0,,,,89.0,40.0,9.3,9.0,6,1.0,5.0,1.0,1.0,1.0,,,,,,,,3.0,1.0,,,2.0,,,,,,5.0,1.0,3.0,,,,,
