match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_totalContest,stat_wonContest,stat_totalTackle,stat_challengeLost,stat_wonTackle,stat_dispossessed,stat_keyPass,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
10385707,home,Crystal Palace,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,20.0,17.0,7.0,4.0,16.0,16.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0,90.0,24.0,6.7,3.0,0.0,0.0,9.645e-05,0,0.6029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385707,home,Crystal Palace,Joel Ward,joel-ward,J. Ward,D,25,188,258,M,39183,EUR,625622400,D,2,2,False,32.0,25.0,2.0,,9.0,11.0,16.0,24.0,3.0,,,,,90.0,53.0,6.7,13.0,0.0,0.0,0.0106174,0,,,,True,3.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
10385707,home,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,50.0,41.0,11.0,5.0,27.0,30.0,14.0,21.0,4.0,,,,,90.0,62.0,6.6,11.0,0.1176,0.0,0.00799766,2,,,,,1.0,1.0,2.0,2.0,2.0,4.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385707,home,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,22326,M,877994,EUR,963446400,D,6,6,False,87.0,78.0,12.0,8.0,43.0,47.0,35.0,40.0,12.0,,,,,90.0,98.0,7.2,10.0,0.0461,0.0,0.0123631,1,,,,,,1.0,4.0,3.0,9.0,2.0,,1.0,,3.0,1.0,1.0,,MarcGuehi13,2.0,1.0,1.0,,,,,,,,,,,,
10385707,home,Crystal Palace,Tyrick Mitchell,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,988275,EUR,936144000,D,3,3,False,47.0,36.0,6.0,1.0,21.0,26.0,15.0,22.0,4.0,,,,,90.0,64.0,6.6,16.0,0.0,0.0,0.00924629,0,,,,,1.0,2.0,1.0,4.0,4.0,2.0,,,,,1.0,,,,,,3.0,1.0,1.0,,,,,,,,,,
10385707,home,Crystal Palace,Jeffrey Schlupp,jeffrey-schlupp,J. Schlupp,D,27,178,764,M,148710,EUR,725068800,M,15,15,False,40.0,35.0,3.0,1.0,14.0,15.0,21.0,25.0,13.0,,,,,90.0,54.0,7.0,10.0,0.0,0.0,0.0983451,0,,,,,,3.0,1.0,7.0,6.0,,,,3.0,,2.0,,,,,,5.0,1.0,3.0,2.0,3.0,,,,,,,,
10385707,home,Crystal Palace,Cheick Doucouré,cheick-doucoure,C. Doucouré,M,28,181,1463,M,906047,EUR,947289600,M,28,28,False,50.0,44.0,3.0,1.0,28.0,28.0,16.0,22.0,6.0,,,,,90.0,69.0,7.0,9.0,0.0379,0.3787,0.0151741,1,,,,,,,2.0,5.0,6.0,1.0,,3.0,1.0,1.0,2.0,,,,,,3.0,1.0,2.0,2.0,,1.0,1.0,,,,,,
10385707,home,Crystal Palace,Eberechi Eze,eberechi-eze,E. Eze,F,10,178,55840,M,864921,EUR,899078400,M,10,10,False,36.0,28.0,7.0,3.0,12.0,13.0,17.0,27.0,7.0,,,,,89.0,55.0,7.8,16.0,0.2442,0.7649,0.150899,2,,,,,4.0,,,2.0,6.0,,,,3.0,4.0,,1.0,,eze,1.0,1.0,1.0,,1.0,2.0,3.0,1.0,,1.0,1.0,,,,
10385707,home,Crystal Palace,Michael Olise,michael-olise,M. Olise,M,17,185,76795,M,978838,EUR,1008115200,F,7,7,False,29.0,21.0,1.0,1.0,5.0,6.0,19.0,30.0,2.0,,,,,80.0,50.0,7.7,17.0,0.0826,0.0,0.357676,2,,,,,7.0,,1.0,4.0,4.0,1.0,,1.0,3.0,1.0,2.0,,2.0,MOlise,2.0,2.0,,,,2.0,5.0,,,3.0,,1.0,1.0,,
10385707,home,Crystal Palace,Odsonne Édouard,odsonne-edouard,O. Édouard,F,11,187,6612,M,795228,EUR,884908800,F,22,22,False,22.0,18.0,,,4.0,4.0,14.0,18.0,2.0,,,,,81.0,40.0,7.3,9.0,0.1344,0.0,0.0860514,2,,,,,,2.0,1.0,6.0,9.0,1.0,,2.0,2.0,4.0,1.0,1.0,1.0,,2.0,,4.0,,2.0,1.0,1.0,,,,,1.0,1.0,,
10385707,home,Crystal Palace,Wilfried Zaha,wilfried-zaha,W. Zaha,M,10,180,18787,M,111850,EUR,721353600,F,11,11,False,30.0,25.0,2.0,1.0,7.0,8.0,18.0,22.0,7.0,,,,,90.0,76.0,7.6,23.0,0.5372,0.6926,0.158027,4,,,,,,2.0,1.0,17.0,14.0,,,2.0,4.0,3.0,1.0,1.0,1.0,wilfriedzaha,10.0,6.0,4.0,1.0,2.0,9.0,1.0,2.0,,,1.0,,,,
10385707,home,Crystal Palace,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,F,9,9,True,1.0,1.0,,,,,1.0,2.0,2.0,,,,,10.0,10.0,6.7,4.0,0.0,0.0,0.00201397,0,,,,,1.0,,1.0,3.0,5.0,,,,,1.0,,,,jordanayew9,2.0,1.0,2.0,,1.0,2.0,,,,,,,,,
10385707,home,Crystal Palace,Jean-Philippe Mateta,jean-philippe-mateta,J. Mateta,F,14,192,9441,M,848276,EUR,867456000,F,14,14,True,4.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,,,9.0,6.0,6.4,4.0,0.0,0.0,0.00062424,0,,,,,,,1.0,1.0,1.0,,,,,,,,,Matetajphilippe,,,,,,1.0,,,,,,,,,
10385707,home,Crystal Palace,Jaïro Riedewald,jairo-riedewald,J. Riedewald,M,44,186,1219,M,285989,EUR,842227200,M,44,44,True,1.0,,,,,1.0,,,,,,,,1.0,2.0,,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385707,home,Crystal Palace,Owen Goodman,owen-goodman,O. Goodman,G,1,193,148,M,1087790,EUR,1069891200,G,63,63,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Owen,Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385707,home,Crystal Palace,Sam Johnstone,sam-johnstone,S. Johnstone,G,31,193,600,M,98427,EUR,733017600,G,21,21,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385707,home,Crystal Palace,Kofi Balmer,kofi-balmer,K. Balmer,D,17,183,79,M,891238,EUR,969321600,M,43,43,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385707,home,Crystal Palace,James Tomkins,james-tomkins,J. Tomkins,D,,192,104,M,32124,EUR,607132800,D,5,5,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385707,home,Crystal Palace,Malcolm Ebiowei,ebiowei-malcolm,M. Ebiowei,M,,185,300,M,1176104,EUR,1062633600,M,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
