match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle,stat_errorLeadToAShot,stat_penaltyWon
12437775,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,24.0,17.0,7.0,0.0,17.0,19.0,5.0,8.0,1.0,90.0,30.0,6.5,7.0,6.962e-05,0,-0.1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437775,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,72.0,67.0,3.0,0.0,20.0,21.0,56.0,3.0,,81.0,95.0,7.5,14.0,0.0677447,2,,,,True,2.0,47.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.094,0.1534,4.0,,,,,,,,,,,,,,,,,,,,,
12437775,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,D,14,14,False,63.0,59.0,1.0,0.0,32.0,33.0,32.0,5.0,,90.0,71.0,7.0,6.0,0.015329,1,,,,,1.0,27.0,2.0,2.0,1.0,4.0,,,1.0,,1.0,,,1.0,0.0415,0.1159,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12437775,home,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184,117937,M,asencio,1156645,EUR,1045094400,D,35,35,False,51.0,49.0,3.0,0.0,23.0,24.0,27.0,4.0,,90.0,58.0,7.1,2.0,0.0187319,0,,,,,3.0,26.0,,2.0,,5.0,,,,,3.0,,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,
12437775,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,False,46.0,43.0,5.0,0.0,11.0,13.0,34.0,4.0,,90.0,67.0,7.0,6.0,0.0606585,0,,,,,4.0,32.0,1.0,,5.0,,,,,,3.0,3.0,2.0,2.0,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,
12437775,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,8,8,False,78.0,73.0,4.0,0.0,15.0,15.0,63.0,4.0,,90.0,86.0,7.6,6.0,0.187312,3,,,,,3.0,58.0,,,,1.0,,,,2.0,,,,,0.05,,2.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
12437775,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,False,102.0,101.0,5.0,0.0,26.0,26.0,76.0,5.0,,80.0,124.0,8.8,3.0,0.530508,3,,,,,5.0,75.0,,,3.0,9.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0638,0.0235,2.0,,3.0,3.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,
12437775,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,M,11,11,False,63.0,60.0,,0.0,6.0,6.0,64.0,3.0,,88.0,86.0,8.3,12.0,0.228328,3,,,,,,56.0,7.0,,2.0,6.0,5.0,3.0,1.0,,,1.0,2.0,,0.1164,0.0634,4.0,,,,,3.0,,,1.0,2.0,2.0,,,,,,,,,,,
12437775,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,75.0,66.0,7.0,0.0,21.0,22.0,54.0,1.0,,90.0,94.0,6.6,14.0,0.049887,5,,,,,6.0,45.0,1.0,3.0,8.0,10.0,2.0,1.0,1.0,3.0,,,2.0,4.0,0.6942,0.2555,1.0,,3.0,2.0,,3.0,1.0,1.0,,1.0,,1.0,3.0,1.0,,,,,,,,
12437775,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,ViniJr,868812,EUR,963360000,M,7,7,False,32.0,28.0,,0.0,5.0,5.0,27.0,2.0,,90.0,53.0,7.2,13.0,0.519935,3,,,,,,23.0,,,7.0,6.0,9.0,5.0,1.0,,,1.0,2.0,1.0,0.1483,0.1121,3.0,,1.0,,,,,,1.0,2.0,,2.0,,,1.0,,,,,,,
12437775,home,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,9,9,False,37.0,34.0,,0.0,5.0,5.0,33.0,,,90.0,56.0,7.2,13.0,0.0534291,3,,,,,,29.0,1.0,,10.0,5.0,11.0,4.0,3.0,,,,1.0,2.0,0.5121,1.1282,,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,
12437775,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,6,6,True,7.0,6.0,,0.0,1.0,1.0,7.0,1.0,,10.0,12.0,6.7,3.0,0.00137754,0,,,,,,5.0,1.0,,,2.0,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12437775,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,True,12.0,11.0,1.0,0.0,2.0,3.0,10.0,,,9.0,14.0,6.9,2.0,0.0106802,0,,,,,1.0,9.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12437775,home,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,Brahim,835485,EUR,933638400,M,21,21,True,3.0,3.0,,0.0,,,3.0,,,2.0,4.0,,1.0,0.00193541,0,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437775,home,Real Madrid,Sergio Mestre,sergio-mestre,S. Mestre,G,43,193,11703,M,,1403015,EUR,1108252800,G,34,34,True,,,,,,,,,,,,,,,0,,Sergio Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437775,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437775,home,Real Madrid,Lorenzo Aguado,lorenzo-aguado-herrera,L. Aguado,D,2,177,2022,M,,1526535,EUR,1032393600,D,39,39,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
