match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,captain,stat_challengeLost,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,stat_lastManTackle,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget
12514092,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,34.0,30.0,7.0,3.0,0.0,28.0,28.0,2.0,6.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,90.0,41.0,7.4,4.0,0.00030305,0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514092,home,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,,850976,EUR,881625600,D,6,6,False,36.0,30.0,4.0,1.0,0.0,12.0,13.0,19.0,31.0,2.0,6.0,1.0,2.0,,,,90.0,67.0,7.1,19.0,0.152046,0,,,,8.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12514092,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,78.0,71.0,14.0,9.0,0.0,52.0,55.0,19.0,23.0,,3.0,3.0,4.0,,,,90.0,87.0,7.2,8.0,0.00525412,0,,,,,,1.0,2.0,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
12514092,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,68.0,63.0,8.0,7.0,0.0,54.0,56.0,9.0,12.0,4.0,8.0,7.0,1.0,,,,90.0,81.0,8.0,5.0,0.00421208,1,,,,,,,2.0,,,,3.0,1.0,,,True,2.0,1.0,1.0,1.0,1.0,0.0653,,,,,,,,,,,
12514092,home,Benfica,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,,1085081,EUR,1048377600,D,3,3,False,45.0,37.0,6.0,4.0,0.0,23.0,26.0,14.0,21.0,1.0,10.0,3.0,4.0,,,,90.0,82.0,7.5,16.0,0.00966841,0,,,,2.0,,,6.0,7.0,4.0,1.0,4.0,2.0,2.0,,,1.0,,,1.0,1.0,,1.0,2.0,,,,,,,,,
12514092,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,M,8,8,False,37.0,28.0,4.0,2.0,0.0,12.0,14.0,16.0,23.0,,,,2.0,,,,90.0,44.0,6.3,14.0,0.0217722,0,,,,,,,7.0,2.0,,,,,1.0,1.0,,3.0,,,,,,,1.0,1.0,,,,,,,,
12514092,home,Benfica,Florentino Luís,florentino-luis,F. Luís,M,16,184,3615,M,,855845,EUR,935020800,M,61,61,False,37.0,32.0,2.0,1.0,0.0,20.0,23.0,12.0,14.0,1.0,5.0,1.0,5.0,,,,90.0,55.0,6.9,9.0,0.00793513,1,,,,,,2.0,7.0,,,6.0,3.0,2.0,1.0,2.0,,2.0,,,,1.0,0.0693,,1.0,,1.0,1.0,,,,,,
12514092,home,Benfica,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2462,M,,906800,EUR,946857600,M,18,18,False,20.0,18.0,1.0,1.0,0.0,12.0,12.0,6.0,10.0,,3.0,,4.0,,,,67.0,29.0,6.6,6.0,0.00581979,0,,,,2.0,,1.0,4.0,4.0,2.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,
12514092,home,Benfica,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,ÁDiMaría,30027,EUR,571795200,F,11,11,False,29.0,20.0,5.0,2.0,0.0,5.0,6.0,17.0,29.0,,4.0,,2.0,,,,89.0,55.0,6.5,21.0,0.127061,2,,,,6.0,2.0,,10.0,8.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,2.0,0.035,,1.0,3.0,1.0,,,,,,,
12514092,home,Benfica,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15120,M,vangelis_pavlidis,795236,EUR,911606400,F,14,14,False,15.0,12.0,2.0,1.0,1.0,3.0,4.0,10.0,12.0,2.0,4.0,1.0,1.0,,,,78.0,28.0,7.0,6.0,0.0806149,2,,,,1.0,1.0,,4.0,,,,,,1.0,2.0,,1.0,1.0,,,3.0,0.2533,,1.0,2.0,1.0,,2.0,1.0,1.0,,,
12514092,home,Benfica,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24902,M,KAktürkoğlu,903324,EUR,908928000,F,17,17,False,29.0,17.0,2.0,1.0,0.0,6.0,7.0,12.0,25.0,1.0,6.0,,5.0,,,,79.0,51.0,7.5,22.0,0.0733996,2,,,,3.0,1.0,1.0,6.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,,1.0,,,,1.0,0.3344,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,0.1251
12514092,home,Benfica,Zeki Amdouni,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,,990550,EUR,975888000,F,7,7,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,1.0,3.0,,,,,,23.0,9.0,6.4,4.0,0.00060351,0,,,,,,4.0,8.0,1.0,,,,,1.0,1.0,,1.0,,,,2.0,,,1.0,,,,,,,,,
